Tiempo ,YAW,PITCH,E_YAW,E_PITCH
35.04,8.957,0.0,0.0,-10.0
35.06,8.955,0.0,0.0,-10.0
35.08,8.955,0.0,0.0,-10.0
35.1,8.954,0.0,0.0,-10.0
35.12,8.952,0.0,0.0,-10.0
35.14,8.95,0.0,0.0,-10.0
35.16,8.948,0.0,0.0,-10.0
35.18,8.948,0.0,0.0,-10.0
35.2,8.947,0.0,0.0,-10.0
35.22,8.945,0.0,0.0,-10.0
35.24,8.945,0.0,0.0,-10.0
35.26,8.943,0.0,0.0,-10.0
35.28,8.941,0.0,0.0,-10.0
35.3,8.941,0.0,0.0,-10.0
35.32,8.94,0.0,0.0,-10.0
35.34,8.94,0.0,0.0,-10.0
35.36,8.938,0.0,0.0,-10.0
35.38,8.936,0.0,0.0,-10.0
35.4,8.936,0.0,0.0,-10.0
35.42,8.934,0.0,0.0,-10.0
35.44,8.934,0.0,0.0,-10.0
35.46,8.934,0.0,0.0,-10.0
35.48,8.933,0.0,0.0,-10.0
35.5,8.933,0.0,0.0,-10.0
35.52,8.931,0.0,0.0,-10.0
35.54,8.931,0.0,0.0,-10.0
35.56,8.931,0.0,0.0,-10.0
35.58,8.929,0.0,0.0,-10.0
35.6,8.929,0.0,0.0,-10.0
35.62,8.929,0.0,0.0,-10.0
35.64,8.929,0.0,0.0,-10.0
35.66,8.927,0.0,0.0,-10.0
35.68,8.927,0.0,0.0,-10.0
35.7,8.927,0.0,0.0,-10.0
35.72,8.927,0.0,0.0,-10.0
35.74,8.927,0.0,0.0,-10.0
35.76,8.927,0.0,0.0,-10.0
35.78,8.927,0.0,0.0,-10.0
35.8,8.927,0.0,0.0,-10.0
35.82,8.927,0.0,0.0,-10.0
35.84,8.927,0.0,0.0,-10.0
35.86,8.927,0.0,0.0,-10.0
35.88,8.927,0.0,0.0,-10.0
35.9,8.927,0.0,0.0,-10.0
35.92,8.927,0.0,0.0,-10.0
35.94,8.927,0.0,0.0,-10.0
35.96,8.927,0.0,0.0,-10.0
35.98,8.927,0.0,0.0,-10.0
36.0,8.927,0.0,0.0,-10.0
36.02,8.927,0.0,0.0,-10.0
36.04,8.927,0.0,0.0,-10.0
36.06,8.927,0.0,0.0,-10.0
36.08,8.927,0.0,0.0,-10.0
36.1,8.927,0.0,0.0,-10.0
36.12,8.927,0.0,0.0,-10.0
36.14,8.927,0.0,0.0,-10.0
36.16,8.927,0.0,0.0,-10.0
36.18,8.927,0.0,0.0,-10.0
36.2,8.927,0.0,0.0,-10.0
36.22,8.927,0.0,0.0,-10.0
36.24,8.927,0.0,0.0,-10.0
36.26,8.927,0.0,0.0,-10.0
36.28,8.927,0.0,0.0,-10.0
36.3,8.927,0.0,0.0,-10.0
36.32,8.927,0.0,0.0,-10.0
36.34,8.927,0.0,0.0,-10.0
36.36,8.927,0.0,0.0,-10.0
36.38,8.927,0.0,0.0,-10.0
36.4,8.927,0.0,0.0,-10.0
36.42,8.927,0.0,0.0,-10.0
36.44,8.927,0.0,0.0,-10.0
36.46,8.927,0.0,0.0,-10.0
36.48,8.927,0.0,0.0,-10.0
36.5,8.927,0.0,0.0,-10.0
36.52,8.927,0.0,0.0,-10.0
36.54,8.927,0.0,0.0,-10.0
36.56,8.927,0.0,0.0,-10.0
36.58,8.927,0.0,0.0,-10.0
36.6,8.927,0.0,0.0,-10.0
36.62,8.927,0.0,0.0,-10.0
36.64,8.927,0.0,0.0,-10.0
36.66,8.927,0.0,0.0,-10.0
36.68,8.927,0.0,0.0,-10.0
36.7,8.927,0.0,0.0,-10.0
36.72,8.927,0.0,0.0,-10.0
36.74,8.927,0.0,0.0,-10.0
36.76,8.927,0.0,0.0,-10.0
36.78,8.927,0.0,0.0,-10.0
36.8,8.927,0.0,0.0,-10.0
36.82,8.927,0.0,0.0,-10.0
36.84,8.927,0.0,0.0,-10.0
36.86,8.927,0.0,0.0,-10.0
36.88,8.927,0.0,0.0,-10.0
36.9,8.927,0.0,0.0,-10.0
36.92,8.927,0.0,0.0,-10.0
36.94,8.927,0.0,0.0,-10.0
36.96,8.927,0.0,0.0,-10.0
36.98,8.927,0.0,0.0,-10.0
37.0,8.927,0.0,0.0,-10.0
37.02,8.927,0.0,0.0,-10.0
37.04,8.927,0.0,0.0,-10.0
37.06,8.927,0.0,0.0,-10.0
37.08,8.927,0.0,0.0,-10.0
37.1,8.927,0.0,0.0,-10.0
37.12,8.927,0.0,0.0,-10.0
37.14,8.927,0.0,0.0,-10.0
37.16,8.927,0.0,0.0,-10.0
37.18,8.927,0.0,0.0,-10.0
37.2,8.927,0.0,0.0,-10.0
37.22,8.927,0.0,0.0,-10.0
37.24,8.927,0.0,0.0,-10.0
37.26,8.927,0.0,0.0,-10.0
37.28,8.927,0.0,0.0,-10.0
37.3,8.927,0.0,0.0,-10.0
37.32,8.927,0.0,0.0,-10.0
37.34,8.927,0.0,0.0,-10.0
37.36,8.927,0.0,0.0,-10.0
37.38,8.927,0.0,0.0,-10.0
37.4,8.927,0.0,0.0,-10.0
37.42,8.927,0.0,0.0,-10.0
37.44,8.927,0.0,0.0,-10.0
37.46,8.927,0.0,0.0,-10.0
37.48,8.927,0.0,0.0,-10.0
37.5,8.927,0.0,0.0,-10.0
37.52,8.927,0.0,0.0,-10.0
37.54,8.927,0.0,0.0,-10.0
37.56,8.927,0.0,0.0,-10.0
37.58,8.927,0.0,0.0,-10.0
37.6,8.927,0.0,0.0,-10.0
37.62,8.927,0.0,0.0,-10.0
37.64,8.927,0.0,0.0,-10.0
37.66,8.927,0.0,0.0,-10.0
37.68,8.927,0.0,0.0,-10.0
37.7,8.927,0.0,0.0,-10.0
37.72,8.927,0.0,0.0,-10.0
37.74,8.927,0.0,0.0,-10.0
37.76,8.927,0.0,0.0,-10.0
37.78,8.927,0.0,0.0,-10.0
37.8,8.927,0.0,0.0,-10.0
37.82,8.927,0.0,0.0,-10.0
37.84,8.927,0.0,0.0,-10.0
37.86,8.927,0.0,0.0,-10.0
37.88,8.927,0.0,0.0,-10.0
37.9,8.927,0.0,0.0,-10.0
37.92,8.927,0.0,0.0,-10.0
37.94,8.927,0.0,0.0,-10.0
37.96,8.927,0.0,0.0,-10.0
37.98,8.927,0.0,0.0,-10.0
38.0,8.927,0.0,0.0,-10.0
38.02,8.927,0.0,0.0,-10.0
38.04,8.927,0.0,0.0,-10.0
38.06,8.927,0.0,0.0,-10.0
38.08,8.927,0.0,0.0,-10.0
38.1,8.927,0.0,0.0,-10.0
38.12,8.927,0.0,0.0,-10.0
38.14,8.927,0.0,0.0,-10.0
38.16,8.927,0.0,0.0,-10.0
38.18,8.927,0.0,0.0,-10.0
38.2,8.927,0.0,0.0,-10.0
38.22,8.927,0.0,0.0,-10.0
38.24,8.927,0.0,0.0,-10.0
38.26,8.927,0.0,0.0,-10.0
38.28,8.927,0.0,0.0,-10.0
38.3,8.927,0.0,0.0,-10.0
38.32,8.927,0.0,0.0,-10.0
38.34,8.927,0.0,0.0,-10.0
38.36,8.927,0.0,0.0,-10.0
38.38,8.927,0.0,0.0,-10.0
38.4,8.927,0.0,0.0,-10.0
38.42,8.927,0.0,0.0,-10.0
38.44,8.927,0.0,0.0,-10.0
38.46,8.927,0.0,0.0,-10.0
38.48,8.927,0.0,0.0,-10.0
38.5,8.927,0.0,0.0,-10.0
38.52,8.927,0.0,0.0,-10.0
38.54,8.927,0.0,0.0,-10.0
38.56,8.927,0.0,0.0,-10.0
38.58,8.927,0.0,0.0,-10.0
38.6,8.927,0.0,0.0,-10.0
38.62,8.927,0.0,0.0,-10.0
38.64,8.927,0.0,0.0,-10.0
38.66,8.927,0.0,0.0,-10.0
38.68,8.927,0.0,0.0,-10.0
38.7,8.927,0.0,0.0,-10.0
38.72,8.927,0.0,0.0,-10.0
38.74,8.927,0.0,0.0,-10.0
38.76,8.927,0.0,0.0,-10.0
38.78,8.927,0.0,0.0,-10.0
38.8,8.927,0.0,0.0,-10.0
38.82,8.927,0.0,0.0,-10.0
38.84,8.927,0.0,0.0,-10.0
38.86,8.927,0.0,0.0,-10.0
38.88,8.927,0.0,0.0,-10.0
38.9,8.927,0.0,0.0,-10.0
38.92,8.927,0.0,0.0,-10.0
38.94,8.927,0.0,0.0,-10.0
38.96,8.927,0.0,0.0,-10.0
38.98,8.927,0.0,0.0,-10.0
39.0,8.927,0.0,0.0,-10.0
39.02,8.927,0.0,0.0,-10.0
39.04,8.927,0.0,0.0,-10.0
39.06,8.927,0.0,0.0,-10.0
39.08,8.927,0.0,0.0,-10.0
39.1,8.927,0.0,0.0,-10.0
39.12,8.927,0.0,0.0,-10.0
39.14,8.927,0.0,0.0,-10.0
39.16,8.927,0.0,0.0,-10.0
39.18,8.927,0.0,0.0,-10.0
39.2,8.927,0.0,0.0,-10.0
39.22,8.927,0.0,0.0,-10.0
39.24,8.927,0.0,0.0,-10.0
39.26,8.927,0.0,0.0,-10.0
39.28,8.927,0.0,0.0,-10.0
39.3,8.927,0.0,0.0,-10.0
39.32,8.927,0.0,0.0,-10.0
39.34,8.927,0.0,0.0,-10.0
39.36,8.927,0.0,0.0,-10.0
39.38,8.927,0.0,0.0,-10.0
39.4,8.927,0.0,0.0,-10.0
39.42,8.927,0.0,0.0,-10.0
39.44,8.927,0.0,0.0,-10.0
39.46,8.927,0.0,0.0,-10.0
39.48,8.927,0.0,0.0,-10.0
39.5,8.927,0.0,0.0,-10.0
39.52,8.927,0.0,0.0,-10.0
39.54,8.927,0.0,0.0,-10.0
39.56,8.927,0.0,0.0,-10.0
39.58,8.927,0.0,0.0,-10.0
39.6,8.927,0.0,0.0,-10.0
39.62,8.927,0.0,0.0,-10.0
39.64,8.927,0.0,0.0,-10.0
39.66,8.927,0.0,0.0,-10.0
39.68,8.927,0.0,0.0,-10.0
39.7,8.927,0.0,0.0,-10.0
39.72,8.927,0.0,0.0,-10.0
39.74,8.927,0.0,0.0,-10.0
39.76,8.927,0.0,0.0,-10.0
39.78,8.927,0.0,0.0,-10.0
39.8,8.927,0.0,0.0,-10.0
39.82,8.927,0.0,0.0,-10.0
39.84,8.927,0.0,0.0,-10.0
39.86,8.927,0.0,0.0,-10.0
39.88,8.927,0.0,0.0,-10.0
39.9,8.927,0.0,0.0,-10.0
39.92,8.927,0.0,0.0,-10.0
39.94,8.927,0.0,0.0,-10.0
39.96,8.927,0.0,0.0,-10.0
39.98,8.927,0.0,0.0,-10.0
40.0,8.927,0.0,0.0,-10.0
40.02,8.927,0.0,0.0,-10.0
40.04,8.927,0.0,0.0,-9.987
40.06,8.927,0.0,0.0,-9.973
40.08,8.927,0.0,0.0,-9.96
40.1,8.927,0.0,0.0,-9.947
40.12,8.927,0.0,0.0,-9.933
40.14,8.927,0.0,0.0,-9.92
40.16,8.927,0.0,0.0,-9.907
40.18,8.927,0.0,0.0,-9.893
40.2,8.927,0.0,0.0,-9.88
40.22,8.927,0.0,0.0,-9.867
40.24,8.927,0.0,0.0,-9.853
40.26,8.927,0.0,0.0,-9.84
40.28,8.927,0.0,0.0,-9.827
40.3,8.927,0.0,0.0,-9.813
40.32,8.927,0.0,0.0,-9.8
40.34,8.927,0.0,0.0,-9.787
40.36,8.927,0.0,0.0,-9.773
40.38,8.927,0.0,0.0,-9.76
40.4,8.927,0.0,0.0,-9.747
40.42,8.927,0.0,0.0,-9.733
40.44,8.927,0.0,0.0,-9.72
40.46,8.927,0.0,0.0,-9.707
40.48,8.927,0.0,0.0,-9.693
40.5,8.927,0.0,0.0,-9.68
40.52,8.927,0.0,0.0,-9.667
40.54,8.927,0.0,0.0,-9.653
40.56,8.927,0.0,0.0,-9.64
40.58,8.927,0.0,0.0,-9.627
40.6,8.927,0.0,0.0,-9.613
40.62,8.927,0.0,0.0,-9.6
40.64,8.927,0.0,0.0,-9.587
40.66,8.927,0.0,0.0,-9.573
40.68,8.927,0.0,0.0,-9.56
40.7,8.927,0.0,0.0,-9.547
40.72,8.927,0.0,0.0,-9.533
40.74,8.927,0.0,0.0,-9.52
40.76,8.927,0.0,0.0,-9.507
40.78,8.927,0.0,0.0,-9.493
40.8,8.927,0.0,0.0,-9.48
40.82,8.927,0.0,0.0,-9.467
40.84,8.927,0.0,0.0,-9.453
40.86,8.927,0.0,0.0,-9.44
40.88,8.927,0.0,0.0,-9.427
40.9,8.927,0.0,0.0,-9.413
40.92,8.927,0.0,0.0,-9.4
40.94,8.927,0.0,0.0,-9.387
40.96,8.927,0.0,0.0,-9.373
40.98,8.927,0.0,0.0,-9.36
41.0,8.927,0.0,0.0,-9.347
41.02,8.927,0.0,0.0,-9.333
41.04,8.927,0.0,0.0,-9.32
41.06,8.927,0.0,0.0,-9.307
41.08,8.927,0.0,0.0,-9.293
41.1,8.927,0.0,0.0,-9.28
41.12,8.927,0.0,0.0,-9.267
41.14,8.927,0.0,0.0,-9.253
41.16,8.927,0.0,0.0,-9.24
41.18,8.927,0.0,0.0,-9.227
41.2,8.927,0.0,0.0,-9.213
41.22,8.927,0.0,0.0,-9.2
41.24,8.927,0.0,0.0,-9.187
41.26,8.927,0.0,0.0,-9.173
41.28,8.927,0.0,0.0,-9.16
41.3,8.927,0.0,0.0,-9.147
41.32,8.927,0.0,0.0,-9.133
41.34,8.927,0.0,0.0,-9.12
41.36,8.927,0.0,0.0,-9.107
41.38,8.927,0.0,0.0,-9.093
41.4,8.927,0.0,0.0,-9.08
41.42,8.927,0.0,0.0,-9.067
41.44,8.927,0.0,0.0,-9.053
41.46,8.927,0.0,0.0,-9.04
41.48,8.927,0.0,0.0,-9.027
41.5,8.927,0.0,0.0,-9.013
41.52,8.927,0.0,0.0,-9.0
41.54,8.927,0.0,0.0,-8.987
41.56,8.927,0.0,0.0,-8.973
41.58,8.927,0.0,0.0,-8.96
41.6,8.927,0.0,0.0,-8.947
41.62,8.927,0.0,0.0,-8.933
41.64,8.927,0.0,0.0,-8.92
41.66,8.927,0.0,0.0,-8.907
41.68,8.927,0.0,0.0,-8.893
41.7,8.927,0.0,0.0,-8.88
41.72,8.927,0.0,0.0,-8.867
41.74,8.927,0.0,0.0,-8.853
41.76,8.927,0.0,0.0,-8.84
41.78,8.927,0.0,0.0,-8.827
41.8,8.927,0.0,0.0,-8.813
41.82,8.927,0.0,0.0,-8.8
41.84,8.927,0.0,0.0,-8.787
41.86,8.927,0.0,0.0,-8.773
41.88,8.927,0.0,0.0,-8.76
41.9,8.927,0.0,0.0,-8.747
41.92,8.927,0.0,0.0,-8.733
41.94,8.927,0.0,0.0,-8.72
41.96,8.927,0.0,0.0,-8.707
41.98,8.927,0.0,0.0,-8.693
42.0,8.927,0.0,0.0,-8.68
42.02,8.927,0.0,0.0,-8.667
42.04,8.927,0.0,0.0,-8.653
42.06,8.927,0.0,0.0,-8.64
42.08,8.927,0.0,0.0,-8.627
42.1,8.927,0.0,0.0,-8.613
42.12,8.927,0.0,0.0,-8.6
42.14,8.927,0.0,0.0,-8.587
42.16,8.927,0.0,0.0,-8.573
42.18,8.927,0.0,0.0,-8.56
42.2,8.927,0.0,0.0,-8.547
42.22,8.927,0.0,0.0,-8.533
42.24,8.927,0.0,0.0,-8.52
42.26,8.927,0.0,0.0,-8.507
42.28,8.927,0.0,0.0,-8.493
42.3,8.927,0.0,0.0,-8.48
42.32,8.927,0.0,0.0,-8.467
42.34,8.927,0.0,0.0,-8.453
42.36,8.927,0.0,0.0,-8.44
42.38,8.927,0.0,0.0,-8.427
42.4,8.927,0.0,0.0,-8.413
42.42,8.927,0.0,0.0,-8.4
42.44,8.927,0.0,0.0,-8.387
42.46,8.927,0.0,0.0,-8.373
42.48,8.927,0.0,0.0,-8.36
42.5,8.927,0.0,0.0,-8.347
42.52,8.927,0.0,0.0,-8.333
42.54,8.927,0.0,0.0,-8.32
42.56,8.927,0.0,0.0,-8.307
42.58,8.927,0.0,0.0,-8.293
42.6,8.927,0.0,0.0,-8.28
42.62,8.927,0.0,0.0,-8.267
42.64,8.927,0.0,0.0,-8.253
42.66,8.927,0.0,0.0,-8.24
42.68,8.927,0.0,0.0,-8.227
42.7,8.927,0.0,0.0,-8.213
42.72,8.927,0.0,0.0,-8.2
42.74,8.927,0.0,0.0,-8.187
42.76,8.927,0.0,0.0,-8.173
42.78,8.927,0.0,0.0,-8.16
42.8,8.927,0.0,0.0,-8.147
42.82,8.927,0.0,0.0,-8.133
42.84,8.927,0.0,0.0,-8.12
42.86,8.927,0.0,0.0,-8.107
42.88,8.927,0.0,0.0,-8.093
42.9,8.927,0.0,0.0,-8.08
42.92,8.927,0.0,0.0,-8.067
42.94,8.927,0.0,0.0,-8.053
42.96,8.927,0.0,0.0,-8.04
42.98,8.927,0.0,0.0,-8.027
43.0,8.927,0.0,0.0,-8.013
43.02,8.927,0.0,0.0,-8.0
43.04,8.927,0.0,0.0,-7.987
43.06,8.927,0.0,0.0,-7.973
43.08,8.927,0.0,0.0,-7.96
43.1,8.927,0.0,0.0,-7.947
43.12,8.927,0.0,0.0,-7.933
43.14,8.927,0.0,0.0,-7.92
43.16,8.927,0.0,0.0,-7.907
43.18,8.927,0.0,0.0,-7.893
43.2,8.927,0.0,0.0,-7.88
43.22,8.927,0.0,0.0,-7.867
43.24,8.927,0.0,0.0,-7.853
43.26,8.927,0.0,0.0,-7.84
43.28,8.927,0.0,0.0,-7.827
43.3,8.927,0.0,0.0,-7.813
43.32,8.927,0.0,0.0,-7.8
43.34,8.927,0.0,0.0,-7.787
43.36,8.927,0.0,0.0,-7.773
43.38,8.927,0.0,0.0,-7.76
43.4,8.927,0.0,0.0,-7.747
43.42,8.927,0.0,0.0,-7.733
43.44,8.927,0.0,0.0,-7.72
43.46,8.927,0.0,0.0,-7.707
43.48,8.927,0.0,0.0,-7.693
43.5,8.927,0.0,0.0,-7.68
43.52,8.927,0.0,0.0,-7.667
43.54,8.927,0.0,0.0,-7.653
43.56,8.927,0.0,0.0,-7.64
43.58,8.927,0.0,0.0,-7.627
43.6,8.927,0.0,0.0,-7.613
43.62,8.927,0.0,0.0,-7.6
43.64,8.927,0.0,0.0,-7.587
43.66,8.927,0.0,0.0,-7.573
43.68,8.927,0.0,0.0,-7.56
43.7,8.927,0.0,0.0,-7.547
43.72,8.927,0.0,0.0,-7.533
43.74,8.927,0.0,0.0,-7.52
43.76,8.927,0.0,0.0,-7.507
43.78,8.927,0.0,0.0,-7.493
43.8,8.927,0.0,0.0,-7.48
43.82,8.927,0.0,0.0,-7.467
43.84,8.927,0.0,0.0,-7.453
43.86,8.927,0.0,0.0,-7.44
43.88,8.927,0.0,0.0,-7.427
43.9,8.927,0.0,0.0,-7.413
43.92,8.927,0.0,0.0,-7.4
43.94,8.927,0.0,0.0,-7.387
43.96,8.927,0.0,0.0,-7.373
43.98,8.927,0.0,0.0,-7.36
44.0,8.927,0.0,0.0,-7.347
44.02,8.927,0.0,0.0,-7.333
44.04,8.927,0.0,0.0,-7.32
44.06,8.927,0.0,0.0,-7.307
44.08,8.927,0.0,0.0,-7.293
44.1,8.927,0.0,0.0,-7.28
44.12,8.927,0.0,0.0,-7.267
44.14,8.927,0.0,0.0,-7.253
44.16,8.927,0.0,0.0,-7.24
44.18,8.927,0.0,0.0,-7.227
44.2,8.927,0.0,0.0,-7.213
44.22,8.927,0.0,0.0,-7.2
44.24,8.927,0.0,0.0,-7.187
44.26,8.927,0.0,0.0,-7.173
44.28,8.927,0.0,0.0,-7.16
44.3,8.927,0.0,0.0,-7.147
44.32,8.927,0.0,0.0,-7.133
44.34,8.927,0.0,0.0,-7.12
44.36,8.927,0.0,0.0,-7.107
44.38,8.927,0.0,0.0,-7.093
44.4,8.927,0.0,0.0,-7.08
44.42,8.927,0.0,0.0,-7.067
44.44,8.927,0.0,0.0,-7.053
44.46,8.927,0.0,0.0,-7.04
44.48,8.927,0.0,0.0,-7.027
44.5,8.927,0.0,0.0,-7.013
44.52,8.927,0.0,0.0,-7.0
44.54,8.927,0.0,0.0,-6.987
44.56,8.927,0.0,0.0,-6.973
44.58,8.927,0.0,0.0,-6.96
44.6,8.927,0.0,0.0,-6.947
44.62,8.927,0.0,0.0,-6.933
44.64,8.927,0.0,0.0,-6.92
44.66,8.927,0.0,0.0,-6.907
44.68,8.927,0.0,0.0,-6.893
44.7,8.927,0.0,0.0,-6.88
44.72,8.927,0.0,0.0,-6.867
44.74,8.927,0.0,0.0,-6.853
44.76,8.927,0.0,0.0,-6.84
44.78,8.927,0.0,0.0,-6.827
44.8,8.927,0.0,0.0,-6.813
44.82,8.927,0.0,0.0,-6.8
44.84,8.927,0.0,0.0,-6.787
44.86,8.927,0.0,0.0,-6.773
44.88,8.927,0.0,0.0,-6.76
44.9,8.927,0.0,0.0,-6.747
44.92,8.927,0.0,0.0,-6.733
44.94,8.927,0.0,0.0,-6.72
44.96,8.927,0.0,0.0,-6.707
44.98,8.927,0.0,0.0,-6.693
45.0,8.927,0.0,0.0,-6.68
45.02,8.927,0.0,0.0,-6.667
45.04,8.927,0.0,0.0,-6.653
45.06,8.927,0.0,0.0,-6.64
45.08,8.927,0.0,0.0,-6.627
45.1,8.927,0.0,0.0,-6.613
45.12,8.927,0.0,0.0,-6.6
45.14,8.927,0.0,0.0,-6.587
45.16,8.927,0.0,0.0,-6.573
45.18,8.927,0.0,0.0,-6.56
45.2,8.927,0.0,0.0,-6.547
45.22,8.927,0.0,0.0,-6.533
45.24,8.927,0.0,0.0,-6.52
45.26,8.927,0.0,0.0,-6.507
45.28,8.927,0.0,0.0,-6.493
45.3,8.927,0.0,0.0,-6.48
45.32,8.927,0.0,0.0,-6.467
45.34,8.927,0.0,0.0,-6.453
45.36,8.927,0.0,0.0,-6.44
45.38,8.927,0.0,0.0,-6.427
45.4,8.927,0.0,0.0,-6.413
45.42,8.927,0.0,0.0,-6.4
45.44,8.927,0.0,0.0,-6.387
45.46,8.927,0.0,0.0,-6.373
45.48,8.927,0.0,0.0,-6.36
45.5,8.927,0.0,0.0,-6.347
45.52,8.927,0.0,0.0,-6.333
45.54,8.927,0.0,0.0,-6.32
45.56,8.927,0.0,0.0,-6.307
45.58,8.927,0.0,0.0,-6.293
45.6,8.927,0.0,0.0,-6.28
45.62,8.927,0.0,0.0,-6.267
45.64,8.927,0.0,0.0,-6.253
45.66,8.927,0.0,0.0,-6.24
45.68,8.927,0.0,0.0,-6.227
45.7,8.927,0.0,0.0,-6.213
45.72,8.927,0.0,0.0,-6.2
45.74,8.927,0.0,0.0,-6.187
45.76,8.927,0.0,0.0,-6.173
45.78,8.927,0.0,0.0,-6.16
45.8,8.927,0.0,0.0,-6.147
45.82,8.927,0.0,0.0,-6.133
45.84,8.927,0.0,0.0,-6.12
45.86,8.927,0.0,0.0,-6.107
45.88,8.927,0.0,0.0,-6.093
45.9,8.927,0.0,0.0,-6.08
45.92,8.927,0.0,0.0,-6.067
45.94,8.927,0.0,0.0,-6.053
45.96,8.927,0.0,0.0,-6.04
45.98,8.927,0.0,0.0,-6.027
46.0,8.927,0.0,0.0,-6.013
46.02,8.927,0.0,0.0,-6.0
46.04,8.927,0.0,0.0,-5.987
46.06,8.927,0.0,0.0,-5.973
46.08,8.927,0.0,0.0,-5.96
46.1,8.927,0.0,0.0,-5.947
46.12,8.927,0.0,0.0,-5.933
46.14,8.927,0.0,0.0,-5.92
46.16,8.927,0.0,0.0,-5.907
46.18,8.927,0.0,0.0,-5.893
46.2,8.927,0.0,0.0,-5.88
46.22,8.927,0.0,0.0,-5.867
46.24,8.927,0.0,0.0,-5.853
46.26,8.927,0.0,0.0,-5.84
46.28,8.927,0.0,0.0,-5.827
46.3,8.927,0.0,0.0,-5.813
46.32,8.927,0.0,0.0,-5.8
46.34,8.927,0.0,0.0,-5.787
46.36,8.927,0.0,0.0,-5.773
46.38,8.927,0.0,0.0,-5.76
46.4,8.927,0.0,0.0,-5.747
46.42,8.927,0.0,0.0,-5.733
46.44,8.927,0.0,0.0,-5.72
46.46,8.927,0.0,0.0,-5.707
46.48,8.927,0.0,0.0,-5.693
46.5,8.927,0.0,0.0,-5.68
46.52,8.927,0.0,0.0,-5.667
46.54,8.927,0.0,0.0,-5.653
46.56,8.927,0.0,0.0,-5.64
46.58,8.927,0.0,0.0,-5.627
46.6,8.927,0.0,0.0,-5.613
46.62,8.927,0.0,0.0,-5.6
46.64,8.927,0.0,0.0,-5.587
46.66,8.927,0.0,0.0,-5.573
46.68,8.927,0.0,0.0,-5.56
46.7,8.927,0.0,0.0,-5.547
46.72,8.927,0.0,0.0,-5.533
46.74,8.927,0.0,0.0,-5.52
46.76,8.927,0.0,0.0,-5.507
46.78,8.927,0.0,0.0,-5.493
46.8,8.927,0.0,0.0,-5.48
46.82,8.927,0.0,0.0,-5.467
46.84,8.927,0.0,0.0,-5.453
46.86,8.927,0.0,0.0,-5.44
46.88,8.927,0.0,0.0,-5.427
46.9,8.927,0.0,0.0,-5.413
46.92,8.927,0.0,0.0,-5.4
46.94,8.927,0.0,0.0,-5.387
46.96,8.927,0.0,0.0,-5.373
46.98,8.927,0.0,0.0,-5.36
47.0,8.927,0.0,0.0,-5.347
47.02,8.927,0.0,0.0,-5.333
47.04,8.927,0.0,0.0,-5.32
47.06,8.927,0.0,0.0,-5.307
47.08,8.927,0.0,0.0,-5.293
47.1,8.927,0.0,0.0,-5.28
47.12,8.927,0.0,0.0,-5.267
47.14,8.927,0.0,0.0,-5.253
47.16,8.927,0.0,0.0,-5.24
47.18,8.927,0.0,0.0,-5.227
47.2,8.927,0.0,0.0,-5.213
47.22,8.927,0.0,0.0,-5.2
47.24,8.927,0.0,0.0,-5.187
47.26,8.927,0.0,0.0,-5.173
47.28,8.927,0.0,0.0,-5.16
47.3,8.927,0.0,0.0,-5.147
47.32,8.927,0.0,0.0,-5.133
47.34,8.927,0.0,0.0,-5.12
47.36,8.927,0.0,0.0,-5.107
47.38,8.927,0.0,0.0,-5.093
47.4,8.927,0.0,0.0,-5.08
47.42,8.927,0.0,0.0,-5.067
47.44,8.927,0.0,0.0,-5.053
47.46,8.927,0.0,0.0,-5.04
47.48,8.927,0.0,0.0,-5.027
47.5,8.927,0.0,0.0,-5.013
47.52,8.927,0.0,0.0,-5.0
47.54,8.927,0.0,0.0,-4.987
47.56,8.927,0.0,0.0,-4.973
47.58,8.927,0.0,0.0,-4.96
47.6,8.927,0.0,0.0,-4.947
47.62,8.927,0.0,0.0,-4.933
47.64,8.927,0.0,0.0,-4.92
47.66,8.927,0.0,0.0,-4.907
47.68,8.927,0.0,0.0,-4.893
47.7,8.927,0.0,0.0,-4.88
47.72,8.927,0.0,0.0,-4.867
47.74,8.927,0.0,0.0,-4.853
47.76,8.927,0.0,0.0,-4.84
47.78,8.927,0.0,0.0,-4.827
47.8,8.927,0.0,0.0,-4.813
47.82,8.927,0.0,0.0,-4.8
47.84,8.927,0.0,0.0,-4.787
47.86,8.927,0.0,0.0,-4.773
47.88,8.927,0.0,0.0,-4.76
47.9,8.927,0.0,0.0,-4.747
47.92,8.927,0.0,0.0,-4.733
47.94,8.927,0.0,0.0,-4.72
47.96,8.927,0.0,0.0,-4.707
47.98,8.927,0.0,0.0,-4.693
48.0,8.927,0.0,0.0,-4.68
48.02,8.927,0.0,0.0,-4.667
48.04,8.927,0.0,0.0,-4.653
48.06,8.927,0.0,0.0,-4.64
48.08,8.927,0.0,0.0,-4.627
48.1,8.927,0.0,0.0,-4.613
48.12,8.927,0.0,0.0,-4.6
48.14,8.927,0.0,0.0,-4.587
48.16,8.927,0.0,0.0,-4.573
48.18,8.927,0.0,0.0,-4.56
48.2,8.927,0.0,0.0,-4.547
48.22,8.927,0.0,0.0,-4.533
48.24,8.927,0.0,0.0,-4.52
48.26,8.927,0.0,0.0,-4.507
48.28,8.927,0.0,0.0,-4.493
48.3,8.927,0.0,0.0,-4.48
48.32,8.927,0.0,0.0,-4.467
