Tiempo ,U_YAW,U_PITCH,W_YAW,W_PITCH,YAW,PITCH,,,,,,,
-0.4,0,0,0,0,0,0,,,,,,,
-0.38,0,0,0,0,0,0,,,,,,,
-0.36,0,0,0,0,0,0,,,,,,,
-0.34,0,0,0,0,0,0,,"Mp

",,,,,
-0.32,0,0,0,0,0,0,,,,,,,
-0.3,0,0,0,0,0,0,,,,,,,
-0.28,0,0,0,0,0,0,,Pert,Mp,Ts,Ess_Pitch,,Ess_Yaw
-0.26,0,0,0,0,0,0,,,0.007,6.1,0.007,-0.002,
-0.24,0,0,0,0,0,0,,20,20,20,4,10,20
-0.22,0,0,0,0,0,0,,,,,,,
-0.2,0,0,0,0,0,0,,91,,,,,
-0.18,0,0,0,0,0,0,,93.25,,,,,
-0.16,0,0,0,0,0,0,,,,,,,
-0.14,0,0,0,0,0,0,,,,,,,
-0.12,0,0,0,0,0,0,,,,,,,
-0.1,0,0,0,0,0,0,,,,,,,
-0.08,0,0,0,0,0,0,,,,,,,
-0.06,0,0,0,0,0,0,,,,,,,
-0.04,0,0,0,0,0,0,,,,,,,
-0.02,0,0,0,0,0,0,,,,,,,
0,5.808,22,0,0,0,-0.583,,,,,,,
0.02,5.887,22,0,0,0,-0.583,,,,,,,
0.04,5.965,22,0,0,0,-0.583,,,,,,,
0.06,7.39,22,0.026,0,0.002,-0.583,,,,,,,
0.08,9.488,22,0.067,0,0.003,-0.583,,,,,,,
0.1,10.52,22,0.085,0,0.005,-0.583,,,,,,,
0.12,10.881,22,0.089,0,0.007,-0.583,,,,,,,
0.14,12,22,0.115,0,0.01,-0.583,,,,,,,
0.16,12,22,0.128,0,0.012,-0.583,,,,,,,
0.18,10.943,22,0.079,0,0.012,-0.583,,,,,,,
0.2,9.775,22,0.051,0,0.014,-0.583,,,,,,,
0.22,10.817,22,0.069,0,0.016,-0.583,,,,,,,
0.24,11.654,22,0.083,0,0.017,-0.583,,,,,,,
0.26,10.72,22,0.061,0,0.017,-0.583,,,,,,,
0.28,8.914,22,0.021,0,0.017,-0.583,,,,,,,
0.3,8.129,22,0.003,0,0.017,-0.583,,,,,,,
0.32,8.019,22,-0.002,0,0.017,-0.583,,,,,,,
0.34,6.779,22,-0.028,0,0.016,-0.583,,,,,,,
0.36,5.977,22,-0.041,0.026,0.016,-0.581,,,,,,,
0.38,4.151,22,-0.045,0.199,0.014,-0.571,,,,,,,
0.4,1.131,22,-0.044,0.526,0.014,-0.553,,,,,,,
0.42,-5.15,13.277,-0.044,1.178,0.012,-0.51,,,,,,,
0.44,-12,1.47,-0.07,1.773,0.01,-0.473,,,,,,,
0.46,-10.95,4.968,-0.084,1.551,0.009,-0.459,,,,,,,
0.48,-5.038,13.977,-0.062,1.003,0.009,-0.445,,,,,,,
0.5,-1.085,17.414,-0.021,0.767,0.009,-0.429,,,,,,,
0.52,-1.442,17.303,-0.029,0.744,0.007,-0.414,,,,,,,
0.54,-2.207,16.408,-0.039,0.766,0.007,-0.398,,,,,,,
0.56,-1.39,15.511,-0.017,0.781,0.007,-0.382,,,,,,,
0.58,-1.157,14.259,-0.003,0.812,0.007,-0.365,,,,,,,
0.6,-1.202,13.407,0.001,0.827,0.007,-0.349,,,,,,,
0.62,-0.581,14.31,0.001,0.751,0.007,-0.337,,,,,,,
0.64,-0.579,13.908,0,0.735,0.007,-0.319,,,,,,,
0.66,-0.356,11.144,0.026,0.842,0.009,-0.3,,,,,,,
0.68,0.916,12.08,0.041,0.77,0.009,-0.292,,,,,,,
0.7,-0.578,10.642,0.018,0.796,0.009,-0.267,,,,,,,
0.72,-2.526,7.798,0.004,0.925,0.009,-0.251,,,,,,,
0.74,-0.913,8.203,0.026,0.859,0.01,-0.236,,,,,,,
0.76,0.11,8.431,0.04,0.805,0.01,-0.22,,,,,,,
0.78,-0.628,8.724,0.018,0.759,0.01,-0.206,,,,,,,
0.8,-1.001,8.936,0.004,0.716,0.01,-0.192,,,,,,,
0.82,-1.415,8.094,0,0.725,0.01,-0.176,,,,,,,
0.84,-1.388,7.836,-0.001,0.71,0.01,-0.164,,,,,,,
0.86,0.698,8.834,0.026,0.622,0.012,-0.154,,,,,,,
0.88,1.699,9.041,0.041,0.576,0.012,-0.141,,,,,,,
0.9,0.153,7.774,0.018,0.617,0.012,-0.127,,,,,,,
0.92,-0.871,6.776,0.004,0.646,0.012,-0.115,,,,,,,
0.94,-0.009,8.722,0,0.523,0.012,-0.11,,,,,,,
0.96,0.757,9.927,-0.001,0.427,0.012,-0.1,,,,,,,
0.98,-1.564,7.674,-0.027,0.524,0.01,-0.086,,,,,,,
1,-1.888,8.277,-0.041,0.485,0.01,-0.082,,,,,,,
1.02,-0.114,9.239,-0.018,0.397,0.01,-0.072,,,,,,,
1.04,0.403,8.68,-0.004,0.408,0.01,-0.065,,,,,,,
1.06,1.118,9.489,0,0.348,0.01,-0.059,,,,,,,
1.08,1.639,10.308,0.001,0.287,0.01,-0.054,,,,,,,
1.1,1.794,10.489,0,0.263,0.01,-0.049,,,,,,,
1.12,1.778,10.323,0,0.259,0.01,-0.044,,,,,,,
1.14,1.978,10.609,0,0.234,0.01,-0.04,,,,,,,
1.16,2.816,12.235,0,0.141,0.01,-0.04,,,,,,,
1.18,3.205,12.878,0,0.096,0.01,-0.037,,,,,,,
1.2,3.32,13.101,0,0.084,0.01,-0.037,,,,,,,
1.22,3.547,13.485,0,0.058,0.01,-0.035,,,,,,,
1.24,3.669,13.72,0,0.046,0.01,-0.035,,,,,,,
1.26,4.451,15.348,0,-0.037,0.01,-0.038,,,,,,,
1.28,4.843,16.108,0,-0.079,0.01,-0.038,,,,,,,
1.3,4.734,15.953,0,-0.064,0.01,-0.04,,,,,,,
1.32,5.125,16.826,0,-0.102,0.01,-0.044,,,,,,,
1.34,6.96,17.784,0.026,-0.151,0.012,-0.047,,,,,,,
1.36,7.87,18.307,0.041,-0.172,0.012,-0.051,,,,,,,
1.38,6.888,18.668,0.018,-0.177,0.012,-0.054,,,,,,,
1.4,6.514,19.465,0.004,-0.202,0.012,-0.059,,,,,,,
1.42,6.474,19.924,0,-0.216,0.012,-0.063,,,,,,,
1.44,6.302,19.743,-0.001,-0.193,0.012,-0.066,,,,,,,
1.46,8.355,21.255,0.026,-0.258,0.014,-0.075,,,,,,,
1.48,9.692,22,0.041,-0.322,0.014,-0.08,,,,,,,
1.5,8.199,22,0.018,-0.268,0.014,-0.084,,,,,,,
1.52,7.257,21.718,0.004,-0.23,0.014,-0.089,,,,,,,
1.54,7.243,22,0,-0.244,0.014,-0.094,,,,,,,
1.56,6.904,21.742,-0.001,-0.204,0.014,-0.096,,,,,,,
1.58,6.533,21.11,0,-0.154,0.014,-0.1,,,,,,,
1.6,6.905,21.989,0,-0.186,0.014,-0.105,,,,,,,
1.62,5.582,22,-0.026,-0.183,0.012,-0.107,,,,,,,
1.64,4.932,22,-0.041,-0.178,0.012,-0.112,,,,,,,
1.66,5.759,21.973,-0.018,-0.149,0.012,-0.112,,,,,,,
1.68,5.607,20.356,-0.004,-0.055,0.012,-0.112,,,,,,,
1.7,5.929,20.699,0,-0.061,0.012,-0.115,,,,,,,
1.72,5.028,21.714,-0.026,-0.104,0.01,-0.117,,,,,,,
1.74,4.082,21.306,-0.04,-0.074,0.01,-0.117,,,,,,,
1.76,4.973,20.998,-0.018,-0.051,0.01,-0.119,,,,,,,
1.78,5.591,20.886,-0.004,-0.043,0.01,-0.119,,,,,,,
1.8,3.975,20.023,-0.026,0.01,0.009,-0.117,,,,,,,
1.82,3.089,19.658,-0.04,0.038,0.009,-0.117,,,,,,,
1.84,4.075,19.437,-0.018,0.045,0.009,-0.115,,,,,,,
1.86,4.753,19.461,-0.004,0.045,0.009,-0.115,,,,,,,
1.88,4.715,18.896,0,0.071,0.009,-0.112,,,,,,,
1.9,4.374,18.177,0.001,0.111,0.009,-0.11,,,,,,,
1.92,3.34,18.957,-0.026,0.076,0.007,-0.11,,,,,,,
1.94,2.875,19.41,-0.041,0.051,0.007,-0.108,,,,,,,
1.96,3.776,18.992,-0.018,0.07,0.007,-0.107,,,,,,,
1.98,4.074,18.138,-0.004,0.109,0.007,-0.103,,,,,,,
2,4.115,17.771,0,0.128,0.007,-0.101,,,,,,,
2.02,4.328,18.124,0.001,0.106,0.007,-0.1,,,,,,,
2.04,4.438,18.348,0,0.092,0.007,-0.098,,,,,,,
2.06,4.211,17.852,0,0.113,0.007,-0.094,,,,,,,
2.08,4.082,17.58,0,0.127,0.007,-0.093,,,,,,,
2.1,4.279,17.931,0,0.105,0.007,-0.091,,,,,,,
2.12,4.403,18.138,0,0.091,0.007,-0.089,,,,,,,
2.14,4.44,18.177,0,0.087,0.007,-0.087,,,,,,,
2.16,4.442,18.146,0,0.086,0.007,-0.086,,,,,,,
2.18,5.527,17.448,0.026,0.113,0.009,-0.082,,,,,,,
2.2,6.069,17.107,0.041,0.128,0.009,-0.08,,,,,,,
2.22,5.455,18.083,0.018,0.079,0.009,-0.08,,,,,,,
2.24,5.037,18.583,0.004,0.051,0.009,-0.079,,,,,,,
2.26,4.664,18.241,0,0.069,0.009,-0.077,,,,,,,
2.28,4.522,17.959,-0.001,0.083,0.009,-0.075,,,,,,,
2.3,4.751,18.377,0,0.061,0.009,-0.075,,,,,,,
2.32,4.884,18.568,0,0.047,0.009,-0.073,,,,,,,
2.34,4.941,18.685,0,0.043,0.009,-0.073,,,,,,,
2.36,4.942,18.646,0,0.043,0.009,-0.072,,,,,,,
2.38,4.952,18.681,0,0.043,0.009,-0.072,,,,,,,
2.4,4.946,18.63,0,0.044,0.009,-0.07,,,,,,,
2.42,4.96,18.671,0,0.044,0.009,-0.07,,,,,,,
2.44,5.211,19.172,0,0.017,0.009,-0.07,,,,,,,
2.46,5.098,18.912,0,0.029,0.009,-0.068,,,,,,,
2.48,5.02,18.774,0,0.04,0.009,-0.068,,,,,,,
2.5,5.237,19.207,0,0.017,0.009,-0.068,,,,,,,
2.52,4.027,19.589,-0.026,0.004,0.007,-0.068,,,,,,,
2.54,3.404,19.751,-0.041,-0.001,0.007,-0.068,,,,,,,
2.56,4.488,19.719,-0.018,-0.001,0.007,-0.068,,,,,,,
2.58,5.167,19.704,-0.004,0,0.007,-0.068,,,,,,,
2.6,5.386,19.725,0,0,0.007,-0.068,,,,,,,
2.62,5.414,19.764,0.001,0,0.007,-0.068,,,,,,,
2.64,5.406,19.806,0,0,0.007,-0.068,,,,,,,
2.66,6.752,19.745,0.026,0,0.009,-0.068,,,,,,,
2.68,7.434,19.737,0.041,0,0.009,-0.068,,,,,,,
2.7,6.38,19.856,0.018,0,0.009,-0.068,,,,,,,
2.72,5.724,19.946,0.004,0,0.009,-0.068,,,,,,,
2.74,5.53,20.002,0,0,0.009,-0.068,,,,,,,
2.76,5.528,20.044,-0.001,0,0.009,-0.068,,,,,,,
2.78,5.563,20.083,0,0,0.009,-0.068,,,,,,,
2.8,5.591,20.124,0,0,0.009,-0.068,,,,,,,
2.82,5.609,20.164,0,0,0.009,-0.068,,,,,,,
2.84,5.623,20.205,0,0,0.009,-0.068,,,,,,,
2.86,5.382,19.698,0,0.026,0.009,-0.066,,,,,,,
2.88,5.269,19.491,0,0.041,0.009,-0.066,,,,,,,
2.9,4.139,20.027,-0.026,0.018,0.007,-0.066,,,,,,,
2.92,3.605,20.362,-0.041,0.004,0.007,-0.066,,,,,,,
2.94,4.726,20.401,-0.018,0,0.007,-0.066,,,,,,,
2.96,5.158,19.849,-0.004,0.026,0.007,-0.065,,,,,,,
2.98,5.247,19.619,0,0.04,0.007,-0.065,,,,,,,
3,5.476,20.043,0.001,0.018,0.007,-0.065,,,,,,,
3.02,5.339,19.78,0,0.03,0.007,-0.063,,,,,,,
3.04,5.25,19.648,0,0.04,0.007,-0.063,,,,,,,
3.06,5.209,19.535,0,0.044,0.007,-0.061,,,,,,,
3.08,5.216,19.564,0,0.044,0.007,-0.061,,,,,,,
3.1,5.213,19.515,0,0.044,0.007,-0.059,,,,,,,
3.12,5.227,19.555,0,0.044,0.007,-0.059,,,,,,,
3.14,5.223,19.502,0,0.044,0.007,-0.058,,,,,,,
3.16,5.234,19.537,0,0.044,0.007,-0.058,,,,,,,
3.18,5.229,19.482,0,0.044,0.007,-0.056,,,,,,,
3.2,5.24,19.516,0,0.044,0.007,-0.056,,,,,,,
3.22,5.234,19.46,0,0.044,0.007,-0.054,,,,,,,
3.24,5.245,19.492,0,0.044,0.007,-0.054,,,,,,,
3.26,6.839,19.88,0.026,0.017,0.009,-0.054,,,,,,,
3.28,7.397,19.561,0.041,0.029,0.009,-0.052,,,,,,,
3.3,5.994,18.942,0.018,0.066,0.009,-0.051,,,,,,,
3.32,5.41,19.167,0.004,0.058,0.009,-0.051,,,,,,,
3.34,5.538,19.841,0,0.022,0.009,-0.051,,,,,,,
3.36,4.098,19.745,-0.027,0.03,0.007,-0.049,,,,,,,
3.38,3.37,19.656,-0.041,0.039,0.007,-0.049,,,,,,,
3.4,4.664,19.997,-0.018,0.017,0.007,-0.049,,,,,,,
3.42,5.216,19.662,-0.004,0.03,0.007,-0.047,,,,,,,
3.44,5.343,19.498,0,0.04,0.007,-0.047,,,,,,,
3.46,5.573,19.921,0.001,0.017,0.007,-0.047,,,,,,,
3.48,5.685,20.189,0,0.004,0.007,-0.047,,,,,,,
3.5,5.464,19.741,0,0.026,0.007,-0.045,,,,,,,
3.52,5.345,19.526,0,0.04,0.007,-0.045,,,,,,,
3.54,5.553,19.938,0,0.018,0.007,-0.045,,,,,,,
3.56,5.433,19.657,0,0.03,0.007,-0.044,,,,,,,
3.58,5.354,19.511,0,0.04,0.007,-0.044,,,,,,,
3.6,5.57,19.935,0,0.017,0.007,-0.044,,,,,,,
3.62,5.448,19.651,0,0.03,0.007,-0.042,,,,,,,
3.64,5.367,19.501,0,0.04,0.007,-0.042,,,,,,,
3.66,5.581,19.922,0,0.017,0.007,-0.042,,,,,,,
3.68,5.714,20.185,0,0.004,0.007,-0.042,,,,,,,
3.7,5.76,20.282,0,-0.001,0.007,-0.042,,,,,,,
3.72,5.517,19.762,0,0.026,0.007,-0.04,,,,,,,
3.74,5.395,19.532,0,0.04,0.007,-0.04,,,,,,,
3.76,5.604,19.943,0,0.018,0.007,-0.04,,,,,,,
3.78,5.74,20.211,0,0.004,0.007,-0.04,,,,,,,
3.8,5.788,20.311,0,0,0.007,-0.04,,,,,,,
3.82,5.546,19.793,0,0.026,0.007,-0.038,,,,,,,
3.84,5.424,19.561,0,0.04,0.007,-0.038,,,,,,,
3.86,5.633,19.971,0,0.018,0.007,-0.038,,,,,,,
3.88,5.768,20.238,0,0.004,0.007,-0.038,,,,,,,
3.9,5.562,19.789,0,0.026,0.007,-0.037,,,,,,,
3.92,5.447,19.57,0,0.04,0.007,-0.037,,,,,,,
3.94,5.654,19.976,0,0.018,0.007,-0.037,,,,,,,
3.96,5.533,19.69,0,0.03,0.007,-0.035,,,,,,,
3.98,5.452,19.539,0,0.04,0.007,-0.035,,,,,,,
4,5.666,19.957,0,0.017,0.007,-0.035,,,,,,,
4.02,5.798,20.216,0,0.004,0.007,-0.035,,,,,,,
4.04,5.589,19.76,0,0.026,0.007,-0.033,,,,,,,
4.06,5.472,19.537,0,0.04,0.007,-0.033,,,,,,,
4.08,5.679,19.94,0,0.018,0.007,-0.033,,,,,,,
4.1,5.812,20.201,0,0.004,0.007,-0.033,,,,,,,
4.12,4.513,20.4,-0.026,0,0.005,-0.033,,,,,,,
4.14,3.596,19.926,-0.041,0.026,0.005,-0.031,,,,,,,
4.16,4.54,19.612,-0.018,0.04,0.005,-0.031,,,,,,,
4.18,5.417,19.969,-0.004,0.018,0.005,-0.031,,,,,,,
4.2,5.759,20.217,0,0.004,0.005,-0.031,,,,,,,
4.22,5.821,20.311,0.001,0,0.005,-0.031,,,,,,,
4.24,5.811,20.338,0,-0.001,0.005,-0.031,,,,,,,
4.26,7.146,20.246,0.026,0,0.007,-0.031,,,,,,,
4.28,7.566,19.662,0.041,0.026,0.007,-0.03,,,,,,,
4.3,6.377,19.509,0.018,0.041,0.007,-0.03,,,,,,,
4.32,5.917,19.967,0.004,0.018,0.007,-0.03,,,,,,,
4.34,5.589,19.697,0,0.03,0.007,-0.028,,,,,,,
4.36,5.493,19.544,-0.001,0.04,0.007,-0.028,,,,,,,
4.38,5.727,19.957,0,0.017,0.007,-0.028,,,,,,,
4.4,4.526,20.315,-0.026,0.004,0.005,-0.028,,,,,,,
4.42,3.9,20.451,-0.041,-0.001,0.005,-0.028,,,,,,,
4.44,4.724,19.846,-0.018,0.026,0.005,-0.026,,,,,,,
4.46,5.269,19.558,-0.004,0.04,0.005,-0.026,,,,,,,
4.48,5.683,19.945,0,0.018,0.005,-0.026,,,,,,,
4.5,5.831,20.204,0.001,0.004,0.005,-0.026,,,,,,,
4.52,5.856,20.298,0,0,0.005,-0.026,,,,,,,
4.54,5.852,20.32,0,-0.001,0.005,-0.026,,,,,,,
4.56,5.85,20.328,0,0,0.005,-0.026,,,,,,,
4.58,7.2,20.235,0.026,0,0.007,-0.026,,,,,,,
4.6,7.625,19.651,0.041,0.026,0.007,-0.024,,,,,,,
4.62,6.437,19.496,0.018,0.041,0.007,-0.024,,,,,,,
4.64,5.976,19.951,0.004,0.018,0.007,-0.024,,,,,,,
4.66,5.902,20.227,0,0.004,0.007,-0.024,,,,,,,
4.68,5.932,20.318,-0.001,0,0.007,-0.024,,,,,,,
4.7,5.964,20.337,0,-0.001,0.007,-0.024,,,,,,,
4.72,4.635,20.447,-0.026,0,0.005,-0.024,,,,,,,
4.74,3.97,20.505,-0.041,0,0.005,-0.024,,,,,,,
4.76,5.044,20.44,-0.018,0,0.005,-0.024,,,,,,,
4.78,5.72,20.406,-0.004,0,0.005,-0.024,,,,,,,
4.8,5.68,19.857,0,0.026,0.005,-0.023,,,,,,,
4.82,6.92,19.518,0.027,0.041,0.007,-0.023,,,,,,,
4.84,7.781,19.876,0.041,0.018,0.007,-0.023,,,,,,,
4.86,6.833,20.213,0.018,0.004,0.007,-0.023,,,,,,,
4.88,6.205,20.352,0.004,0,0.007,-0.023,,,,,,,
4.9,4.66,20.49,-0.027,-0.001,0.005,-0.023,,,,,,,
4.92,3.974,20.546,-0.041,0,0.005,-0.023,,,,,,,
4.94,4.812,19.927,-0.018,0.026,0.005,-0.021,,,,,,,
4.96,5.374,19.641,-0.004,0.041,0.005,-0.021,,,,,,,
4.98,5.795,20.029,0,0.018,0.005,-0.021,,,,,,,
5,5.944,20.287,0.001,0.004,0.005,-0.021,,,,,,,
5.02,5.968,20.377,0,0,0.005,-0.021,,,,,,,
5.04,5.962,20.396,0,-0.001,0.005,-0.021,,,,,,,
5.06,5.705,19.853,0,0.026,0.005,-0.019,,,,,,,
5.08,5.58,19.612,0,0.041,0.005,-0.019,,,,,,,
5.1,5.788,20.013,0,0.018,0.005,-0.019,,,,,,,
5.12,5.921,20.271,0,0.004,0.005,-0.019,,,,,,,
5.14,5.966,20.358,0,0,0.005,-0.019,,,,,,,
5.16,5.974,20.376,0,-0.001,0.005,-0.019,,,,,,,
5.18,5.721,19.83,0,0.026,0.005,-0.018,,,,,,,
5.2,5.597,19.589,0,0.041,0.005,-0.018,,,,,,,
5.22,5.803,19.989,0,0.018,0.005,-0.018,,,,,,,
5.24,5.936,20.245,0,0.004,0.005,-0.018,,,,,,,
5.26,5.98,20.332,0,0,0.005,-0.018,,,,,,,
5.28,5.989,20.348,0,-0.001,0.005,-0.018,,,,,,,
5.3,5.99,20.351,0,0,0.005,-0.018,,,,,,,
5.32,5.993,20.356,0,0,0.005,-0.018,,,,,,,
5.34,5.997,20.364,0,0,0.005,-0.018,,,,,,,
5.36,6.002,20.374,0,0,0.005,-0.018,,,,,,,
5.38,6.008,20.385,0,0,0.005,-0.018,,,,,,,
5.4,6.013,20.395,0,0,0.005,-0.018,,,,,,,
5.42,5.764,19.857,0,0.026,0.005,-0.016,,,,,,,
5.44,5.641,19.619,0,0.041,0.005,-0.016,,,,,,,
5.46,5.849,20.02,0,0.018,0.005,-0.016,,,,,,,
5.48,5.981,20.275,0,0.004,0.005,-0.016,,,,,,,
5.5,6.025,20.36,0,0,0.005,-0.016,,,,,,,
5.52,6.033,20.375,0,-0.001,0.005,-0.016,,,,,,,
5.54,6.034,20.377,0,0,0.005,-0.016,,,,,,,
5.56,6.037,20.381,0,0,0.005,-0.016,,,,,,,
5.58,6.041,20.388,0,0,0.005,-0.016,,,,,,,
5.6,6.046,20.397,0,0,0.005,-0.016,,,,,,,
5.62,6.051,20.407,0,0,0.005,-0.016,,,,,,,
5.64,6.056,20.416,0,0,0.005,-0.016,,,,,,,
5.66,6.061,20.425,0,0,0.005,-0.016,,,,,,,
5.68,6.066,20.434,0,0,0.005,-0.016,,,,,,,
5.7,6.071,20.443,0,0,0.005,-0.016,,,,,,,
5.72,6.076,20.452,0,0,0.005,-0.016,,,,,,,
5.74,5.827,19.913,0,0.026,0.005,-0.014,,,,,,,
5.76,5.704,19.674,0,0.041,0.005,-0.014,,,,,,,
5.78,5.911,20.074,0,0.018,0.005,-0.014,,,,,,,
5.8,6.043,20.328,0,0.004,0.005,-0.014,,,,,,,
5.82,6.087,20.412,0,0,0.005,-0.014,,,,,,,
5.84,6.095,20.426,0,-0.001,0.005,-0.014,,,,,,,
5.86,6.096,20.426,0,0,0.005,-0.014,,,,,,,
5.88,6.098,20.429,0,0,0.005,-0.014,,,,,,,
5.9,6.102,20.436,0,0,0.005,-0.014,,,,,,,
5.92,6.107,20.444,0,0,0.005,-0.014,,,,,,,
5.94,6.112,20.452,0,0,0.005,-0.014,,,,,,,
5.96,5.862,19.911,0,0.026,0.005,-0.012,,,,,,,
5.98,5.739,19.671,0,0.041,0.005,-0.012,,,,,,,
6,5.946,20.07,0,0.018,0.005,-0.012,,,,,,,
6.02,6.078,20.323,0,0.004,0.005,-0.012,,,,,,,
6.04,6.121,20.406,0,0,0.005,-0.012,,,,,,,
6.06,6.129,20.419,0,-0.001,0.005,-0.012,,,,,,,
6.08,6.13,20.418,0,0,0.005,-0.012,,,,,,,
6.1,5.877,19.872,0,0.026,0.005,-0.011,,,,,,,
6.12,5.753,19.629,0,0.041,0.005,-0.011,,,,,,,
6.14,5.96,20.027,0,0.018,0.005,-0.011,,,,,,,
6.16,6.091,20.279,0,0.004,0.005,-0.011,,,,,,,
6.18,6.135,20.361,0,0,0.005,-0.011,,,,,,,
6.2,6.142,20.373,0,-0.001,0.005,-0.011,,,,,,,
6.22,5.888,19.822,0,0.026,0.005,-0.009,,,,,,,
6.24,5.762,19.575,0,0.041,0.005,-0.009,,,,,,,
6.26,5.968,19.97,0,0.018,0.005,-0.009,,,,,,,
6.28,6.099,20.221,0,0.004,0.005,-0.009,,,,,,,
6.3,6.143,20.302,0,0,0.005,-0.009,,,,,,,
6.32,5.895,19.764,0,0.026,0.005,-0.007,,,,,,,
6.34,5.768,19.513,0,0.04,0.005,-0.007,,,,,,,
6.36,5.971,19.904,0,0.018,0.005,-0.007,,,,,,,
6.38,6.101,20.152,0,0.004,0.005,-0.007,,,,,,,
6.4,6.145,20.232,0,0,0.005,-0.007,,,,,,,
6.42,6.151,20.242,0,-0.001,0.005,-0.007,,,,,,,
6.44,6.151,20.238,0,0,0.005,-0.007,,,,,,,
6.46,5.898,19.688,0,0.026,0.005,-0.005,,,,,,,
6.48,5.774,19.442,0,0.041,0.005,-0.005,,,,,,,
6.5,5.979,19.836,0,0.018,0.005,-0.005,,,,,,,
6.52,6.11,20.085,0,0.004,0.005,-0.005,,,,,,,
6.54,6.153,20.164,0,0,0.005,-0.005,,,,,,,
6.56,6.16,20.173,0,-0.001,0.005,-0.005,,,,,,,
6.58,6.16,20.168,0,0,0.005,-0.005,,,,,,,
6.6,6.161,20.165,0,0,0.005,-0.005,,,,,,,
6.62,6.163,20.166,0,0,0.005,-0.005,,,,,,,
6.64,6.167,20.169,0,0,0.005,-0.005,,,,,,,
6.66,6.171,20.172,0,0,0.005,-0.005,,,,,,,
6.68,5.92,19.626,0,0.026,0.005,-0.004,,,,,,,
6.7,5.796,19.38,0,0.041,0.005,-0.004,,,,,,,
6.72,6.001,19.774,0,0.018,0.005,-0.004,,,,,,,
6.74,5.04,20.674,-0.026,-0.022,0.003,-0.005,,,,,,,
6.76,4.537,21.049,-0.041,-0.041,0.003,-0.005,,,,,,,
6.78,5.154,20.04,-0.018,0.008,0.003,-0.004,,,,,,,
6.8,5.823,20.041,-0.004,0.01,0.003,-0.005,,,,,,,
6.82,6.322,20.586,0,-0.022,0.003,-0.005,,,,,,,
6.84,6.007,19.886,0.001,0.013,0.003,-0.004,,,,,,,
6.86,5.777,19.48,0,0.037,0.003,-0.004,,,,,,,
6.88,5.934,19.809,0,0.018,0.003,-0.004,,,,,,,
6.9,6.053,20.045,0,0.004,0.003,-0.004,,,,,,,
6.92,6.096,20.126,0,0,0.003,-0.004,,,,,,,
6.94,6.104,20.137,0,-0.001,0.003,-0.004,,,,,,,
6.96,6.103,20.133,0,0,0.003,-0.004,,,,,,,
6.98,6.103,20.13,0,0,0.003,-0.004,,,,,,,
7,6.105,20.13,0,0,0.003,-0.004,,,,,,,
7.02,6.107,20.131,0,0,0.003,-0.004,,,,,,,
7.04,6.11,20.133,0,0,0.003,-0.004,,,,,,,
7.06,6.112,20.135,0,0,0.003,-0.004,,,,,,,
7.08,6.115,20.137,0,0,0.003,-0.004,,,,,,,
7.1,6.117,20.139,0,0,0.003,-0.004,,,,,,,
7.12,6.119,20.141,0,0,0.003,-0.004,,,,,,,
7.14,6.122,20.142,0,0,0.003,-0.004,,,,,,,
7.16,6.124,20.144,0,0,0.003,-0.004,,,,,,,
7.18,6.127,20.146,0,0,0.003,-0.004,,,,,,,
7.2,6.129,20.148,0,0,0.003,-0.004,,,,,,,
7.22,6.131,20.149,0,0,0.003,-0.004,,,,,,,
7.24,6.134,20.151,0,0,0.003,-0.004,,,,,,,
7.26,6.136,20.153,0,0,0.003,-0.004,,,,,,,
7.28,6.139,20.155,0,0,0.003,-0.004,,,,,,,
7.3,5.887,19.608,0,0.026,0.003,-0.002,,,,,,,
7.32,5.761,19.362,0,0.041,0.003,-0.002,,,,,,,
7.34,4.62,19.858,-0.026,0.018,0.002,-0.002,,,,,,,
7.36,4.075,20.154,-0.041,0.004,0.002,-0.002,,,,,,,
7.38,5.438,20.702,-0.018,-0.027,0.002,-0.004,,,,,,,
7.4,6.241,20.908,-0.004,-0.041,0.002,-0.004,,,,,,,
7.42,6.244,20.496,0,-0.018,0.002,-0.004,,,,,,,
7.44,7.478,20.141,0.027,-0.004,0.003,-0.004,,,,,,,
7.46,8.092,20.018,0.041,0,0.003,-0.004,,,,,,,
7.48,7.01,20.092,0.018,0.001,0.003,-0.004,,,,,,,
7.5,6.341,20.151,0.004,0,0.003,-0.004,,,,,,,
7.52,6.138,20.173,0,0,0.003,-0.004,,,,,,,
7.54,6.125,20.177,-0.001,0,0.003,-0.004,,,,,,,
7.56,6.149,20.178,0,0,0.003,-0.004,,,,,,,
7.58,5.911,19.63,0,0.026,0.003,-0.002,,,,,,,
7.6,5.79,19.383,0,0.041,0.003,-0.002,,,,,,,
7.62,4.649,19.88,-0.026,0.018,0.002,-0.002,,,,,,,
7.64,4.104,20.176,-0.041,0.004,0.002,-0.002,,,,,,,
7.66,5.212,20.175,-0.018,0,0.002,-0.002,,,,,,,
7.68,5.887,20.133,-0.004,-0.001,0.002,-0.002,,,,,,,
7.7,6.092,20.111,0,0,0.002,-0.002,,,,,,,
7.72,6.107,20.106,0.001,0,0.002,-0.002,,,,,,,
7.74,6.086,20.107,0,0,0.002,-0.002,,,,,,,
7.76,6.074,20.109,0,0,0.002,-0.002,,,,,,,
