Tiempo ,YAW,PITCH,E_YAW,E_PITCH
54.96,15.214,0.003,0.0,-0.04
54.98,15.214,0.003,0.0,-0.027
55.0,15.214,0.003,0.0,-0.013
55.02,15.214,0.003,0.0,0.0
55.04,15.214,0.003,0.0,0.0
55.06,15.214,0.003,0.0,0.0
55.08,15.214,0.003,0.0,0.0
55.1,15.214,0.003,0.0,0.0
55.12,15.214,0.003,0.0,0.0
55.14,15.214,0.003,0.0,0.0
55.16,15.214,0.003,0.0,0.0
55.18,15.214,0.003,0.0,0.0
55.2,15.214,0.003,0.0,0.0
55.22,15.214,0.003,0.0,0.0
55.24,15.214,0.003,0.0,0.0
55.26,15.214,0.003,0.0,0.0
55.28,15.214,0.003,0.0,0.0
55.3,15.214,0.003,0.0,0.0
55.32,15.214,0.003,0.0,0.0
55.34,15.214,0.003,0.0,0.0
55.36,15.214,0.003,0.0,0.0
55.38,15.214,0.003,0.0,0.0
55.4,15.214,0.003,0.0,0.0
55.42,15.214,0.003,0.0,0.0
55.44,15.214,0.003,0.0,0.0
55.46,15.214,0.003,0.0,0.0
55.48,15.214,0.003,0.0,0.0
55.5,15.214,0.003,0.0,0.0
55.52,15.214,0.003,0.0,0.0
55.54,15.214,0.003,0.0,0.0
55.56,15.214,0.003,0.0,0.0
55.58,15.214,0.003,0.0,0.0
55.6,15.214,0.003,0.0,0.0
55.62,15.214,0.003,0.0,0.0
55.64,15.214,0.003,0.0,0.0
55.66,15.214,0.003,0.0,0.0
55.68,15.214,0.003,0.0,0.0
55.7,15.214,0.003,0.0,0.0
55.72,15.214,0.003,0.0,0.0
55.74,15.214,0.003,0.0,0.0
55.76,15.214,0.003,0.0,0.0
55.78,15.214,0.003,0.0,0.0
55.8,15.214,0.003,0.0,0.0
55.82,15.214,0.003,0.0,0.0
55.84,15.214,0.003,0.0,0.0
55.86,15.214,0.003,0.0,0.0
55.88,15.214,0.003,0.0,0.0
55.9,15.214,0.003,0.0,0.0
55.92,15.214,0.003,0.0,0.0
55.94,15.214,0.003,0.0,0.0
55.96,15.214,0.003,0.0,0.0
55.98,15.214,0.003,0.0,0.0
56.0,15.214,0.003,0.0,0.0
56.02,15.214,0.003,0.0,0.0
56.04,15.214,0.003,0.0,0.0
56.06,15.214,0.003,0.0,0.0
56.08,15.214,0.003,0.0,0.0
56.1,15.214,0.003,0.0,0.0
56.12,15.214,0.003,0.0,0.0
56.14,15.214,0.003,0.0,0.0
56.16,15.214,0.003,0.0,0.0
56.18,15.214,0.003,0.0,0.0
56.2,15.214,0.003,0.0,0.0
56.22,15.214,0.003,0.0,0.0
56.24,15.214,0.003,0.0,0.0
56.26,15.214,0.003,0.0,0.0
56.28,15.214,0.003,0.0,0.0
56.3,15.214,0.003,0.0,0.0
56.32,15.214,0.003,0.0,0.0
56.34,15.214,0.003,0.0,0.0
56.36,15.214,0.003,0.0,0.0
56.38,15.214,0.003,0.0,0.0
56.4,15.214,0.003,0.0,0.0
56.42,15.214,0.003,0.0,0.0
56.44,15.214,0.003,0.0,0.0
56.46,15.214,0.003,0.0,0.0
56.48,15.214,0.003,0.0,0.0
56.5,15.214,0.003,0.0,0.0
56.52,15.214,0.003,0.0,0.0
56.54,15.214,0.003,0.0,0.0
56.56,15.214,0.003,0.0,0.0
56.58,15.214,0.003,0.0,0.0
56.6,15.214,0.003,0.0,0.0
56.62,15.214,0.003,0.0,0.0
56.64,15.214,0.003,0.0,0.0
56.66,15.214,0.003,0.0,0.0
56.68,15.214,0.003,0.0,0.0
56.7,15.214,0.003,0.0,0.0
56.72,15.214,0.003,0.0,0.0
56.74,15.214,0.003,0.0,0.0
56.76,15.214,0.003,0.0,0.0
56.78,15.214,0.003,0.0,0.0
56.8,15.214,0.003,0.0,0.0
56.82,15.214,0.003,0.0,0.0
56.84,15.214,0.003,0.0,0.0
56.86,15.214,0.003,0.0,0.0
56.88,15.214,0.003,0.0,0.0
56.9,15.214,0.003,0.0,0.0
56.92,15.214,0.003,0.0,0.0
56.94,15.214,0.003,0.0,0.0
56.96,15.214,0.003,0.0,0.0
56.98,15.214,0.003,0.0,0.0
57.0,15.214,0.003,0.0,0.0
57.02,15.214,0.003,0.0,0.0
57.04,15.214,0.003,0.0,0.0
57.06,15.214,0.003,0.0,0.0
57.08,15.214,0.003,0.0,0.0
57.1,15.214,0.003,0.0,0.0
57.12,15.214,0.003,0.0,0.0
57.14,15.214,0.003,0.0,0.0
57.16,15.214,0.003,0.0,0.0
57.18,15.214,0.003,0.0,0.0
57.2,15.214,0.003,0.0,0.0
57.22,15.214,0.003,0.0,0.0
57.24,15.214,0.003,0.0,0.0
57.26,15.214,0.003,0.0,0.0
57.28,15.214,0.003,0.0,0.0
57.3,15.214,0.003,0.0,0.0
57.32,15.214,0.003,0.0,0.0
57.34,15.214,0.003,0.0,0.0
57.36,15.214,0.003,0.0,0.0
57.38,15.214,0.003,0.0,0.0
57.4,15.214,0.003,0.0,0.0
57.42,15.214,0.003,0.0,0.0
57.44,15.214,0.003,0.0,0.0
57.46,15.214,0.003,0.0,0.0
57.48,15.214,0.003,0.0,0.0
57.5,15.214,0.003,0.0,0.0
57.52,15.214,0.003,0.0,0.0
57.54,15.214,0.003,0.0,0.0
57.56,15.214,0.003,0.0,0.0
57.58,15.214,0.003,0.0,0.0
57.6,15.214,0.003,0.0,0.0
57.62,15.214,0.003,0.0,0.0
57.64,15.214,0.003,0.0,0.0
57.66,15.214,0.003,0.0,0.0
57.68,15.214,0.003,0.0,0.0
57.7,15.214,0.003,0.0,0.0
57.72,15.214,0.003,0.0,0.0
57.74,15.214,0.003,0.0,0.0
57.76,15.214,0.003,0.0,0.0
57.78,15.214,0.003,0.0,0.0
