Tiempo ,Entrada,ANGULO,POSICION
1.24,7.5,0.291,0.152
1.26,7.5,0.286,0.155
1.28,7.5,0.269,0.159
1.3,7.5,0.244,0.163
1.32,7.5,0.225,0.166
1.34,7.5,0.194,0.17
1.36,7.5,0.166,0.174
1.38,7.5,0.133,0.178
1.4,7.5,0.096,0.182
1.42,7.5,0.063,0.185
1.44,7.5,0.023,0.189
1.46,7.5,-0.01,0.193
1.48,7.5,-0.045,0.197
1.5,7.5,-0.082,0.201
1.52,7.5,-0.113,0.204
1.54,7.2,-0.152,0.208
1.56,6.9,-0.176,0.212
1.58,6.6,-0.202,0.215
1.6,6.3,-0.225,0.219
1.62,6.0,-0.241,0.222
1.64,5.7,-0.255,0.226
1.66,5.4,-0.265,0.229
1.68,5.1,-0.264,0.232
1.7,4.8,-0.262,0.235
1.72,4.5,-0.251,0.238
1.74,4.2,-0.239,0.241
1.76,3.9,-0.223,0.244
1.78,3.6,-0.197,0.246
1.8,3.3,-0.168,0.249
1.82,3.0,-0.131,0.251
1.84,2.7,-0.098,0.253
1.86,2.4,-0.054,0.255
1.88,2.1,-0.007,0.257
1.9,1.8,0.037,0.259
1.92,1.5,0.093,0.26
1.94,1.2,0.141,0.262
1.96,0.9,0.192,0.263
1.98,0.6,0.241,0.264
2.0,0.3,0.29,0.265
2.02,0.0,0.346,0.266
2.04,0.0,0.387,0.266
2.06,0.0,0.431,0.267
2.08,0.0,0.469,0.267
2.1,0.0,0.501,0.267
2.12,0.0,0.532,0.268
2.14,0.0,0.55,0.268
2.16,0.0,0.564,0.268
2.18,0.0,0.571,0.268
2.2,0.0,0.569,0.268
2.22,0.0,0.562,0.268
2.24,0.0,0.541,0.268
2.26,0.0,0.518,0.268
2.28,0.0,0.487,0.268
2.3,0.0,0.447,0.268
2.32,0.0,0.403,0.268
2.34,0.0,0.349,0.268
2.36,0.0,0.295,0.268
2.38,0.0,0.236,0.268
2.4,0.0,0.173,0.268
2.42,0.0,0.108,0.268
2.44,0.0,0.038,0.268
2.46,0.0,-0.028,0.268
2.48,0.0,-0.098,0.268
2.5,0.0,-0.162,0.268
2.52,0.0,-0.225,0.268
2.54,0.0,-0.288,0.268
2.56,0.0,-0.344,0.268
2.58,0.0,-0.398,0.268
2.6,0.0,-0.442,0.268
2.62,0.0,-0.483,0.268
2.64,0.0,-0.517,0.268
2.66,0.0,-0.541,0.268
2.68,0.0,-0.56,0.268
2.7,0.0,-0.569,0.268
2.72,0.0,-0.572,0.268
2.74,0.0,-0.567,0.268
2.76,0.0,-0.552,0.268
2.78,0.0,-0.532,0.268
2.8,0.0,-0.501,0.268
2.82,0.0,-0.466,0.268
2.84,0.0,-0.422,0.268
2.86,0.0,-0.375,0.268
2.88,0.0,-0.321,0.268
2.9,0.0,-0.262,0.268
2.92,0.0,-0.201,0.268
2.94,0.0,-0.134,0.268
2.96,0.0,-0.068,0.268
2.98,0.0,-0.0,0.268
3.0,0.0,0.068,0.268
3.02,0.0,0.133,0.268
3.04,0.0,0.199,0.268
3.06,0.0,0.26,0.268
3.08,0.0,0.318,0.268
3.1,0.0,0.372,0.268
3.12,0.0,0.421,0.268
3.14,0.0,0.463,0.268
3.16,0.0,0.499,0.268
3.18,0.0,0.527,0.268
3.2,0.0,0.548,0.268
3.22,0.0,0.562,0.268
3.24,0.0,0.569,0.268
3.26,0.0,0.567,0.268
3.28,0.0,0.557,0.268
3.3,0.0,0.539,0.268
3.32,0.0,0.511,0.268
3.34,0.0,0.48,0.268
3.36,0.0,0.438,0.268
3.38,0.0,0.394,0.268
3.4,0.0,0.342,0.268
3.42,0.0,0.286,0.268
3.44,0.0,0.225,0.268
3.46,0.0,0.161,0.268
3.48,0.0,0.096,0.268
3.5,0.0,0.028,0.268
3.52,0.0,-0.04,0.268
3.54,0.0,-0.106,0.268
3.56,0.0,-0.171,0.268
3.58,0.0,-0.236,0.268
3.6,0.0,-0.295,0.268
3.62,0.0,-0.351,0.268
3.64,0.0,-0.401,0.268
3.66,0.0,-0.445,0.268
3.68,0.0,-0.485,0.268
3.7,0.0,-0.517,0.268
3.72,0.0,-0.541,0.268
3.74,0.0,-0.559,0.268
3.76,0.0,-0.567,0.268
3.78,0.0,-0.569,0.268
3.8,0.0,-0.562,0.268
3.82,0.0,-0.548,0.268
3.84,0.0,-0.525,0.268
3.86,0.0,-0.496,0.268
3.88,0.0,-0.459,0.268
3.9,0.0,-0.415,0.268
3.92,0.0,-0.365,0.268
3.94,0.0,-0.312,0.268
3.96,0.0,-0.253,0.268
3.98,0.0,-0.19,0.268
4.0,0.0,-0.126,0.268
4.02,0.0,-0.059,0.268
4.04,0.0,0.009,0.268
4.06,0.0,0.075,0.268
4.08,0.0,0.141,0.268
4.1,0.0,0.206,0.268
4.12,0.0,0.267,0.268
4.14,0.0,0.323,0.268
4.16,0.0,0.377,0.268
4.18,0.0,0.424,0.268
4.2,0.0,0.466,0.268
4.22,0.0,0.501,0.268
4.24,0.0,0.529,0.268
4.26,0.0,0.548,0.268
4.28,0.0,0.56,0.268
4.3,0.0,0.565,0.268
4.32,0.0,0.564,0.268
4.34,0.0,0.552,0.268
4.36,0.0,0.532,0.268
4.38,0.0,0.506,0.268
4.4,0.0,0.473,0.268
4.42,0.0,0.431,0.268
4.44,0.0,0.384,0.268
4.46,0.0,0.333,0.268
4.48,0.0,0.276,0.268
4.5,0.0,0.215,0.268
4.52,0.0,0.152,0.268
4.54,0.0,0.087,0.268
4.56,0.0,0.019,0.268
4.58,0.0,-0.047,0.268
4.6,0.0,-0.113,0.268
4.62,0.0,-0.18,0.268
4.64,0.0,-0.243,0.268
4.66,0.0,-0.3,0.268
4.68,0.0,-0.356,0.268
4.7,0.0,-0.405,0.268
4.72,0.0,-0.449,0.268
4.74,0.0,-0.487,0.268
4.76,0.0,-0.518,0.268
4.78,0.0,-0.541,0.268
4.8,0.0,-0.557,0.268
4.82,0.0,-0.565,0.268
4.84,0.0,-0.565,0.268
4.86,0.0,-0.559,0.268
4.88,0.0,-0.543,0.268
4.9,0.0,-0.52,0.268
4.92,0.0,-0.489,0.268
4.94,0.0,-0.45,0.268
4.96,0.0,-0.407,0.268
4.98,0.0,-0.358,0.268
5.0,0.0,-0.302,0.268
5.02,0.0,-0.244,0.268
5.04,0.0,-0.182,0.268
5.06,0.0,-0.117,0.268
5.08,0.0,-0.049,0.268
5.1,0.0,0.017,0.268
5.12,0.0,0.084,0.268
5.14,0.0,0.15,0.268
5.16,0.0,0.213,0.268
5.18,0.0,0.272,0.268
5.2,0.0,0.33,0.268
5.22,0.0,0.38,0.268
5.24,0.0,0.428,0.268
5.26,0.0,0.468,0.268
5.28,0.0,0.503,0.268
5.3,0.0,0.529,0.268
5.32,0.0,0.548,0.268
5.34,0.0,0.559,0.268
5.36,0.0,0.562,0.268
5.38,0.0,0.56,0.268
5.4,0.0,0.546,0.268
5.42,0.0,0.527,0.268
5.44,0.0,0.499,0.268
5.46,0.0,0.464,0.268
5.48,0.0,0.424,0.268
5.5,0.0,0.375,0.268
5.52,0.0,0.323,0.268
5.54,0.0,0.267,0.268
5.56,0.0,0.206,0.268
5.58,0.0,0.143,0.268
5.6,0.0,0.077,0.268
5.62,0.0,0.01,0.268
5.64,0.0,-0.056,0.268
5.66,0.0,-0.124,0.268
5.68,0.0,-0.187,0.268
5.7,0.0,-0.25,0.268
5.72,0.0,-0.307,0.268
5.74,0.0,-0.361,0.268
5.76,0.0,-0.41,0.268
5.78,0.0,-0.452,0.268
5.8,0.0,-0.489,0.268
5.82,0.0,-0.518,0.268
5.84,0.0,-0.541,0.268
5.86,0.0,-0.555,0.268
5.88,0.0,-0.562,0.268
5.9,0.0,-0.562,0.268
5.92,0.0,-0.553,0.268
5.94,0.0,-0.538,0.268
5.96,0.0,-0.513,0.268
5.98,0.0,-0.482,0.268
6.0,0.0,-0.443,0.268
6.02,0.0,-0.398,0.268
6.04,0.0,-0.349,0.268
6.06,0.0,-0.293,0.268
6.08,0.0,-0.236,0.268
6.1,0.0,-0.171,0.268
6.12,0.0,-0.106,0.268
6.14,0.0,-0.042,0.268
6.16,0.0,0.026,0.268
6.18,0.0,0.093,0.268
6.2,0.0,0.157,0.268
6.22,0.0,0.22,0.268
6.24,0.0,0.279,0.268
6.26,0.0,0.335,0.268
6.28,0.0,0.386,0.268
6.3,0.0,0.431,0.268
6.32,0.0,0.471,0.268
6.34,0.0,0.504,0.268
6.36,0.0,0.529,0.268
6.38,0.0,0.546,0.268
6.4,0.0,0.557,0.268
6.42,0.0,0.56,0.268
6.44,0.0,0.555,0.268
6.46,0.0,0.541,0.268
6.48,0.0,0.52,0.268
6.5,0.0,0.492,0.268
6.52,0.0,0.457,0.268
6.54,0.0,0.415,0.268
6.56,0.0,0.368,0.268
6.58,0.0,0.316,0.268
6.6,0.0,0.258,0.268
6.62,0.0,0.197,0.268
6.64,0.0,0.133,0.268
6.66,0.0,0.068,0.268
6.68,0.0,0.002,0.268
6.7,0.0,-0.066,0.268
6.72,0.0,-0.131,0.268
6.74,0.0,-0.195,0.268
6.76,0.0,-0.255,0.268
6.78,0.0,-0.314,0.268
6.8,0.0,-0.367,0.268
6.82,0.0,-0.414,0.268
6.84,0.0,-0.456,0.268
6.86,0.0,-0.49,0.268
6.88,0.0,-0.52,0.268
6.9,0.0,-0.541,0.268
6.92,0.0,-0.553,0.268
6.94,0.0,-0.559,0.268
6.96,0.0,-0.559,0.268
6.98,0.0,-0.55,0.268
7.0,0.0,-0.531,0.268
7.02,0.0,-0.506,0.268
7.04,0.0,-0.473,0.268
7.06,0.0,-0.435,0.268
7.08,0.0,-0.389,0.268
7.1,0.0,-0.339,0.268
7.12,0.0,-0.284,0.268
7.14,0.0,-0.225,0.268
7.16,0.0,-0.162,0.268
7.18,0.0,-0.098,0.268
7.2,0.0,-0.031,0.268
7.22,0.0,0.035,0.268
7.24,0.0,0.101,0.268
7.26,0.0,0.166,0.268
7.28,0.0,0.227,0.268
7.3,0.0,0.286,0.268
7.32,0.0,0.34,0.268
7.34,0.0,0.391,0.268
7.36,0.0,0.435,0.268
7.38,0.0,0.473,0.268
7.4,0.0,0.504,0.268
7.42,0.0,0.529,0.268
7.44,0.0,0.545,0.268
7.46,0.0,0.555,0.268
7.48,0.0,0.557,0.268
7.5,0.0,0.552,0.268
7.52,0.0,0.538,0.268
7.54,0.0,0.515,0.268
7.56,0.0,0.485,0.268
7.58,0.0,0.45,0.268
7.6,0.0,0.407,0.268
7.62,0.0,0.36,0.268
7.64,0.0,0.305,0.268
7.66,0.0,0.248,0.268
7.68,0.0,0.187,0.268
7.7,0.0,0.124,0.268
7.72,0.0,0.059,0.268
7.74,0.0,-0.009,0.268
7.76,0.0,-0.075,0.268
7.78,0.0,-0.14,0.268
7.8,0.0,-0.202,0.268
7.82,0.0,-0.264,0.268
7.84,0.0,-0.319,0.268
7.86,0.0,-0.372,0.268
7.88,0.0,-0.417,0.268
7.9,0.0,-0.459,0.268
7.92,0.0,-0.492,0.268
7.94,0.0,-0.52,0.268
7.96,0.0,-0.541,0.268
7.98,0.0,-0.552,0.268
8.0,0.0,-0.557,0.268
8.02,0.0,-0.555,0.268
8.04,0.0,-0.545,0.268
8.06,0.0,-0.525,0.268
8.08,0.0,-0.499,0.268
8.1,0.0,-0.466,0.268
8.12,0.0,-0.428,0.268
8.14,0.0,-0.382,0.268
8.16,0.0,-0.33,0.268
8.18,0.0,-0.274,0.268
8.2,0.0,-0.215,0.268
8.22,0.0,-0.154,0.268
8.24,0.0,-0.087,0.268
8.26,0.0,-0.023,0.268
8.28,0.0,0.044,0.268
8.3,0.0,0.11,0.268
8.32,0.0,0.173,0.268
8.34,0.0,0.234,0.268
8.36,0.0,0.291,0.268
8.38,0.0,0.346,0.268
8.4,0.0,0.396,0.268
8.42,0.0,0.438,0.268
8.44,0.0,0.476,0.268
8.46,0.0,0.506,0.268
8.48,0.0,0.529,0.268
8.5,0.0,0.545,0.268
8.52,0.0,0.553,0.268
8.54,0.0,0.555,0.268
8.56,0.0,0.546,0.268
8.58,0.0,0.532,0.268
8.6,0.0,0.51,0.268
8.62,0.0,0.478,0.268
8.64,0.0,0.442,0.268
8.66,0.0,0.4,0.268
8.68,0.0,0.349,0.268
8.7,0.0,0.297,0.268
8.72,0.0,0.239,0.268
8.74,0.0,0.178,0.268
8.76,0.0,0.115,0.268
8.78,0.0,0.049,0.268
8.8,0.0,-0.017,0.268
8.82,0.0,-0.082,0.268
8.84,0.0,-0.147,0.268
8.86,0.0,-0.209,0.268
8.88,0.0,-0.269,0.268
8.9,0.0,-0.325,0.268
8.92,0.0,-0.375,0.268
8.94,0.0,-0.421,0.268
8.96,0.0,-0.461,0.268
8.98,0.0,-0.494,0.268
9.0,0.0,-0.52,0.268
9.02,0.0,-0.539,0.268
9.04,0.0,-0.55,0.268
9.06,0.0,-0.553,0.268
9.08,0.0,-0.552,0.268
9.1,0.0,-0.539,0.268
9.12,0.0,-0.52,0.268
9.14,0.0,-0.494,0.268
9.16,0.0,-0.461,0.268
9.18,0.0,-0.419,0.268
9.2,0.0,-0.374,0.268
9.22,0.0,-0.323,0.268
9.24,0.0,-0.267,0.268
9.26,0.0,-0.206,0.268
9.28,0.0,-0.143,0.268
9.3,0.0,-0.079,0.268
9.32,0.0,-0.014,0.268
9.34,0.0,0.052,0.268
9.36,0.0,0.117,0.268
9.38,0.0,0.18,0.268
9.4,0.0,0.241,0.268
9.42,0.0,0.298,0.268
9.44,0.0,0.351,0.268
9.46,0.0,0.4,0.268
9.48,0.0,0.442,0.268
9.5,0.0,0.478,0.268
9.52,0.0,0.508,0.268
9.54,0.0,0.529,0.268
9.56,0.0,0.543,0.268
9.58,0.0,0.55,0.268
9.6,0.0,0.552,0.268
9.62,0.0,0.543,0.268
9.64,0.0,0.527,0.268
9.66,0.0,0.503,0.268
9.68,0.0,0.473,0.268
9.7,0.0,0.435,0.268
9.72,0.0,0.391,0.268
9.74,0.0,0.342,0.268
9.76,0.0,0.288,0.268
9.78,0.0,0.23,0.268
9.8,0.0,0.169,0.268
9.82,0.0,0.105,0.268
9.84,0.0,0.04,0.268
9.86,0.0,-0.024,0.268
9.88,0.0,-0.091,0.268
9.9,0.0,-0.155,0.268
9.92,0.0,-0.216,0.268
9.94,0.0,-0.276,0.268
9.96,0.0,-0.33,0.268
9.98,0.0,-0.38,0.268
10.0,0.0,-0.426,0.268
10.02,0.0,-0.464,0.268
10.04,0.0,-0.496,0.268
10.06,0.0,-0.522,0.268
10.08,0.0,-0.539,0.268
10.1,0.0,-0.55,0.268
10.12,0.0,-0.552,0.268
10.14,0.0,-0.548,0.268
10.16,0.0,-0.534,0.268
10.18,0.0,-0.515,0.268
10.2,0.0,-0.487,0.268
10.22,0.0,-0.452,0.268
10.24,0.0,-0.41,0.268
10.26,0.0,-0.365,0.268
10.28,0.0,-0.312,0.268
10.3,0.0,-0.257,0.268
10.32,0.0,-0.197,0.268
10.34,0.0,-0.134,0.268
10.36,0.0,-0.07,0.268
10.38,0.0,-0.003,0.268
10.4,0.0,0.061,0.268
10.42,0.0,0.126,0.268
10.44,0.0,0.188,0.268
10.46,0.0,0.248,0.268
10.48,0.0,0.305,0.268
10.5,0.0,0.356,0.268
10.52,0.0,0.403,0.268
10.54,0.0,0.445,0.268
10.56,0.0,0.48,0.268
10.58,0.0,0.508,0.268
10.6,0.0,0.529,0.268
10.62,0.0,0.543,0.268
10.64,0.0,0.548,0.268
10.66,0.0,0.548,0.268
10.68,0.0,0.539,0.268
10.7,0.0,0.52,0.268
10.72,0.0,0.496,0.268
10.74,0.0,0.464,0.268
10.76,0.0,0.428,0.268
10.78,0.0,0.382,0.268
10.8,0.0,0.333,0.268
10.82,0.0,0.279,0.268
10.84,0.0,0.222,0.268
10.86,0.0,0.159,0.268
10.88,0.0,0.096,0.268
10.9,0.0,0.031,0.268
10.92,0.0,-0.035,0.268
10.94,0.0,-0.099,0.268
10.96,0.0,-0.162,0.268
10.98,0.0,-0.223,0.268
11.0,0.0,-0.281,0.268
11.02,0.0,-0.335,0.268
11.04,0.0,-0.384,0.268
11.06,0.0,-0.429,0.268
11.08,0.0,-0.466,0.268
11.1,0.0,-0.497,0.268
11.12,0.0,-0.522,0.268
11.14,0.0,-0.538,0.268
11.16,0.0,-0.548,0.268
11.18,0.0,-0.55,0.268
11.2,0.0,-0.545,0.268
11.22,0.0,-0.529,0.268
11.24,0.0,-0.508,0.268
11.26,0.0,-0.48,0.268
11.28,0.0,-0.445,0.268
11.3,0.0,-0.403,0.268
11.32,0.0,-0.356,0.268
11.34,0.0,-0.304,0.268
11.36,0.0,-0.248,0.268
11.38,0.0,-0.187,0.268
11.4,0.0,-0.126,0.268
11.42,0.0,-0.061,0.268
11.44,0.0,0.005,0.268
11.46,0.0,0.07,0.268
11.48,0.0,0.133,0.268
11.5,0.0,0.195,0.268
11.52,0.0,0.255,0.268
11.54,0.0,0.311,0.268
11.56,0.0,0.361,0.268
11.58,0.0,0.407,0.268
11.6,0.0,0.449,0.268
11.62,0.0,0.482,0.268
11.64,0.0,0.51,0.268
11.66,0.0,0.529,0.268
11.68,0.0,0.541,0.268
11.7,0.0,0.545,0.268
11.72,0.0,0.545,0.268
11.74,0.0,0.534,0.268
11.76,0.0,0.515,0.268
11.78,0.0,0.489,0.268
11.8,0.0,0.457,0.268
11.82,0.0,0.419,0.268
11.84,0.0,0.374,0.268
11.86,0.0,0.323,0.268
11.88,0.0,0.269,0.268
11.9,0.0,0.211,0.268
11.92,0.0,0.15,0.268
11.94,0.0,0.087,0.268
11.96,0.0,0.021,0.268
11.98,0.0,-0.044,0.268
12.0,0.0,-0.106,0.268
12.02,0.0,-0.169,0.268
12.04,0.0,-0.23,0.268
12.06,0.0,-0.288,0.268
12.08,0.0,-0.34,0.268
12.1,0.0,-0.389,0.268
12.12,0.0,-0.433,0.268
12.14,0.0,-0.468,0.268
12.16,0.0,-0.497,0.268
12.18,0.0,-0.522,0.268
12.2,0.0,-0.538,0.268
12.22,0.0,-0.545,0.268
12.24,0.0,-0.546,0.268
12.26,0.0,-0.539,0.268
12.28,0.0,-0.524,0.268
12.3,0.0,-0.503,0.268
12.32,0.0,-0.473,0.268
12.34,0.0,-0.438,0.268
12.36,0.0,-0.394,0.268
12.38,0.0,-0.347,0.268
12.4,0.0,-0.295,0.268
12.42,0.0,-0.239,0.268
12.44,0.0,-0.178,0.268
12.46,0.0,-0.115,0.268
12.48,0.0,-0.052,0.268
12.5,0.0,0.012,0.268
12.52,0.0,0.077,0.268
12.54,0.0,0.141,0.268
12.56,0.0,0.202,0.268
12.58,0.0,0.26,0.268
12.6,0.0,0.316,0.268
12.62,0.0,0.367,0.268
12.64,0.0,0.41,0.268
12.66,0.0,0.45,0.268
12.68,0.0,0.483,0.268
12.7,0.0,0.51,0.268
12.72,0.0,0.529,0.268
12.74,0.0,0.539,0.268
12.76,0.0,0.543,0.268
12.78,0.0,0.541,0.268
12.8,0.0,0.529,0.268
12.82,0.0,0.51,0.268
12.84,0.0,0.483,0.268
12.86,0.0,0.45,0.268
12.88,0.0,0.41,0.268
12.9,0.0,0.367,0.268
12.92,0.0,0.316,0.268
12.94,0.0,0.26,0.268
12.96,0.0,0.202,0.268
12.98,0.0,0.141,0.268
13.0,0.0,0.077,0.268
13.02,0.0,0.012,0.268
13.04,0.0,-0.051,0.268
13.06,0.0,-0.115,0.268
13.08,0.0,-0.178,0.268
13.1,0.0,-0.237,0.268
13.12,0.0,-0.295,0.268
13.14,0.0,-0.346,0.268
13.16,0.0,-0.393,0.268
13.18,0.0,-0.435,0.268
13.2,0.0,-0.469,0.268
13.22,0.0,-0.499,0.268
13.24,0.0,-0.522,0.268
13.26,0.0,-0.536,0.268
13.28,0.0,-0.543,0.268
13.3,0.0,-0.545,0.268
13.32,0.0,-0.534,0.268
13.34,0.0,-0.52,0.268
13.36,0.0,-0.496,0.268
13.38,0.0,-0.466,0.268
13.4,0.0,-0.429,0.268
13.42,0.0,-0.387,0.268
13.44,0.0,-0.339,0.268
13.46,0.0,-0.286,0.268
13.48,0.0,-0.23,0.268
13.5,0.0,-0.169,0.268
13.52,0.0,-0.106,0.268
13.54,0.0,-0.044,0.268
13.56,0.0,0.021,0.268
13.58,0.0,0.086,0.268
13.6,0.0,0.148,0.268
13.62,0.0,0.209,0.268
13.64,0.0,0.267,0.268
13.66,0.0,0.321,0.268
13.68,0.0,0.37,0.268
13.7,0.0,0.415,0.268
13.72,0.0,0.454,0.268
13.74,0.0,0.483,0.268
13.76,0.0,0.51,0.268
13.78,0.0,0.527,0.268
13.8,0.0,0.538,0.268
13.82,0.0,0.539,0.268
13.84,0.0,0.538,0.268
13.86,0.0,0.524,0.268
13.88,0.0,0.504,0.268
13.9,0.0,0.476,0.268
13.92,0.0,0.443,0.268
13.94,0.0,0.403,0.268
13.96,0.0,0.358,0.268
13.98,0.0,0.307,0.268
14.0,0.0,0.251,0.268
14.02,0.0,0.194,0.268
14.04,0.0,0.131,0.268
14.06,0.0,0.068,0.268
14.08,0.0,0.005,0.268
14.1,0.0,-0.059,0.268
14.12,0.0,-0.124,0.268
14.14,0.0,-0.185,0.268
14.16,0.0,-0.244,0.268
14.18,0.0,-0.298,0.268
14.2,0.0,-0.351,0.268
14.22,0.0,-0.398,0.268
14.24,0.0,-0.438,0.268
14.26,0.0,-0.471,0.268
14.28,0.0,-0.499,0.268
14.3,0.0,-0.522,0.268
14.32,0.0,-0.534,0.268
14.34,0.0,-0.541,0.268
14.36,0.0,-0.541,0.268
14.38,0.0,-0.531,0.268
14.4,0.0,-0.515,0.268
14.42,0.0,-0.49,0.268
14.44,0.0,-0.459,0.268
14.46,0.0,-0.422,0.268
14.48,0.0,-0.379,0.268
14.5,0.0,-0.33,0.268
14.52,0.0,-0.278,0.268
14.54,0.0,-0.22,0.268
14.56,0.0,-0.161,0.268
14.58,0.0,-0.098,0.268
14.6,0.0,-0.035,0.268
14.62,0.0,0.03,0.268
14.64,0.0,0.094,0.268
14.66,0.0,0.155,0.268
14.68,0.0,0.216,0.268
14.7,0.0,0.272,0.268
14.72,0.0,0.326,0.268
14.74,0.0,0.375,0.268
14.76,0.0,0.419,0.268
14.78,0.0,0.456,0.268
14.8,0.0,0.485,0.268
14.82,0.0,0.51,0.268
14.84,0.0,0.527,0.268
14.86,0.0,0.536,0.268
14.88,0.0,0.538,0.268
14.9,0.0,0.532,0.268
14.92,0.0,0.518,0.268
14.94,0.0,0.499,0.268
14.96,0.0,0.471,0.268
14.98,0.0,0.435,0.268
15.0,0.0,0.396,0.268
15.02,0.0,0.349,0.268
15.04,0.0,0.297,0.268
15.06,0.0,0.243,0.268
15.08,0.0,0.183,0.268
15.1,0.0,0.122,0.268
15.12,0.0,0.059,0.268
15.14,0.0,-0.003,0.268
15.16,0.0,-0.068,0.268
15.18,0.0,-0.131,0.268
15.2,0.0,-0.192,0.268
15.22,0.0,-0.25,0.268
15.24,0.0,-0.305,0.268
15.26,0.0,-0.356,0.268
15.28,0.0,-0.401,0.268
15.3,0.0,-0.44,0.268
15.32,0.0,-0.473,0.268
15.34,0.0,-0.501,0.268
15.36,0.0,-0.52,0.268
15.38,0.0,-0.532,0.268
15.4,0.0,-0.538,0.268
15.42,0.0,-0.538,0.268
15.44,0.0,-0.525,0.268
15.46,0.0,-0.51,0.268
15.48,0.0,-0.483,0.268
15.5,0.0,-0.452,0.268
15.52,0.0,-0.414,0.268
15.54,0.0,-0.372,0.268
15.56,0.0,-0.323,0.268
15.58,0.0,-0.269,0.268
15.6,0.0,-0.211,0.268
15.62,0.0,-0.152,0.268
15.64,0.0,-0.089,0.268
15.66,0.0,-0.024,0.268
15.68,0.0,0.038,0.268
15.7,0.0,0.101,0.268
15.72,0.0,0.164,0.268
15.74,0.0,0.223,0.268
15.76,0.0,0.279,0.268
15.78,0.0,0.332,0.268
15.8,0.0,0.379,0.268
15.82,0.0,0.421,0.268
15.84,0.0,0.457,0.268
15.86,0.0,0.487,0.268
15.88,0.0,0.51,0.268
15.9,0.0,0.525,0.268
15.92,0.0,0.534,0.268
15.94,0.0,0.536,0.268
15.96,0.0,0.529,0.268
15.98,0.0,0.513,0.268
16.0,0.0,0.492,0.268
16.02,0.0,0.463,0.268
16.04,0.0,0.428,0.268
16.06,0.0,0.387,0.268
16.08,0.0,0.34,0.268
16.1,0.0,0.29,0.268
16.12,0.0,0.234,0.268
16.14,0.0,0.175,0.268
16.16,0.0,0.113,0.268
16.18,0.0,0.051,0.268
16.2,0.0,-0.014,0.268
16.22,0.0,-0.077,0.268
16.24,0.0,-0.138,0.268
16.26,0.0,-0.199,0.268
16.28,0.0,-0.257,0.268
16.3,0.0,-0.311,0.268
16.32,0.0,-0.36,0.268
16.34,0.0,-0.405,0.268
16.36,0.0,-0.443,0.268
16.38,0.0,-0.475,0.268
16.4,0.0,-0.501,0.268
16.42,0.0,-0.52,0.268
16.44,0.0,-0.531,0.268
