Tiempo ;CONTROL;REI;VELOCIDAD;ANGULO;REFERENCIA;PERTURBACION;;;;;;;;
7,92;1,715;1,715;0;0,6;0,6;0;;;;;;;;
7,94;1,715;1,715;0;0,6;0,6;0;;;;;;;;
7,96;1,714;1,714;0;0,6;0,6;0;;;;;;;;
7,98;1,714;1,714;0;0,6;0,6;0;;;;;;;;
8;1,714;1,714;0;0,6;0,6;0;;;;;;;;
8,02;1,714;1,714;0;0,6;0,6;0;;;;;;;;
8,04;1,714;1,714;0;0,6;0,6;0;;;;;;;;
8,06;1,714;1,714;0;0,6;0,6;0;;;;;;;;
8,08;1,714;1,714;0;0,6;0,6;0;;;;;;;;
8,1;1,714;1,714;0;0,6;0,6;0;;;;;;;;
8,12;1,714;1,714;0;0,6;0,6;0;;;;;;;;
8,14;1,714;1,714;0;0,6;0,6;0;;;;;;;;
8,16;1,714;1,714;0;0,6;0,6;0;;;;;;;;
8,18;1,714;1,714;0;0,6;0,6;0;;;;;;;;
8,2;1,714;1,714;0;0,6;0,6;0;;;;;;;;
8,22;1,68;1,68;0,026;0,602;0,6;0;;;;;;;;
8,24;1,663;1,663;0,041;0,602;0,6;0;;;;;;;;
8,26;1,69;1,69;0,018;0,602;0,6;0;;;;;;;;
8,28;1,707;1,707;0,004;0,602;0,6;0;;;;;;;;
8,3;1,712;1,712;0;0,602;0,6;0;;;;;;;;
8,32;1,713;1,713;-0,001;0,602;0,6;0;;;;;;;;
8,34;1,712;1,712;0;0,602;0,6;0;;;;;;;;
8,36;1,711;1,711;0;0,602;0,6;0;;;;;;;;
8,38;1,711;1,711;0;0,602;0,6;0;;;;;;;;
8,4;1,711;1,711;0;0,602;0,6;0;;;;;;;;
8,42;1,745;1,745;-0,026;0,6;0,6;0;;;;;;;;
8,44;1,762;1,762;-0,041;0,6;0,6;0;;;;;;;;
8,46;1,735;1,735;-0,018;0,6;0,6;0;;;;;;;;
8,48;1,718;1,718;-0,004;0,6;0,6;0;;;;;;;;
8,5;1,713;1,713;0;0,6;0,6;0;;;;;;;;
8,52;1,712;1,712;0,001;0,6;0,6;0;;;;;;;;
8,54;1,747;1,747;-0,026;0,599;0,6;0;;;;;;;;
8,56;1,764;1,764;-0,041;0,599;0,6;0;;;;;;;;
8,58;1,737;1,737;-0,018;0,599;0,6;0;;;;;;;;
8,6;1,72;1,72;-0,004;0,599;0,6;0;;;;;;;;
8,62;1,715;1,715;0;0,599;0,6;0;;;;;;;;
8,64;1,715;1,715;0,001;0,599;0,6;0;;;;;;;;
8,66;1,715;1,715;0;0,599;0,6;0;;;;;;;;
8,68;1,716;1,716;0;0,599;0,6;0;;;;;;;;
8,7;1,716;1,716;0;0,599;0,6;0;;;;;;;;
8,72;1,682;1,682;0,026;0,6;0,6;0;;;;;;;;
8,74;1,665;1,665;0,041;0,6;0,6;0;;;;;;;;
8,76;1,692;1,692;0,018;0,6;0,6;0;;;;;;;;
8,78;1,709;1,709;0,004;0,6;0,6;0;;;;;;;;
8,8;1,714;1,714;0;0,6;0,6;0;;;;;;;;
8,82;1,715;1,715;-0,001;0,6;0,6;0;;;;;;;;
8,84;1,714;1,714;0;0,6;0,6;0;;;;;;;;
8,86;1,714;1,714;0;0,6;0,6;0;;;;;;;;
8,88;1,679;1,679;0,026;0,602;0,6;0;;;;;;;;
8,9;1,662;1,662;0,041;0,602;0,6;0;;;;;;;;
8,92;1,689;1,689;0,018;0,602;0,6;0;;;;;;;;
8,94;1,706;1,706;0,004;0,602;0,6;0;;;;;;;;
8,96;1,746;1,746;-0,027;0,6;0,6;0;;;;;;;;
8,98;1,763;1,763;-0,041;0,6;0,6;0;;;;;;;;
9;1,735;1,735;-0,018;0,6;0,6;0;;;;;;;;
9,02;1,718;1,718;-0,004;0,6;0,6;0;;;;;;;;
9,04;1,713;1,713;0;0,6;0,6;0;;;;;;;;
9,06;1,712;1,712;0,001;0,6;0,6;0;;;;;;;;
9,08;1,713;1,713;0;0,6;0,6;0;;;;;;;;
9,1;1,713;1,713;0;0,6;0,6;0;;;;;;;;
9,12;1,713;1,713;0;0,6;0,6;0;;;;;;;;
9,14;1,713;1,713;0;0,6;0,6;0;;;;;;;;
9,16;1,713;1,713;0;0,6;0,6;0;;;;;;;;
9,18;1,713;1,713;0;0,6;0,6;0;;;;;;;;
9,2;1,713;1,713;0;0,6;0,6;0;;;;;;;;
9,22;1,713;1,713;0;0,6;0,6;0;;;;;;;;
9,24;1,713;1,713;0;0,6;0,6;0;;;;;;;;
9,26;1,713;1,713;0;0,6;0,6;0;;;;;;;;
9,28;1,713;1,713;0;0,6;0,6;0;;;;;;;;
9,3;1,713;1,713;0;0,6;0,6;0;;;;;;;;
9,32;1,713;1,713;0;0,6;0,6;0;;;;;;;;
9,34;1,713;1,713;0;0,6;0,6;0;;;;;;;;
9,36;1,713;1,713;0;0,6;0,6;0;;;;;;;;
9,38;1,679;1,679;0,026;0,602;0,6;0;;;;;;;;
9,4;1,661;1,661;0,041;0,602;0,6;0;;;;;;;;
9,42;1,689;1,689;0,018;0,602;0,6;0;;;;;;;;
9,44;1,706;1,706;0,004;0,602;0,6;0;;;;;;;;
9,46;1,711;1,711;0;0,602;0,6;0;;;;;;;;
9,48;1,711;1,711;-0,001;0,602;0,6;0;;;;;;;;
9,5;1,71;1,71;0;0,602;0,6;0;;;;;;;;
9,52;1,71;1,71;0;0,602;0,6;0;;;;;;;;
9,54;1,71;1,71;0;0,602;0,6;0;;;;;;;;
9,56;1,71;1,71;0;0,602;0,6;0;;;;;;;;
9,58;1,71;1,71;0;0,602;0,6;0;;;;;;;;
9,6;1,709;1,709;0;0,602;0,6;0;;;;;;;;
9,62;1,709;1,709;0;0,602;0,6;0;;;;;;;;
9,64;1,709;1,709;0;0,602;0,6;0;;;;;;;;
9,66;1,709;1,709;0;0,602;0,6;0;;;;;;;;
9,68;1,743;1,743;-0,026;0,6;0,6;0;;;;;;;;
9,7;1,76;1,76;-0,041;0,6;0,6;0;;;;;;;;
9,72;1,733;1,733;-0,018;0,6;0,6;0;;;;;;;;
9,74;1,75;1,75;-0,03;0,599;0,6;0;;;;;;;;
9,76;1,762;1,762;-0,04;0,599;0,6;0;;;;;;;;
9,78;1,734;1,734;-0,017;0,599;0,6;0;;;;;;;;
9,8;1,718;1,718;-0,004;0,599;0,6;0;;;;;;;;
9,82;1,747;1,747;-0,026;0,597;0,6;0;;;;;;;;
9,84;1,764;1,764;-0,04;0,597;0,6;0;;;;;;;;
9,86;1,738;1,738;-0,018;0,597;0,6;0;;;;;;;;
9,88;1,721;1,721;-0,004;0,597;0,6;0;;;;;;;;
9,9;1,716;1,716;0;0,597;0,6;0;;;;;;;;
9,92;1,716;1,716;0,001;0,597;0,6;0;;;;;;;;
9,94;1,716;1,716;0;0,597;0,6;0;;;;;;;;
9,96;1,717;1,717;0;0,597;0,6;0;;;;;;;;
9,98;1,717;1,717;0;0,597;0,6;0;;;;;;;;
10;1,717;1,717;0;0,597;0,6;0;;;;;;;;
10,02;1,717;1,717;0;0,597;0,6;0;;;;;;;;
10,04;1,883;1,683;0,026;0,599;0,6;0,2;;;;;;;;
10,06;1,866;1,666;0,041;0,599;0,6;0,2;;;;;;;;
10,08;1,894;1,694;0,018;0,599;0,6;0,2;;;;;;;;
10,1;1,877;1,677;0,03;0,6;0,6;0,2;;;;;;;;
10,12;1,865;1,665;0,04;0,6;0,6;0,2;;;;;;;;
10,14;1,858;1,658;0,044;0,602;0,6;0,2;;;;;;;;
10,16;1,823;1,623;0,071;0,604;0,6;0,2;;;;;;;;
10,18;1,804;1,604;0,085;0,606;0,6;0,2;;;;;;;;
10,2;1,763;1,563;0,115;0,609;0,6;0,2;;;;;;;;
10,22;1,743;1,543;0,129;0,611;0,6;0,2;;;;;;;;
10,24;1,735;1,535;0,132;0,614;0,6;0,2;;;;;;;;
10,26;1,732;1,532;0,132;0,616;0,6;0,2;;;;;;;;
10,28;1,728;1,528;0,131;0,62;0,6;0,2;;;;;;;;
10,3;1,691;1,491;0,157;0,623;0,6;0,2;;;;;;;;
10,32;1,702;1,502;0,145;0,625;0,6;0,2;;;;;;;;
10,34;1,709;1,509;0,135;0,628;0,6;0,2;;;;;;;;
10,36;1,676;1,476;0,157;0,632;0,6;0,2;;;;;;;;
10,38;1,688;1,488;0,145;0,634;0,6;0,2;;;;;;;;
10,4;1,728;1,528;0,108;0,635;0,6;0,2;;;;;;;;
10,42;1,712;1,512;0,117;0,639;0,6;0,2;;;;;;;;
10,44;1,696;1,496;0,127;0,641;0,6;0,2;;;;;;;;
10,46;1,719;1,519;0,104;0,642;0,6;0,2;;;;;;;;
10,48;1,765;1,565;0,064;0,642;0,6;0,2;;;;;;;;
10,5;1,783;1,583;0,046;0,644;0,6;0,2;;;;;;;;
10,52;1,786;1,586;0,042;0,644;0,6;0,2;;;;;;;;
10,54;1,781;1,581;0,042;0,646;0,6;0,2;;;;;;;;
10,56;1,778;1,578;0,043;0,646;0,6;0,2;;;;;;;;
10,58;1,807;1,607;0,017;0,646;0,6;0,2;;;;;;;;
10,6;1,822;1,622;0,003;0,646;0,6;0,2;;;;;;;;
10,62;1,824;1,624;-0,001;0,646;0,6;0,2;;;;;;;;
10,64;1,822;1,622;-0,001;0,646;0,6;0,2;;;;;;;;
10,66;1,82;1,62;0;0,646;0,6;0,2;;;;;;;;
10,68;1,817;1,617;0;0,646;0,6;0,2;;;;;;;;
10,7;1,849;1,649;-0,026;0,644;0,6;0,2;;;;;;;;
10,72;1,864;1,664;-0,041;0,644;0,6;0,2;;;;;;;;
10,74;1,835;1,635;-0,018;0,644;0,6;0,2;;;;;;;;
10,76;1,816;1,616;-0,004;0,644;0,6;0,2;;;;;;;;
10,78;1,808;1,608;0;0,644;0,6;0,2;;;;;;;;
10,8;1,806;1,606;0,001;0,644;0,6;0,2;;;;;;;;
10,82;1,804;1,604;0;0,644;0,6;0,2;;;;;;;;
10,84;1,837;1,637;-0,026;0,642;0,6;0,2;;;;;;;;
10,86;1,852;1,652;-0,041;0,642;0,6;0,2;;;;;;;;
10,88;1,823;1,623;-0,018;0,642;0,6;0,2;;;;;;;;
10,9;1,804;1,604;-0,004;0,642;0,6;0,2;;;;;;;;
10,92;1,796;1,596;0;0,642;0,6;0,2;;;;;;;;
10,94;1,794;1,594;0,001;0,642;0,6;0,2;;;;;;;;
10,96;1,793;1,593;0;0,642;0,6;0,2;;;;;;;;
10,98;1,791;1,591;0;0,642;0,6;0,2;;;;;;;;
11;1,789;1,589;0;0,642;0,6;0,2;;;;;;;;
11,02;1,787;1,587;0;0,642;0,6;0,2;;;;;;;;
11,04;1,785;1,585;0;0,642;0,6;0,2;;;;;;;;
11,06;1,817;1,617;-0,026;0,641;0,6;0,2;;;;;;;;
11,08;1,832;1,632;-0,041;0,641;0,6;0,2;;;;;;;;
11,1;1,803;1,603;-0,018;0,641;0,6;0,2;;;;;;;;
11,12;1,784;1,584;-0,004;0,641;0,6;0,2;;;;;;;;
11,14;1,777;1,577;0;0,641;0,6;0,2;;;;;;;;
11,16;1,775;1,575;0,001;0,641;0,6;0,2;;;;;;;;
11,18;1,773;1,573;0;0,641;0,6;0,2;;;;;;;;
11,2;1,806;1,606;-0,026;0,639;0,6;0,2;;;;;;;;
11,22;1,821;1,621;-0,041;0,639;0,6;0,2;;;;;;;;
11,24;1,792;1,592;-0,018;0,639;0,6;0,2;;;;;;;;
11,26;1,773;1,573;-0,004;0,639;0,6;0,2;;;;;;;;
11,28;1,766;1,566;0;0,639;0,6;0,2;;;;;;;;
11,3;1,798;1,598;-0,026;0,637;0,6;0,2;;;;;;;;
11,32;1,814;1,614;-0,04;0,637;0,6;0,2;;;;;;;;
11,34;1,786;1,586;-0,018;0,637;0,6;0,2;;;;;;;;
11,36;1,801;1,601;-0,03;0,635;0,6;0,2;;;;;;;;
11,38;1,811;1,611;-0,04;0,635;0,6;0,2;;;;;;;;
11,4;1,816;1,616;-0,044;0,634;0,6;0,2;;;;;;;;
11,42;1,815;1,615;-0,044;0,634;0,6;0,2;;;;;;;;
11,44;1,781;1,581;-0,018;0,634;0,6;0,2;;;;;;;;
11,46;1,796;1,596;-0,03;0,632;0,6;0,2;;;;;;;;
11,48;1,807;1,607;-0,04;0,632;0,6;0,2;;;;;;;;
11,5;1,778;1,578;-0,017;0,632;0,6;0,2;;;;;;;;
11,52;1,795;1,595;-0,03;0,63;0,6;0,2;;;;;;;;
11,54;1,805;1,605;-0,04;0,63;0,6;0,2;;;;;;;;
11,56;1,776;1,576;-0,017;0,63;0,6;0,2;;;;;;;;
11,58;1,793;1,593;-0,03;0,628;0,6;0,2;;;;;;;;
11,6;1,803;1,603;-0,04;0,628;0,6;0,2;;;;;;;;
11,62;1,775;1,575;-0,017;0,628;0,6;0,2;;;;;;;;
11,64;1,757;1,557;-0,004;0,628;0,6;0,2;;;;;;;;
11,66;1,785;1,585;-0,026;0,627;0,6;0,2;;;;;;;;
11,68;1,8;1,6;-0,04;0,627;0,6;0,2;;;;;;;;
11,7;1,772;1,572;-0,018;0,627;0,6;0,2;;;;;;;;
11,72;1,788;1,588;-0,03;0,625;0,6;0,2;;;;;;;;
11,74;1,799;1,599;-0,04;0,625;0,6;0,2;;;;;;;;
11,76;1,77;1,57;-0,017;0,625;0,6;0,2;;;;;;;;
11,78;1,753;1,553;-0,004;0,625;0,6;0,2;;;;;;;;
11,8;1,781;1,581;-0,026;0,623;0,6;0,2;;;;;;;;
11,82;1,796;1,596;-0,04;0,623;0,6;0,2;;;;;;;;
11,84;1,769;1,569;-0,018;0,623;0,6;0,2;;;;;;;;
11,86;1,785;1,585;-0,03;0,621;0,6;0,2;;;;;;;;
11,88;1,796;1,596;-0,04;0,621;0,6;0,2;;;;;;;;
11,9;1,767;1,567;-0,017;0,621;0,6;0,2;;;;;;;;
11,92;1,784;1,584;-0,03;0,62;0,6;0,2;;;;;;;;
11,94;1,795;1,595;-0,04;0,62;0,6;0,2;;;;;;;;
11,96;1,767;1,567;-0,017;0,62;0,6;0,2;;;;;;;;
11,98;1,749;1,549;-0,004;0,62;0,6;0,2;;;;;;;;
12;1,743;1,543;0,001;0,62;0,6;0,2;;;;;;;;
12,02;1,776;1,576;-0,026;0,618;0,6;0,2;;;;;;;;
12,04;1,793;1,593;-0,04;0,618;0,6;0,2;;;;;;;;
12,06;1,765;1,565;-0,018;0,618;0,6;0,2;;;;;;;;
12,08;1,747;1,547;-0,004;0,618;0,6;0,2;;;;;;;;
12,1;1,741;1,541;0;0,618;0,6;0,2;;;;;;;;
12,12;1,74;1,54;0,001;0,618;0,6;0,2;;;;;;;;
12,14;1,774;1,574;-0,026;0,616;0,6;0,2;;;;;;;;
12,16;1,79;1,59;-0,041;0,616;0,6;0,2;;;;;;;;
12,18;1,763;1,563;-0,018;0,616;0,6;0,2;;;;;;;;
12,2;1,745;1,545;-0,004;0,616;0,6;0,2;;;;;;;;
12,22;1,739;1,539;0;0,616;0,6;0,2;;;;;;;;
12,24;1,772;1,572;-0,026;0,614;0,6;0,2;;;;;;;;
12,26;1,789;1,589;-0,04;0,614;0,6;0,2;;;;;;;;
12,28;1,761;1,561;-0,018;0,614;0,6;0,2;;;;;;;;
12,3;1,743;1,543;-0,004;0,614;0,6;0,2;;;;;;;;
12,32;1,737;1,537;0;0,614;0,6;0,2;;;;;;;;
12,34;1,77;1,57;-0,026;0,613;0,6;0,2;;;;;;;;
12,36;1,788;1,588;-0,04;0,613;0,6;0,2;;;;;;;;
12,38;1,76;1,56;-0,018;0,613;0,6;0,2;;;;;;;;
12,4;1,743;1,543;-0,004;0,613;0,6;0,2;;;;;;;;
12,42;1,771;1,571;-0,026;0,611;0,6;0,2;;;;;;;;
12,44;1,787;1,587;-0,04;0,611;0,6;0,2;;;;;;;;
12,46;1,76;1,56;-0,018;0,611;0,6;0,2;;;;;;;;
12,48;1,743;1,543;-0,004;0,611;0,6;0,2;;;;;;;;
12,5;1,771;1,571;-0,026;0,609;0,6;0,2;;;;;;;;
12,52;1,787;1,587;-0,04;0,609;0,6;0,2;;;;;;;;
12,54;1,76;1,56;-0,018;0,609;0,6;0,2;;;;;;;;
12,56;1,777;1,577;-0,03;0,607;0,6;0,2;;;;;;;;
12,58;1,789;1,589;-0,04;0,607;0,6;0,2;;;;;;;;
12,6;1,761;1,561;-0,017;0,607;0,6;0,2;;;;;;;;
12,62;1,744;1,544;-0,004;0,607;0,6;0,2;;;;;;;;
12,64;1,738;1,538;0,001;0,607;0,6;0,2;;;;;;;;
12,66;1,772;1,572;-0,026;0,606;0,6;0,2;;;;;;;;
12,68;1,789;1,589;-0,04;0,606;0,6;0,2;;;;;;;;
12,7;1,762;1,562;-0,018;0,606;0,6;0,2;;;;;;;;
12,72;1,745;1,545;-0,004;0,606;0,6;0,2;;;;;;;;
12,74;1,739;1,539;0;0,606;0,6;0,2;;;;;;;;
12,76;1,739;1,539;0,001;0,606;0,6;0,2;;;;;;;;
12,78;1,739;1,539;0;0,606;0,6;0,2;;;;;;;;
12,8;1,739;1,539;0;0,606;0,6;0,2;;;;;;;;
12,82;1,739;1,539;0;0,606;0,6;0,2;;;;;;;;
12,84;1,739;1,539;0;0,606;0,6;0,2;;;;;;;;
12,86;1,738;1,538;0;0,606;0,6;0,2;;;;;;;;
12,88;1,772;1,572;-0,026;0,604;0,6;0,2;;;;;;;;
12,9;1,789;1,589;-0,041;0,604;0,6;0,2;;;;;;;;
12,92;1,762;1,562;-0,018;0,604;0,6;0,2;;;;;;;;
12,94;1,744;1,544;-0,004;0,604;0,6;0,2;;;;;;;;
12,96;1,739;1,539;0;0,604;0,6;0,2;;;;;;;;
12,98;1,738;1,538;0,001;0,604;0,6;0,2;;;;;;;;
13;1,739;1,539;0;0,604;0,6;0,2;;;;;;;;
13,02;1,739;1,539;0;0,604;0,6;0,2;;;;;;;;
13,04;1,739;1,539;0;0,604;0,6;0,2;;;;;;;;
13,06;1,739;1,539;0;0,604;0,6;0,2;;;;;;;;
13,08;1,773;1,573;-0,026;0,602;0,6;0,2;;;;;;;;
13,1;1,79;1,59;-0,041;0,602;0,6;0,2;;;;;;;;
13,12;1,762;1,562;-0,018;0,602;0,6;0,2;;;;;;;;
13,14;1,745;1,545;-0,004;0,602;0,6;0,2;;;;;;;;
13,16;1,74;1,54;0;0,602;0,6;0,2;;;;;;;;
13,18;1,739;1,539;0,001;0,602;0,6;0,2;;;;;;;;
13,2;1,74;1,54;0;0,602;0,6;0,2;;;;;;;;
13,22;1,74;1,54;0;0,602;0,6;0,2;;;;;;;;
13,24;1,74;1,54;0;0,602;0,6;0,2;;;;;;;;
13,26;1,74;1,54;0;0,602;0,6;0,2;;;;;;;;
13,28;1,774;1,574;-0,026;0,6;0,6;0,2;;;;;;;;
13,3;1,791;1,591;-0,041;0,6;0,6;0,2;;;;;;;;
13,32;1,764;1,564;-0,018;0,6;0,6;0,2;;;;;;;;
13,34;1,747;1,547;-0,004;0,6;0,6;0,2;;;;;;;;
13,36;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
13,38;1,741;1,541;0,001;0,6;0,6;0,2;;;;;;;;
13,4;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
13,42;1,742;1,542;0;0,6;0,6;0,2;;;;;;;;
13,44;1,742;1,542;0;0,6;0,6;0,2;;;;;;;;
13,46;1,742;1,542;0;0,6;0,6;0,2;;;;;;;;
13,48;1,742;1,542;0;0,6;0,6;0,2;;;;;;;;
13,5;1,742;1,542;0;0,6;0,6;0,2;;;;;;;;
13,52;1,742;1,542;0;0,6;0,6;0,2;;;;;;;;
13,54;1,742;1,542;0;0,6;0,6;0,2;;;;;;;;
13,56;1,742;1,542;0;0,6;0,6;0,2;;;;;;;;
13,58;1,742;1,542;0;0,6;0,6;0,2;;;;;;;;
13,6;1,742;1,542;0;0,6;0,6;0,2;;;;;;;;
13,62;1,742;1,542;0;0,6;0,6;0,2;;;;;;;;
13,64;1,742;1,542;0;0,6;0,6;0,2;;;;;;;;
13,66;1,742;1,542;0;0,6;0,6;0,2;;;;;;;;
13,68;1,742;1,542;0;0,6;0,6;0,2;;;;;;;;
13,7;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
13,72;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
13,74;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
13,76;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
13,78;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
13,8;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
13,82;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
13,84;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
13,86;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
13,88;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
13,9;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
13,92;1,775;1,575;-0,026;0,599;0,6;0,2;;;;;;;;
13,94;1,793;1,593;-0,041;0,599;0,6;0,2;;;;;;;;
13,96;1,765;1,565;-0,018;0,599;0,6;0,2;;;;;;;;
13,98;1,748;1,548;-0,004;0,599;0,6;0,2;;;;;;;;
14;1,743;1,543;0;0,599;0,6;0,2;;;;;;;;
14,02;1,743;1,543;0,001;0,599;0,6;0,2;;;;;;;;
14,04;1,743;1,543;0;0,599;0,6;0,2;;;;;;;;
14,06;1,744;1,544;0;0,599;0,6;0,2;;;;;;;;
14,08;1,71;1,51;0,026;0,6;0,6;0,2;;;;;;;;
14,1;1,693;1,493;0,041;0,6;0,6;0,2;;;;;;;;
14,12;1,72;1,52;0,018;0,6;0,6;0,2;;;;;;;;
14,14;1,737;1,537;0,004;0,6;0,6;0,2;;;;;;;;
14,16;1,742;1,542;0;0,6;0,6;0,2;;;;;;;;
14,18;1,743;1,543;-0,001;0,6;0,6;0,2;;;;;;;;
14,2;1,742;1,542;0;0,6;0,6;0,2;;;;;;;;
14,22;1,742;1,542;0;0,6;0,6;0,2;;;;;;;;
14,24;1,742;1,542;0;0,6;0,6;0,2;;;;;;;;
14,26;1,742;1,542;0;0,6;0,6;0,2;;;;;;;;
14,28;1,742;1,542;0;0,6;0,6;0,2;;;;;;;;
14,3;1,707;1,507;0,026;0,602;0,6;0,2;;;;;;;;
14,32;1,69;1,49;0,041;0,602;0,6;0,2;;;;;;;;
14,34;1,717;1,517;0,018;0,602;0,6;0,2;;;;;;;;
14,36;1,734;1,534;0,004;0,602;0,6;0,2;;;;;;;;
14,38;1,74;1,54;0;0,602;0,6;0,2;;;;;;;;
14,4;1,774;1,574;-0,027;0,6;0,6;0,2;;;;;;;;
14,42;1,791;1,591;-0,041;0,6;0,6;0,2;;;;;;;;
14,44;1,763;1,563;-0,018;0,6;0,6;0,2;;;;;;;;
14,46;1,746;1,546;-0,004;0,6;0,6;0,2;;;;;;;;
14,48;1,74;1,54;0;0,6;0,6;0,2;;;;;;;;
14,5;1,74;1,54;0,001;0,6;0,6;0,2;;;;;;;;
14,52;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
14,54;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
14,56;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
14,58;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
14,6;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
14,62;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
14,64;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
14,66;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
14,68;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
14,7;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
14,72;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
14,74;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
14,76;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
14,78;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
14,8;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
14,82;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
14,84;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
14,86;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
14,88;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
14,9;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
14,92;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
14,94;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
14,96;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
14,98;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
15;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
15,02;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
15,04;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
15,06;1,74;1,54;0;0,6;0,6;0,2;;;;;;;;
15,08;1,74;1,54;0;0,6;0,6;0,2;;;;;;;;
15,1;1,74;1,54;0;0,6;0,6;0,2;;;;;;;;
15,12;1,74;1,54;0;0,6;0,6;0,2;;;;;;;;
15,14;1,775;1,575;-0,026;0,599;0,6;0,2;;;;;;;;
15,16;1,792;1,592;-0,041;0,599;0,6;0,2;;;;;;;;
15,18;1,765;1,565;-0,018;0,599;0,6;0,2;;;;;;;;
15,2;1,748;1,548;-0,004;0,599;0,6;0,2;;;;;;;;
15,22;1,742;1,542;0;0,599;0,6;0,2;;;;;;;;
15,24;1,742;1,542;0,001;0,599;0,6;0,2;;;;;;;;
15,26;1,743;1,543;0;0,599;0,6;0,2;;;;;;;;
15,28;1,709;1,509;0,026;0,6;0,6;0,2;;;;;;;;
15,3;1,692;1,492;0,041;0,6;0,6;0,2;;;;;;;;
15,32;1,719;1,519;0,018;0,6;0,6;0,2;;;;;;;;
15,34;1,736;1,536;0,004;0,6;0,6;0,2;;;;;;;;
15,36;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
15,38;1,742;1,542;-0,001;0,6;0,6;0,2;;;;;;;;
15,4;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
15,42;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
15,44;1,707;1,507;0,026;0,602;0,6;0,2;;;;;;;;
15,46;1,689;1,489;0,041;0,602;0,6;0,2;;;;;;;;
15,48;1,716;1,516;0,018;0,602;0,6;0,2;;;;;;;;
15,5;1,733;1,533;0,004;0,602;0,6;0,2;;;;;;;;
15,52;1,739;1,539;0;0,602;0,6;0,2;;;;;;;;
15,54;1,739;1,539;-0,001;0,602;0,6;0,2;;;;;;;;
15,56;1,738;1,538;0;0,602;0,6;0,2;;;;;;;;
15,58;1,738;1,538;0;0,602;0,6;0,2;;;;;;;;
15,6;1,738;1,538;0;0,602;0,6;0,2;;;;;;;;
15,62;1,738;1,538;0;0,602;0,6;0,2;;;;;;;;
15,64;1,737;1,537;0;0,602;0,6;0,2;;;;;;;;
15,66;1,737;1,537;0;0,602;0,6;0,2;;;;;;;;
15,68;1,737;1,537;0;0,602;0,6;0,2;;;;;;;;
15,7;1,737;1,537;0;0,602;0,6;0,2;;;;;;;;
15,72;1,737;1,537;0;0,602;0,6;0,2;;;;;;;;
15,74;1,737;1,537;0;0,602;0,6;0,2;;;;;;;;
15,76;1,737;1,537;0;0,602;0,6;0,2;;;;;;;;
15,78;1,737;1,537;0;0,602;0,6;0,2;;;;;;;;
15,8;1,737;1,537;0;0,602;0,6;0,2;;;;;;;;
15,82;1,771;1,571;-0,026;0,6;0,6;0,2;;;;;;;;
15,84;1,788;1,588;-0,041;0,6;0,6;0,2;;;;;;;;
15,86;1,761;1,561;-0,018;0,6;0,6;0,2;;;;;;;;
15,88;1,743;1,543;-0,004;0,6;0,6;0,2;;;;;;;;
