=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.05.10 11:06:14 =~=~=~=~=~=~=~=~=~=~=~=



Tiempo ,REI,V_ANGULA,V_CARRIT,ANGULO,CARRITO,REFERENC

 -0.400,0,0,0,0,0,0
 -0.380,0,0,0,0,0,0
 -0.360,0,0,0,0,0,0
 -0.340,0,0,0,0,0,0
 -0.320,0,0,0,0,0,0
 -0.300,0,0,0,0,0,0
 -0.280,0,0,0,0,0,0
 -0.260,0,0,0,0,0,0
 -0.240,0,0,0,0,0,0
 -0.220,0,0,0,0,0,0
 -0.200,0,0,0,0,0,0
 -0.180,0,0,0,0,0,0
 -0.160,0,0,0,0,0,0
 -0.140,0,0,0,0,0,0
 -0.120,0,0,0,0,0,0
 -0.100,0,0,0,0,0,0
 -0.080,0,0,0,0,0,0
 -0.060,0,0,0,0,0,0
 -0.040,0,0,0,0,0,0
  6.940, 0.119, 0.001, 0.004, 0.003, 0.499, 0.500
  6.960, 0.122, 0.004, 0.002, 0.003, 0.499, 0.500
  6.980, 0.108,-0.044, 0.003, 0.002, 0.499, 0.500
  7.000, 0.087,-0.092, 0.005,-0.000, 0.500, 0.500
  7.020, 0.069,-0.047, 0.005,-0.000, 0.500, 0.500
  7.040, 0.052,-0.040, 0.004,-0.002, 0.500, 0.500
  7.060, 0.059,-0.043, 0.003,-0.002, 0.500, 0.500
  7.080, 0.046, 0.001, 0.002,-0.002, 0.500, 0.500
  7.100, 0.024,-0.041, 0.004,-0.003, 0.500, 0.500
  7.120, 0.010,-0.091, 0.005,-0.005, 0.500, 0.500
  7.140, 0.006,-0.047, 0.003,-0.005, 0.500, 0.500
  7.160, 0.005, 0.004, 0.001,-0.005, 0.500, 0.500
  7.180, 0.010, 0.004,-0.000,-0.005, 0.500, 0.500
  7.200, 0.019, 0.044,-0.000,-0.003, 0.500, 0.500
  7.220, 0.018, 0.047, 0.000,-0.003, 0.500, 0.500
  7.240, 0.037, 0.044, 0.000,-0.002, 0.500, 0.500
  7.260, 0.037, 0.043, 0.000,-0.002, 0.500, 0.500
  7.280, 0.055, 0.044,-0.000,-0.000, 0.500, 0.500
  7.300, 0.055, 0.044, 0.000,-0.000, 0.500, 0.500
  7.320, 0.065,-0.001, 0.000,-0.000, 0.500, 0.500
  7.340, 0.074, 0.041, 0.000, 0.002, 0.500, 0.500
  7.360, 0.073, 0.047, 0.000, 0.002, 0.500, 0.500
  7.380, 0.083,-0.000, 0.000, 0.002, 0.500, 0.500
  7.400, 0.092, 0.041, 0.000, 0.003, 0.500, 0.500
  7.420, 0.091, 0.047, 0.000, 0.003, 0.500, 0.500
  7.440, 0.102,-0.000, 0.000, 0.003, 0.500, 0.500
  7.460, 0.102,-0.004, 0.000, 0.003, 0.500, 0.500
  7.480, 0.102,-0.000, 0.000, 0.003, 0.500, 0.500
  7.500, 0.110, 0.045, 0.000, 0.005, 0.500, 0.500
  7.520, 0.109, 0.047, 0.000, 0.005, 0.500, 0.500
  7.540, 0.120,-0.001, 0.000, 0.005, 0.500, 0.500
  7.560, 0.121,-0.004, 0.000, 0.005, 0.500, 0.500
  7.580, 0.120,-0.000, 0.000, 0.005, 0.500, 0.500
  7.600, 0.120, 0.000, 0.000, 0.005, 0.500, 0.500
  7.620, 0.111,-0.044, 0.000, 0.003, 0.500, 0.500
  7.640, 0.108,-0.047, 0.001, 0.003, 0.500, 0.500
  7.660, 0.097, 0.001, 0.001, 0.003, 0.500, 0.500
  7.680, 0.091,-0.041,-0.000, 0.002, 0.500, 0.500
  7.700, 0.092,-0.047,-0.000, 0.002, 0.500, 0.500
  7.720, 0.081, 0.000,-0.000, 0.002, 0.500, 0.500
  7.740, 0.072,-0.041, 0.000,-0.000, 0.500, 0.500
  7.760, 0.074,-0.047, 0.000,-0.000, 0.500, 0.500
  7.780, 0.063, 0.000, 0.000,-0.000, 0.500, 0.500
  7.800, 0.054,-0.041, 0.000,-0.002, 0.500, 0.500
  7.820, 0.055,-0.047, 0.000,-0.002, 0.500, 0.500
  7.840, 0.036,-0.044, 0.000,-0.003, 0.500, 0.500
  7.860, 0.027,-0.088, 0.000,-0.005, 0.500, 0.500
  7.880, 0.018,-0.046, 0.000,-0.005, 0.500, 0.500
  7.900, 0.007, 0.004, 0.000,-0.005, 0.500, 0.500
  7.920, 0.007, 0.004, 0.000,-0.005, 0.500, 0.500
  7.940,-0.001,-0.045, 0.000,-0.007, 0.500, 0.500
  7.960, 0.003,-0.048,-0.001,-0.007, 0.500, 0.500
  7.980,-0.001, 0.001,-0.002,-0.007, 0.500, 0.500
  8.000,-0.004, 0.004,-0.001,-0.007, 0.500, 0.500
  8.020,-0.002, 0.000,-0.001,-0.007, 0.500, 0.500
  8.040, 0.018, 0.044,-0.003,-0.005, 0.500, 0.500
  8.060, 0.012, 0.047,-0.002,-0.005, 0.500, 0.500
  8.080,-0.003,-0.001, 0.003,-0.005, 0.500, 0.500
  8.100,-0.015,-0.048, 0.004,-0.007, 0.500, 0.500
  8.120, 0.009,-0.047,-0.001,-0.007, 0.500, 0.500
  8.140, 0.015, 0.045,-0.003,-0.005, 0.500, 0.500
  8.160,-0.006, 0.051, 0.001,-0.005, 0.500, 0.500
  8.180,-0.002,-0.000, 0.002,-0.005, 0.500, 0.500
  8.200, 0.018,-0.004,-0.001,-0.005, 0.500, 0.500
  8.220, 0.033, 0.044,-0.002,-0.003, 0.500, 0.500
  8.240, 0.013, 0.048, 0.001,-0.003, 0.500, 0.500
  8.260, 0.010,-0.001, 0.003,-0.003, 0.500, 0.500
  8.280, 0.015,-0.004, 0.002,-0.003, 0.500, 0.500
  8.300, 0.023,-0.000, 0.000,-0.003, 0.500, 0.500
  8.320, 0.025, 0.000,-0.000,-0.003, 0.500, 0.500
  8.340, 0.033, 0.044,-0.000,-0.002, 0.500, 0.500
  8.360, 0.032, 0.047, 0.000,-0.002, 0.500, 0.500
  8.380, 0.043,-0.001, 0.000,-0.002, 0.500, 0.500
  8.400, 0.052, 0.041,-0.000,-0.000, 0.500, 0.500
  8.420, 0.050, 0.047, 0.000,-0.000, 0.500, 0.500
  8.440, 0.061,-0.000, 0.000,-0.000, 0.500, 0.500
  8.460, 0.070, 0.041, 0.000, 0.002, 0.500, 0.500
  8.480, 0.069, 0.047, 0.000, 0.002, 0.500, 0.500
  8.500, 0.079,-0.000, 0.000, 0.002, 0.500, 0.500
  8.520, 0.080,-0.004, 0.000, 0.002, 0.500, 0.500
  8.540, 0.079,-0.000, 0.000, 0.002, 0.500, 0.500
  8.560, 0.087, 0.045, 0.000, 0.003, 0.500, 0.500
  8.580, 0.087, 0.047, 0.000, 0.003, 0.500, 0.500
  8.600, 0.097,-0.001, 0.000, 0.003, 0.500, 0.500
  8.620, 0.098,-0.004, 0.000, 0.003, 0.500, 0.500
  8.640, 0.097,-0.000, 0.000, 0.003, 0.500, 0.500
  8.660, 0.097, 0.000, 0.000, 0.003, 0.500, 0.500
  8.680, 0.097, 0.000, 0.000, 0.003, 0.500, 0.500
  8.700, 0.097,-0.000, 0.000, 0.003, 0.500, 0.500
  8.720, 0.097,-0.000, 0.000, 0.003, 0.500, 0.500
  8.740, 0.097, 0.000, 0.000, 0.003, 0.500, 0.500
  8.760, 0.097, 0.000, 0.000, 0.003, 0.500, 0.500
  8.780, 0.088,-0.044, 0.000, 0.002, 0.500, 0.500
  8.800, 0.089,-0.047, 0.000, 0.002, 0.500, 0.500
  8.820, 0.078, 0.001, 0.000, 0.002, 0.500, 0.500
  8.840, 0.069,-0.041, 0.000,-0.000, 0.500, 0.500
  8.860, 0.070,-0.047, 0.000,-0.000, 0.500, 0.500
  8.880, 0.060, 0.000, 0.000,-0.000, 0.500, 0.500
  8.900, 0.050,-0.041, 0.000,-0.002, 0.500, 0.500
  8.920, 0.052,-0.047, 0.000,-0.002, 0.500, 0.500
  8.940, 0.041, 0.000, 0.000,-0.002, 0.500, 0.500
  8.960, 0.032,-0.041, 0.000,-0.003, 0.500, 0.500
  8.980, 0.033,-0.047, 0.000,-0.003, 0.500, 0.500
  9.000, 0.014,-0.044, 0.000,-0.005, 0.500, 0.500
  9.020, 0.014,-0.043, 0.000,-0.005, 0.500, 0.500
  9.040, 0.004, 0.001, 0.000,-0.005, 0.500, 0.500
  9.060, 0.003, 0.004, 0.000,-0.005, 0.500, 0.500
  9.080, 0.004, 0.000, 0.000,-0.005, 0.500, 0.500
  9.100, 0.004,-0.000, 0.000,-0.005, 0.500, 0.500
  9.120, 0.004,-0.000, 0.000,-0.005, 0.500, 0.500
  9.140, 0.004, 0.000, 0.000,-0.005, 0.500, 0.500
  9.160, 0.004, 0.000, 0.000,-0.005, 0.500, 0.500
  9.180, 0.004,-0.000, 0.000,-0.005, 0.500, 0.500
  9.200, 0.004,-0.000, 0.000,-0.005, 0.500, 0.500
  9.220, 0.003, 0.000, 0.000,-0.005, 0.500, 0.500
  9.240, 0.003, 0.000, 0.000,-0.005, 0.500, 0.500
  9.260, 0.003, 0.000, 0.000,-0.005, 0.500, 0.500
  9.280, 0.003, 0.000, 0.000,-0.005, 0.500, 0.500
  9.300, 0.003, 0.000, 0.000,-0.005, 0.500, 0.500
  9.320, 0.012, 0.044, 0.000,-0.003, 0.500, 0.500
  9.340, 0.011, 0.047, 0.000,-0.003, 0.500, 0.500
  9.360, 0.030, 0.044, 0.000,-0.002, 0.500, 0.500
  9.380, 0.030, 0.043, 0.000,-0.002, 0.500, 0.500
  9.400, 0.040,-0.001, 0.000,-0.002, 0.500, 0.500
  9.420, 0.049, 0.041, 0.000,-0.000, 0.500, 0.500
  9.440, 0.047, 0.047, 0.000,-0.000, 0.500, 0.500
  9.460, 0.058,-0.000, 0.000,-0.000, 0.500, 0.500
  9.480, 0.059,-0.004, 0.000,-0.000, 0.500, 0.500
  9.500, 0.066, 0.044, 0.000, 0.002, 0.500, 0.500
  9.520, 0.066, 0.048, 0.000, 0.002, 0.500, 0.500
  9.540, 0.076,-0.001, 0.000, 0.002, 0.500, 0.500
  9.560, 0.077,-0.004, 0.000, 0.002, 0.500, 0.500
  9.580, 0.076,-0.000, 0.000, 0.002, 0.500, 0.500
  9.600, 0.076, 0.000, 0.000, 0.002, 0.500, 0.500
  9.620, 0.076, 0.000, 0.000, 0.002, 0.500, 0.500
  9.640, 0.084, 0.044, 0.000, 0.003, 0.500, 0.500
  9.660, 0.084, 0.047, 0.000, 0.003, 0.500, 0.500
  9.680, 0.094,-0.001, 0.000, 0.003, 0.500, 0.500
  9.700, 0.095,-0.004, 0.000, 0.003, 0.500, 0.500
  9.720, 0.094,-0.000, 0.000, 0.003, 0.500, 0.500
  9.740, 0.094, 0.000, 0.000, 0.003, 0.500, 0.500
  9.760, 0.094, 0.000, 0.000, 0.003, 0.500, 0.500
  9.780, 0.086,-0.044, 0.000, 0.002, 0.500, 0.500
  9.800, 0.086,-0.047, 0.000, 0.002, 0.500, 0.500
  9.820, 0.075, 0.001, 0.000, 0.002, 0.500, 0.500
  9.840, 0.075, 0.004, 0.000, 0.002, 0.500, 0.500
  9.860, 0.067,-0.044, 0.000,-0.000, 0.500, 0.500
  9.880, 0.068,-0.048, 0.000,-0.000, 0.500, 0.500
  9.900, 0.057, 0.001, 0.000,-0.000, 0.500, 0.500
  9.920, 0.047,-0.040, 0.000,-0.002, 0.500, 0.500
  9.940, 0.049,-0.047, 0.000,-0.002, 0.500, 0.500
  9.960, 0.038, 0.000, 0.000,-0.002, 0.500, 0.500
  9.980, 0.037, 0.004, 0.000,-0.002, 0.500, 0.500
 10.000, 0.030,-0.044, 0.000,-0.003, 0.500, 0.500
 10.020, 0.030,-0.048, 0.000,-0.003, 0.500, 0.500
 10.040, 0.019, 0.001, 0.000,-0.003, 0.500, 0.500
 10.060, 0.010,-0.040, 0.000,-0.005, 0.500, 0.500
 10.080, 0.012,-0.047, 0.000,-0.005, 0.500, 0.500
 10.100, 0.001, 0.000, 0.000,-0.005, 0.500, 0.500
 10.120, 0.000, 0.004, 0.000,-0.005, 0.500, 0.500
 10.140, 0.001, 0.000, 0.000,-0.005, 0.500, 0.500
 10.160, 0.001,-0.000, 0.000,-0.005, 0.500, 0.500
 10.180, 0.001,-0.000, 0.000,-0.005, 0.500, 0.500
 10.200, 0.001, 0.000, 0.000,-0.005, 0.500, 0.500
 10.220, 0.001, 0.000, 0.000,-0.005, 0.500, 0.500
 10.240, 0.001,-0.000, 0.000,-0.005, 0.500, 0.500
 10.260, 0.001,-0.000, 0.000,-0.005, 0.500, 0.500
 10.280, 0.001, 0.000, 0.000,-0.005, 0.500, 0.500
 10.300, 0.000, 0.000, 0.000,-0.005, 0.500, 0.500
 10.320, 0.000, 0.000, 0.000,-0.005, 0.500, 0.500
 10.340, 0.009, 0.044, 0.000,-0.003, 0.500, 0.500
 10.360, 0.008, 0.047, 0.000,-0.003, 0.500, 0.500
 10.380, 0.027, 0.044, 0.000,-0.002, 0.500, 0.500
 10.400, 0.027, 0.043, 0.000,-0.002, 0.500, 0.500
 10.420, 0.037,-0.001, 0.000,-0.002, 0.500, 0.500
 10.440, 0.038,-0.004, 0.000,-0.002, 0.500, 0.500
 10.460, 0.045, 0.044, 0.000,-0.000, 0.500, 0.500
 10.480, 0.045, 0.048, 0.000,-0.000, 0.500, 0.500
 10.500, 0.055,-0.001, 0.000,-0.000, 0.500, 0.500
 10.520, 0.056,-0.004, 0.000,-0.000, 0.500, 0.500
 10.540, 0.063, 0.044, 0.000, 0.002, 0.500, 0.500
 10.560, 0.063, 0.048, 0.000, 0.002, 0.500, 0.500
 10.580, 0.073,-0.001, 0.000, 0.002, 0.500, 0.500
 10.600, 0.074,-0.004, 0.000, 0.002, 0.500, 0.500
 10.620, 0.073,-0.000, 0.000, 0.002, 0.500, 0.500
 10.640, 0.073, 0.000, 0.000, 0.002, 0.500, 0.500
 10.660, 0.073, 0.000, 0.000, 0.002, 0.500, 0.500
 10.680, 0.073,-0.000, 0.000, 0.002, 0.500, 0.500
 10.700, 0.073,-0.000, 0.000, 0.002, 0.500, 0.500
 10.720, 0.073, 0.000, 0.000, 0.002, 0.500, 0.500
 10.740, 0.073, 0.000, 0.000, 0.002, 0.500, 0.500
 10.760, 0.073,-0.000, 0.000, 0.002, 0.500, 0.500
 10.780, 0.073,-0.000, 0.000, 0.002, 0.500, 0.500
 10.800, 0.073, 0.000, 0.000, 0.002, 0.500, 0.500
 10.820, 0.073, 0.000, 0.000, 0.002, 0.500, 0.500
 10.840, 0.073, 0.000, 0.000, 0.002, 0.500, 0.500
 10.860, 0.073, 0.000, 0.000, 0.002, 0.500, 0.500
 10.880, 0.064,-0.044, 0.000,-0.000, 0.500, 0.500
 10.900, 0.065,-0.047, 0.000,-0.000, 0.500, 0.500
 10.920, 0.054, 0.001, 0.000,-0.000, 0.500, 0.500
 10.940, 0.053, 0.004, 0.000,-0.000, 0.500, 0.500
 10.960, 0.045,-0.044, 0.000,-0.002, 0.500, 0.500
 10.980, 0.046,-0.048, 0.000,-0.002, 0.500, 0.500
 11.000, 0.035, 0.001, 0.000,-0.002, 0.500, 0.500
 11.020, 0.034, 0.004, 0.000,-0.002, 0.500, 0.500
 11.040, 0.027,-0.044, 0.000,-0.003, 0.500, 0.500
 11.060, 0.027,-0.048, 0.000,-0.003, 0.500, 0.500
 11.080, 0.017, 0.001, 0.000,-0.003, 0.500, 0.500
 11.100, 0.016, 0.004, 0.000,-0.003, 0.500, 0.500
 11.120, 0.008,-0.044, 0.000,-0.005, 0.500, 0.500
 11.140, 0.009,-0.048, 0.000,-0.005, 0.500, 0.500
 11.160,-0.002, 0.001, 0.000,-0.005, 0.500, 0.500
 11.180,-0.003, 0.004, 0.000,-0.005, 0.500, 0.500
 11.200, 0.012, 0.000,-0.002,-0.005, 0.500, 0.500
 11.220, 0.028, 0.044,-0.003,-0.003, 0.500, 0.500
 11.240, 0.006, 0.047, 0.000,-0.003, 0.500, 0.500
 11.260, 0.000,-0.001, 0.004,-0.003, 0.500, 0.500
 11.280,-0.006,-0.048, 0.003,-0.005, 0.500, 0.500
 11.300, 0.009,-0.047,-0.000,-0.005, 0.500, 0.500
 11.320, 0.019, 0.045,-0.002,-0.003, 0.500, 0.500
 11.340, 0.009, 0.051,-0.001,-0.003, 0.500, 0.500
 11.360, 0.010,-0.000, 0.001,-0.003, 0.500, 0.500
 11.380, 0.010,-0.004, 0.001,-0.003, 0.500, 0.500
 11.400, 0.013,-0.000, 0.001,-0.003, 0.500, 0.500
 11.420, 0.015, 0.000,-0.000,-0.003, 0.500, 0.500
 11.440, 0.023, 0.044,-0.000,-0.002, 0.500, 0.500
 11.460, 0.023, 0.047, 0.000,-0.002, 0.500, 0.500
 11.480, 0.033,-0.001, 0.000,-0.002, 0.500, 0.500
 11.500, 0.034,-0.004, 0.000,-0.002, 0.500, 0.500
 11.520, 0.041, 0.044, 0.000,-0.000, 0.500, 0.500
 11.540, 0.041, 0.048, 0.000,-0.000, 0.500, 0.500
 11.560, 0.051,-0.001, 0.000,-0.000, 0.500, 0.500
 11.580, 0.052,-0.004, 0.000,-0.000, 0.500, 0.500
 11.600, 0.051,-0.000, 0.000,-0.000, 0.500, 0.500
 11.620, 0.059, 0.045, 0.000, 0.002, 0.500, 0.500
 11.640, 0.059, 0.047, 0.000, 0.002, 0.500, 0.500
 11.660, 0.070,-0.001, 0.000, 0.002, 0.500, 0.500
 11.680, 0.070,-0.004, 0.000, 0.002, 0.500, 0.500
 11.700, 0.069,-0.000, 0.000, 0.002, 0.500, 0.500
 11.720, 0.069, 0.000, 0.000, 0.002, 0.500, 0.500
 11.740, 0.069, 0.000, 0.000, 0.002, 0.500, 0.500
 11.760, 0.069,-0.000, 0.000, 0.002, 0.500, 0.500
 11.780, 0.069,-0.000, 0.000, 0.002, 0.500, 0.500
 11.800, 0.069, 0.000, 0.000, 0.002, 0.500, 0.500
 11.820, 0.069, 0.000, 0.000, 0.002, 0.500, 0.500
 11.840, 0.069,-0.000, 0.000, 0.002, 0.500, 0.500
 11.860, 0.069,-0.000, 0.000, 0.002, 0.500, 0.500
 11.880, 0.069, 0.000, 0.000, 0.002, 0.500, 0.500
 11.900, 0.069, 0.000, 0.000, 0.002, 0.500, 0.500
 11.920, 0.060,-0.044, 0.000,-0.000, 0.500, 0.500
 11.940, 0.061,-0.047, 0.000,-0.000, 0.500, 0.500
 11.960, 0.050, 0.001, 0.000,-0.000, 0.500, 0.500
 11.980, 0.049, 0.004, 0.000,-0.000, 0.500, 0.500
 12.000, 0.050, 0.000, 0.000,-0.000, 0.500, 0.500
 12.020, 0.041,-0.045, 0.000,-0.002, 0.500, 0.500
 12.040, 0.042,-0.047, 0.000,-0.002, 0.500, 0.500
 12.060, 0.031, 0.001, 0.000,-0.002, 0.500, 0.500
 12.080, 0.030, 0.004, 0.000,-0.002, 0.500, 0.500
 12.100, 0.031, 0.000, 0.000,-0.002, 0.500, 0.500
 12.120, 0.023,-0.045, 0.000,-0.003, 0.500, 0.500
 12.140, 0.023,-0.047, 0.000,-0.003, 0.500, 0.500
 12.160, 0.012, 0.001, 0.000,-0.003, 0.500, 0.500
 12.180, 0.012, 0.004, 0.000,-0.003, 0.500, 0.500
 12.200, 0.012, 0.000, 0.000,-0.003, 0.500, 0.500
 12.220, 0.004,-0.045, 0.000,-0.005, 0.500, 0.500
 12.240, 0.005,-0.047, 0.000,-0.005, 0.500, 0.500
 12.260,-0.006, 0.001, 0.000,-0.005, 0.500, 0.500
 12.280,-0.004, 0.004,-0.001,-0.005, 0.500, 0.500
 12.300, 0.020, 0.045,-0.003,-0.003, 0.500, 0.500
 12.320, 0.032, 0.091,-0.003,-0.002, 0.500, 0.500
 12.340, 0.021, 0.047, 0.001,-0.002, 0.500, 0.500
 12.360, 0.004,-0.049, 0.004,-0.003, 0.500, 0.500
 12.380, 0.009,-0.051, 0.003,-0.003, 0.500, 0.500
 12.400, 0.009, 0.001, 0.000,-0.003, 0.500, 0.500
 12.420, 0.011, 0.004,-0.000,-0.003, 0.500, 0.500
 12.440, 0.011, 0.000,-0.000,-0.003, 0.500, 0.500
 12.460, 0.011,-0.000, 0.000,-0.003, 0.500, 0.500
 12.480, 0.011,-0.000, 0.000,-0.003, 0.500, 0.500
 12.500, 0.011, 0.000,-0.000,-0.003, 0.500, 0.500
 12.520, 0.019, 0.044, 0.000,-0.002, 0.500, 0.500
 12.540, 0.018, 0.047, 0.000,-0.002, 0.500, 0.500
 12.560, 0.029,-0.001, 0.000,-0.002, 0.500, 0.500
 12.580, 0.030,-0.004, 0.000,-0.002, 0.500, 0.500
 12.600, 0.037, 0.044, 0.000,-0.000, 0.500, 0.500
 12.620, 0.036, 0.048, 0.000,-0.000, 0.500, 0.500
 12.640, 0.047,-0.001, 0.000,-0.000, 0.500, 0.500
 12.660, 0.048,-0.004, 0.000,-0.000, 0.500, 0.500
 12.680, 0.047,-0.000, 0.000,-0.000, 0.500, 0.500
 12.700, 0.055, 0.045, 0.000, 0.002, 0.500, 0.500
 12.720, 0.054, 0.047, 0.000, 0.002, 0.500, 0.500
 12.740, 0.065,-0.001, 0.000, 0.002, 0.500, 0.500
 12.760, 0.066,-0.004, 0.000, 0.002, 0.500, 0.500
 12.780, 0.065,-0.000, 0.000, 0.002, 0.500, 0.500
 12.800, 0.065, 0.000, 0.000, 0.002, 0.500, 0.500
 12.820, 0.065, 0.000, 0.000, 0.002, 0.500, 0.500
 12.840, 0.065,-0.000, 0.000, 0.002, 0.500, 0.500
 12.860, 0.065,-0.000, 0.000, 0.002, 0.500, 0.500
 12.880, 0.064, 0.000, 0.000, 0.002, 0.500, 0.500
 12.900, 0.064, 0.000, 0.000, 0.002, 0.500, 0.500
 12.920, 0.064,-0.000, 0.000, 0.002, 0.500, 0.500
 12.940, 0.064,-0.000, 0.000, 0.002, 0.500, 0.500
 12.960, 0.064, 0.000, 0.000, 0.002, 0.500, 0.500
 12.980, 0.064, 0.000, 0.000, 0.002, 0.500, 0.500
 13.000, 0.056,-0.044, 0.000,-0.000, 0.500, 0.500
 13.020, 0.056,-0.047, 0.000,-0.000, 0.500, 0.500
 13.040, 0.045, 0.001, 0.000,-0.000, 0.500, 0.500
 13.060, 0.045, 0.004, 0.000,-0.000, 0.500, 0.500
 13.080, 0.045, 0.000, 0.000,-0.000, 0.500, 0.500
 13.100, 0.037,-0.045, 0.000,-0.002, 0.500, 0.500
 13.120, 0.037,-0.047, 0.000,-0.002, 0.500, 0.500
 13.140, 0.027, 0.001, 0.000,-0.002, 0.500, 0.500
 13.160, 0.026, 0.004, 0.000,-0.002, 0.500, 0.500
 13.180, 0.027, 0.000, 0.000,-0.002, 0.500, 0.500
 13.200, 0.018,-0.045, 0.000,-0.003, 0.500, 0.500
 13.220, 0.019,-0.047, 0.000,-0.003, 0.500, 0.500
 13.240, 0.008, 0.001, 0.000,-0.003, 0.500, 0.500
 13.260, 0.007, 0.004, 0.000,-0.003, 0.500, 0.500
 13.280, 0.008, 0.000, 0.000,-0.003, 0.500, 0.500
 13.300, 0.008,-0.000, 0.000,-0.003, 0.500, 0.500
 13.320, 0.008,-0.000, 0.000,-0.003, 0.500, 0.500
 13.340, 0.008, 0.000, 0.000,-0.003, 0.500, 0.500
 13.360, 0.008, 0.000, 0.000,-0.003, 0.500, 0.500
 13.380, 0.007,-0.000, 0.000,-0.003, 0.500, 0.500
 13.400, 0.007,-0.000, 0.000,-0.003, 0.500, 0.500
 13.420, 0.007, 0.000, 0.000,-0.003, 0.500, 0.500
 13.440, 0.007, 0.000, 0.000,-0.003, 0.500, 0.500
 13.460, 0.007,-0.000, 0.000,-0.003, 0.500, 0.500
 13.480, 0.007,-0.000, 0.000,-0.003, 0.500, 0.500
 13.500, 0.007, 0.000, 0.000,-0.003, 0.500, 0.500
 13.520, 0.015, 0.044, 0.000,-0.002, 0.500, 0.500
