Tiempo ;REI;V_ANGULA;V_CARRIT;ANGULO;CARRITO;REFERENC;;;;;;;;
7,26;0,085;-0,005;0,005;0,002;0,497;0,5;;;;;;;;
7,28;0,086;-0,004;0,004;0,002;0,497;0,5;;;;;;;;
7,3;0,092;0;0,003;0,002;0,497;0,5;;;;;;;;
7,32;0,157;0,045;0,003;0,003;0,497;0,5;;;;;;;;
7,34;0,15;0,047;0,004;0,003;0,497;0,5;;;;;;;;
7,36;0,031;-0,045;0,007;0,002;0,497;0,5;;;;;;;;
7,38;0,019;-0,051;0,008;0,002;0,497;0,5;;;;;;;;
7,4;-0,011;-0,044;0,006;0;0,497;0,5;;;;;;;;
7,42;-0,01;-0,043;0,005;0;0,497;0,5;;;;;;;;
7,44;0,037;0,001;0,001;0;0,497;0,5;;;;;;;;
7,46;0,116;0,048;-0,001;0,002;0,497;0,5;;;;;;;;
7,48;0,103;0,047;0,001;0,002;0,497;0,5;;;;;;;;
7,5;0,055;-0,001;0,005;0,002;0,498;0,5;;;;;;;;
7,52;0,053;-0,004;0,004;0,002;0,498;0,5;;;;;;;;
7,54;0,064;0;0,001;0,002;0,498;0,5;;;;;;;;
7,56;0,137;0,045;0;0,003;0,498;0,5;;;;;;;;
7,58;0,142;0,047;0;0,003;0,498;0,5;;;;;;;;
7,6;0,177;0,044;0;0,005;0,498;0,5;;;;;;;;
7,62;0,178;0,043;0;0,005;0,498;0,5;;;;;;;;
7,64;0,216;0,044;0;0,007;0,498;0,5;;;;;;;;
7,66;0,218;0,044;0;0,007;0,498;0,5;;;;;;;;
7,68;0,188;-0,001;0;0,007;0,498;0,5;;;;;;;;
7,7;0,255;0,041;0;0,009;0,498;0,5;;;;;;;;
7,72;0,261;0,047;0;0,009;0,498;0,5;;;;;;;;
7,74;0,229;0;0;0,009;0,498;0,5;;;;;;;;
7,76;0,228;-0,004;0;0,009;0,498;0,5;;;;;;;;
7,78;0,231;0;0;0,009;0,498;0,5;;;;;;;;
7,8;0,23;0;0,001;0,009;0,498;0,5;;;;;;;;
7,82;0,231;0;0,001;0,009;0,498;0,5;;;;;;;;
7,84;0,234;0;0;0,009;0,498;0,5;;;;;;;;
7,86;0,168;-0,044;0;0,007;0,498;0,5;;;;;;;;
7,88;0,167;-0,047;0;0,007;0,498;0,5;;;;;;;;
7,9;0,202;0,001;0;0,007;0,498;0,5;;;;;;;;
7,92;0,138;-0,041;0;0,005;0,498;0,5;;;;;;;;
7,94;0,134;-0,047;0;0,005;0,498;0,5;;;;;;;;
7,96;0,101;-0,044;0;0,003;0,498;0,5;;;;;;;;
7,98;0,035;-0,088;0;0,002;0,498;0,5;;;;;;;;
8;0,066;-0,046;0;0,002;0,498;0,5;;;;;;;;
8,02;0,035;-0,04;0;0;0,498;0,5;;;;;;;;
8,04;0,034;-0,043;0;0;0,498;0,5;;;;;;;;
8,06;-0,002;-0,044;0;-0,002;0,498;0,5;;;;;;;;
8,08;0,002;-0,044;-0,001;-0,002;0,498;0,5;;;;;;;;
8,1;0,044;0,001;-0,002;-0,002;0,498;0,5;;;;;;;;
8,12;-0,022;-0,041;-0,002;-0,003;0,498;0,5;;;;;;;;
8,14;-0,031;-0,047;0;-0,003;0,498;0,5;;;;;;;;
8,16;0,012;0;-0,001;-0,003;0,497;0,5;;;;;;;;
8,18;0,02;0,004;-0,002;-0,003;0,497;0,5;;;;;;;;
8,2;-0,061;-0,044;0,001;-0,005;0,497;0,5;;;;;;;;
8,22;-0,138;-0,092;0,002;-0,007;0,498;0,5;;;;;;;;
8,24;-0,092;-0,047;0;-0,007;0,497;0,5;;;;;;;;
8,26;0,033;0,049;-0,005;-0,005;0,497;0,5;;;;;;;;
8,28;0,034;0,051;-0,003;-0,005;0,497;0,5;;;;;;;;
8,3;-0,014;-0,001;0;-0,005;0,497;0,5;;;;;;;;
8,32;-0,03;-0,004;0,003;-0,005;0,497;0,5;;;;;;;;
8,34;-0,021;0;0,002;-0,005;0,497;0,5;;;;;;;;
8,36;-0,004;0;-0,002;-0,005;0,497;0,5;;;;;;;;
8,38;-0,001;0;-0,002;-0,005;0,497;0,5;;;;;;;;
8,4;0,001;0;-0,002;-0,005;0,497;0,5;;;;;;;;
8,42;0,072;0,044;-0,002;-0,003;0,497;0,5;;;;;;;;
8,44;0,069;0,047;0;-0,003;0,497;0,5;;;;;;;;
8,46;0,022;-0,001;0,003;-0,003;0,497;0,5;;;;;;;;
8,48;-0,066;-0,048;0,006;-0,005;0,498;0,5;;;;;;;;
8,5;-0,06;-0,047;0,004;-0,005;0,498;0,5;;;;;;;;
8,52;-0,002;0,001;-0,001;-0,005;0,498;0,5;;;;;;;;
8,54;0,158;0,093;-0,005;-0,002;0,497;0,5;;;;;;;;
8,56;0,228;0,139;-0,005;0;0,497;0,5;;;;;;;;
8,58;0,137;0,046;0,002;0;0,497;0,5;;;;;;;;
8,6;0,007;-0,053;0,007;-0,002;0,498;0,5;;;;;;;;
8,62;-0,061;-0,096;0,006;-0,003;0,498;0,5;;;;;;;;
8,64;-0,008;-0,046;0,001;-0,003;0,498;0,5;;;;;;;;
8,66;0,191;0,094;-0,004;0;0,498;0,5;;;;;;;;
8,68;0,341;0,187;-0,006;0,003;0,497;0,5;;;;;;;;
8,7;0,256;0,093;-0,001;0,003;0,498;0,5;;;;;;;;
8,72;0,158;-0,009;0,005;0,003;0,498;0,5;;;;;;;;
8,74;0,086;-0,053;0,006;0,002;0,498;0,5;;;;;;;;
8,76;0,094;-0,047;0,004;0,002;0,498;0,5;;;;;;;;
8,78;0,128;0,001;0,003;0,002;0,498;0,5;;;;;;;;
8,8;0,053;-0,04;0,004;0;0,498;0,5;;;;;;;;
8,82;0,042;-0,047;0,005;0;0,498;0,5;;;;;;;;
8,84;0,08;0;0,003;0;0,498;0,5;;;;;;;;
8,86;0,091;0,004;0,001;0;0,498;0,5;;;;;;;;
8,88;0,093;0;0;0;0,498;0,5;;;;;;;;
8,9;0,093;0;0;0;0,498;0,5;;;;;;;;
8,92;0,162;0,044;0;0,002;0,498;0,5;;;;;;;;
8,94;0,165;0,047;0;0,002;0,498;0,5;;;;;;;;
8,96;0,133;-0,001;0;0,002;0,498;0,5;;;;;;;;
8,98;0,199;0,041;0;0,003;0,498;0,5;;;;;;;;
9;0,202;0,047;0,001;0,003;0,498;0,5;;;;;;;;
9,02;0,169;0;0,001;0,003;0,498;0,5;;;;;;;;
9,04;0,238;0,041;0;0,005;0,498;0,5;;;;;;;;
9,06;0,243;0,047;0;0,005;0,498;0,5;;;;;;;;
9,08;0,208;0;0,001;0,005;0,498;0,5;;;;;;;;
9,1;0,203;-0,004;0,001;0,005;0,498;0,5;;;;;;;;
9,12;0,206;0;0,001;0,005;0,498;0,5;;;;;;;;
9,14;0,2;0;0,002;0,005;0,498;0,5;;;;;;;;
9,16;0,116;-0,044;0,005;0,003;0,498;0,5;;;;;;;;
9,18;0,037;-0,092;0,006;0,002;0,498;0,5;;;;;;;;
9,2;0,004;-0,091;0,004;0;0,499;0,5;;;;;;;;
9,22;0,045;-0,043;0,002;0;0,499;0,5;;;;;;;;
9,24;0,085;0,005;0;0;0,499;0,5;;;;;;;;
9,26;0,086;0,004;0;0;0,499;0,5;;;;;;;;
9,28;0,084;0;0;0;0,499;0,5;;;;;;;;
9,3;0,085;0;0;0;0,499;0,5;;;;;;;;
9,32;0,086;0;0;0;0,499;0,5;;;;;;;;
9,34;0,086;0;0;0;0,499;0,5;;;;;;;;
9,36;0,087;0;0;0;0,499;0,5;;;;;;;;
9,38;0,088;0;0;0;0,499;0,5;;;;;;;;
9,4;0,089;0;0;0;0,499;0,5;;;;;;;;
9,42;0,09;0;0;0;0,499;0,5;;;;;;;;
9,44;0,09;0;0;0;0,499;0,5;;;;;;;;
9,46;0,091;0;0;0;0,499;0,5;;;;;;;;
9,48;0,092;0;0;0;0,499;0,5;;;;;;;;
9,5;0,093;0;0;0;0,499;0,5;;;;;;;;
9,52;0,094;0;0;0;0,499;0,5;;;;;;;;
9,54;0,094;0;0;0;0,499;0,5;;;;;;;;
9,56;0,095;0;0;0;0,499;0,5;;;;;;;;
9,58;0,096;0;0;0;0,499;0,5;;;;;;;;
9,6;0,097;0;0;0;0,499;0,5;;;;;;;;
9,62;0,097;0;0;0;0,499;0,5;;;;;;;;
9,64;0,098;0;0;0;0,499;0,5;;;;;;;;
9,66;0,099;0;0;0;0,499;0,5;;;;;;;;
9,68;0,1;0;0;0;0,499;0,5;;;;;;;;
9,7;0,101;0;0;0;0,499;0,5;;;;;;;;
9,72;0,169;0,044;0;0,002;0,499;0,5;;;;;;;;
9,74;0,172;0,047;0;0,002;0,499;0,5;;;;;;;;
9,76;0,139;-0,001;0;0,002;0,499;0,5;;;;;;;;
9,78;0,135;-0,004;0,001;0,002;0,499;0,5;;;;;;;;
9,8;0,138;0;0,001;0,002;0,499;0,5;;;;;;;;
9,82;0,141;0;0;0,002;0,499;0,5;;;;;;;;
9,84;0,142;0;0;0,002;0,499;0,5;;;;;;;;
9,86;0,142;0;0;0,002;0,499;0,5;;;;;;;;
9,88;0,143;0;0;0,002;0,499;0,5;;;;;;;;
9,9;0,144;0;0;0,002;0,499;0,5;;;;;;;;
9,92;0,145;0;0;0,002;0,499;0,5;;;;;;;;
9,94;0,145;0;0;0,002;0,499;0,5;;;;;;;;
9,96;0,146;0;0;0,002;0,499;0,5;;;;;;;;
9,98;0,147;0;0;0,002;0,499;0,5;;;;;;;;
10;0,148;0;0;0,002;0,499;0,5;;;;;;;;
10,02;0,145;0;0,001;0,002;0,499;0,5;;;;;;;;
10,04;0,146;0;0,001;0,002;0,499;0,5;;;;;;;;
10,06;0,149;0;0;0,002;0,499;0,5;;;;;;;;
10,08;0,079;-0,044;0;0;0,499;0,5;;;;;;;;
10,1;0,068;-0,047;0,002;0;0,499;0,5;;;;;;;;
10,12;0,027;-0,044;0,003;-0,002;0,499;0,5;;;;;;;;
10,14;-0,046;-0,088;0,004;-0,003;0,499;0,5;;;;;;;;
10,16;-0,011;-0,046;0,002;-0,003;0,499;0,5;;;;;;;;
10,18;0,042;0,004;-0,002;-0,003;0,499;0,5;;;;;;;;
10,2;0,049;0,004;-0,003;-0,003;0,499;0,5;;;;;;;;
10,22;0,035;0;0;-0,003;0,499;0,5;;;;;;;;
10,24;0,021;0;0,003;-0,003;0,499;0,5;;;;;;;;
10,26;0,02;0;0,003;-0,003;0,499;0,5;;;;;;;;
10,28;0,024;0;0,002;-0,003;0,499;0,5;;;;;;;;
10,3;0,028;0;0;-0,003;0,499;0,5;;;;;;;;
10,32;0,03;0;0;-0,003;0,499;0,5;;;;;;;;
10,34;0,031;0;0;-0,003;0,499;0,5;;;;;;;;
10,36;0,099;0,044;0;-0,002;0,499;0,5;;;;;;;;
10,38;0,102;0,047;0;-0,002;0,499;0,5;;;;;;;;
10,4;0,136;0,044;0;0;0,499;0,5;;;;;;;;
10,42;0,137;0,043;0;0;0,499;0,5;;;;;;;;
10,44;0,106;-0,001;0;0;0,499;0,5;;;;;;;;
10,46;0,173;0,041;0;0,002;0,499;0,5;;;;;;;;
10,48;0,175;0,047;0,001;0,002;0,499;0,5;;;;;;;;
10,5;0,142;0;0,001;0,002;0,499;0,5;;;;;;;;
10,52;0,136;-0,004;0,001;0,002;0,499;0,5;;;;;;;;
10,54;0,136;0;0,002;0,002;0,499;0,5;;;;;;;;
10,56;0,128;0;0,003;0,002;0,499;0,5;;;;;;;;
10,58;0,115;0;0,005;0,002;0,499;0,5;;;;;;;;
10,6;0,043;-0,044;0,005;0;0,499;0,5;;;;;;;;
10,62;0,048;-0,047;0,003;0;0,499;0,5;;;;;;;;
10,64;0,089;0,001;0;0;0,499;0,5;;;;;;;;
10,66;0,094;0,004;0;0;0,499;0,5;;;;;;;;
10,68;0,091;0;0;0;0,499;0,5;;;;;;;;
10,7;0,091;0;0;0;0,499;0,5;;;;;;;;
10,72;0,159;0,044;0;0,002;0,499;0,5;;;;;;;;
10,74;0,162;0,047;0;0,002;0,499;0,5;;;;;;;;
10,76;0,129;-0,001;0;0,002;0,499;0,5;;;;;;;;
10,78;0,127;-0,004;0;0,002;0,499;0,5;;;;;;;;
10,8;0,13;0;0;0,002;0,499;0,5;;;;;;;;
10,82;0,198;0,045;0;0,003;0,499;0,5;;;;;;;;
10,84;0,2;0,047;0;0,003;0,499;0,5;;;;;;;;
10,86;0,167;-0,001;0;0,003;0,499;0,5;;;;;;;;
10,88;0,165;-0,004;0;0,003;0,499;0,5;;;;;;;;
10,9;0,168;0;0;0,003;0,499;0,5;;;;;;;;
10,92;0,169;0;0;0,003;0,499;0,5;;;;;;;;
10,94;0,169;0;0;0,003;0,499;0,5;;;;;;;;
10,96;0,17;0;0;0,003;0,499;0,5;;;;;;;;
10,98;0,17;0;0;0,003;0,499;0,5;;;;;;;;
11;0,17;0;0;0,003;0,499;0,5;;;;;;;;
11,02;0,171;0;0;0,003;0,499;0,5;;;;;;;;
11,04;0,171;0;0;0,003;0,499;0,5;;;;;;;;
11,06;0,172;0;0;0,003;0,499;0,5;;;;;;;;
11,08;0,172;0;0;0,003;0,499;0,5;;;;;;;;
11,1;0,172;0;0;0,003;0,499;0,5;;;;;;;;
11,12;0,105;-0,044;0;0,002;0,499;0,5;;;;;;;;
11,14;0,104;-0,047;0;0,002;0,499;0,5;;;;;;;;
11,16;0,137;0,001;0;0,002;0,499;0,5;;;;;;;;
11,18;0,14;0,004;0;0,002;0,499;0,5;;;;;;;;
11,2;0,07;-0,044;0;0;0,499;0,5;;;;;;;;
11,22;0,068;-0,048;0;0;0,499;0,5;;;;;;;;
11,24;0,102;0,001;0;0;0,499;0,5;;;;;;;;
11,26;0,105;0,004;0;0;0,499;0,5;;;;;;;;
11,28;0,103;0;0;0;0,499;0,5;;;;;;;;
11,3;0,035;-0,045;0;-0,002;0,499;0,5;;;;;;;;
11,32;0,034;-0,047;0;-0,002;0,499;0,5;;;;;;;;
11,34;0,068;0,001;0;-0,002;0,499;0,5;;;;;;;;
11,36;0,003;-0,04;0;-0,003;0,499;0,5;;;;;;;;
11,38;-0,001;-0,047;0;-0,003;0,499;0,5;;;;;;;;
11,4;0,038;0;-0,001;-0,003;0,499;0,5;;;;;;;;
11,42;0,051;0,004;-0,003;-0,003;0,499;0,5;;;;;;;;
11,44;0,045;0;-0,002;-0,003;0,499;0,5;;;;;;;;
11,46;0,033;0;0,001;-0,003;0,499;0,5;;;;;;;;
11,48;0,03;0;0,002;-0,003;0,499;0,5;;;;;;;;
11,5;0,035;0;0,001;-0,003;0,499;0,5;;;;;;;;
11,52;0,037;0;0;-0,003;0,499;0,5;;;;;;;;
11,54;0,038;0;0;-0,003;0,499;0,5;;;;;;;;
11,56;0,038;0;0;-0,003;0,499;0,5;;;;;;;;
11,58;0,038;0;0;-0,003;0,499;0,5;;;;;;;;
11,6;0,039;0;0;-0,003;0,499;0,5;;;;;;;;
11,62;0,107;0,044;0;-0,002;0,499;0,5;;;;;;;;
11,64;0,109;0,047;0;-0,002;0,499;0,5;;;;;;;;
11,66;0,076;-0,001;0;-0,002;0,499;0,5;;;;;;;;
11,68;0,074;-0,004;0;-0,002;0,499;0,5;;;;;;;;
11,7;0,145;0,044;0;0;0,499;0,5;;;;;;;;
11,72;0,148;0,048;0;0;0,499;0,5;;;;;;;;
11,74;0,114;-0,001;0;0;0,499;0,5;;;;;;;;
11,76;0,112;-0,004;0;0;0,499;0,5;;;;;;;;
11,78;0,116;0;0;0;0,499;0,5;;;;;;;;
11,8;0,184;0,045;0;0,002;0,499;0,5;;;;;;;;
11,82;0,186;0,047;0;0,002;0,499;0,5;;;;;;;;
11,84;0,153;-0,001;0;0,002;0,499;0,5;;;;;;;;
11,86;0,151;-0,004;0;0,002;0,499;0,5;;;;;;;;
11,88;0,154;0;0;0,002;0,499;0,5;;;;;;;;
11,9;0,155;0;0;0,002;0,499;0,5;;;;;;;;
11,92;0,155;0;0;0,002;0,499;0,5;;;;;;;;
11,94;0,156;0;0;0,002;0,499;0,5;;;;;;;;
11,96;0,156;0;0;0,002;0,499;0,5;;;;;;;;
11,98;0,157;0;0;0,002;0,499;0,5;;;;;;;;
12;0,157;0;0;0,002;0,499;0,5;;;;;;;;
12,02;0,157;0;0;0,002;0,499;0,5;;;;;;;;
12,04;0,158;0;0;0,002;0,499;0,5;;;;;;;;
12,06;0,158;0;0;0,002;0,499;0,5;;;;;;;;
12,08;0,159;0;0;0,002;0,499;0,5;;;;;;;;
12,1;0,159;0;0;0,002;0,499;0,5;;;;;;;;
12,12;0,159;0;0;0,002;0,499;0,5;;;;;;;;
12,14;0,16;0;0;0,002;0,499;0,5;;;;;;;;
12,16;0,16;0;0;0,002;0,499;0,5;;;;;;;;
12,18;0,161;0;0;0,002;0,499;0,5;;;;;;;;
12,2;0,161;0;0;0,002;0,499;0,5;;;;;;;;
12,22;0,162;0;0;0,002;0,499;0,5;;;;;;;;
12,24;0,162;0;0;0,002;0,499;0,5;;;;;;;;
12,26;0,162;0;0;0,002;0,499;0,5;;;;;;;;
12,28;0,095;-0,044;0;0;0,499;0,5;;;;;;;;
12,3;0,094;-0,047;0;0;0,499;0,5;;;;;;;;
12,32;0,127;0,001;0;0;0,499;0,5;;;;;;;;
12,34;0,13;0,004;0;0;0,499;0,5;;;;;;;;
12,36;0,128;0;0;0;0,499;0,5;;;;;;;;
12,38;0,128;0;0;0;0,499;0,5;;;;;;;;
12,4;0,129;0;0;0;0,499;0,5;;;;;;;;
12,42;0,129;0;0;0;0,499;0,5;;;;;;;;
12,44;0,062;-0,044;0;-0,002;0,499;0,5;;;;;;;;
12,46;0,06;-0,047;0;-0,002;0,499;0,5;;;;;;;;
