Tiempo ;CONTROL;PID;ANGULO;REFERENCIA;PERTURBACION;;;;;;;
19,32;1.743;1.543;0,593;0,6;0.2;;;;;;;
19,34;1.743;1.543;0,593;0,6;0.2;;;;;;;
19,36;1.752;1.552;0,592;0,6;0.2;;;;;;;
19,38;1.75;1.55;0,592;0,6;0.2;;;;;;;
19,4;1.748;1.548;0,592;0,6;0.2;;;;;;;
19,42;1.747;1.547;0,592;0,6;0.2;;;;;;;
19,44;1.746;1.546;0,592;0,6;0.2;;;;;;;
19,46;1.746;1.546;0,592;0,6;0.2;;;;;;;
19,48;1.736;1.536;0,593;0,6;0.2;;;;;;;
19,5;1.739;1.539;0,593;0,6;0.2;;;;;;;
19,52;1.741;1.541;0,593;0,6;0.2;;;;;;;
19,54;1.742;1.542;0,593;0,6;0.2;;;;;;;
19,56;1.744;1.544;0,593;0,6;0.2;;;;;;;
19,58;1.744;1.544;0,593;0,6;0.2;;;;;;;
19,6;1.745;1.545;0,593;0,6;0.2;;;;;;;
19,62;1.746;1.546;0,593;0,6;0.2;;;;;;;
19,64;1.737;1.537;0,595;0,6;0.2;;;;;;;
19,66;1.74;1.54;0,595;0,6;0.2;;;;;;;
19,68;1.743;1.543;0,595;0,6;0.2;;;;;;;
19,7;1.744;1.544;0,595;0,6;0.2;;;;;;;
19,72;1.737;1.537;0,597;0,6;0.2;;;;;;;
19,74;1.74;1.54;0,597;0,6;0.2;;;;;;;
19,76;1.743;1.543;0,597;0,6;0.2;;;;;;;
19,78;1.745;1.545;0,597;0,6;0.2;;;;;;;
19,8;1.738;1.538;0,599;0,6;0.2;;;;;;;
19,82;1.741;1.541;0,599;0,6;0.2;;;;;;;
19,84;1.744;1.544;0,599;0,6;0.2;;;;;;;
19,86;1.746;1.546;0,599;0,6;0.2;;;;;;;
19,88;1.741;1.541;0,6;0,6;0.2;;;;;;;
19,9;1.744;1.544;0,6;0,6;0.2;;;;;;;
19,92;1.747;1.547;0,6;0,6;0.2;;;;;;;
19,94;1.748;1.548;0,6;0,6;0.2;;;;;;;
19,96;1.75;1.55;0,6;0,6;0.2;;;;;;;
19,98;1.739;1.539;0,602;0,6;0.2;;;;;;;
20;1.743;1.543;0,602;0,6;0.2;;;;;;;
20,02;1.546;1.546;0,602;0,6;0.0;;;;;;;
20,04;1.548;1.548;0,602;0,6;0.0;;;;;;;
20,06;1.55;1.55;0,602;0,6;0.0;;;;;;;
20,08;1.551;1.551;0,602;0,6;0.0;;;;;;;
20,1;1.551;1.551;0,602;0,6;0.0;;;;;;;
20,12;1.552;1.552;0,602;0,6;0.0;;;;;;;
20,14;1.552;1.552;0,602;0,6;0.0;;;;;;;
20,16;1.564;1.564;0,6;0,6;0.0;;;;;;;
20,18;1.567;1.567;0,599;0,6;0.0;;;;;;;
20,2;1.572;1.572;0,597;0,6;0.0;;;;;;;
20,22;1.575;1.575;0,595;0,6;0.0;;;;;;;
20,24;1.586;1.586;0,592;0,6;0.0;;;;;;;
20,26;1.593;1.593;0,588;0,6;0.0;;;;;;;
20,28;1.598;1.598;0,585;0,6;0.0;;;;;;;
20,3;1.602;1.602;0,581;0,6;0.0;;;;;;;
20,32;1.603;1.603;0,578;0,6;0.0;;;;;;;
20,34;1.604;1.604;0,574;0,6;0.0;;;;;;;
20,36;1.614;1.614;0,569;0,6;0.0;;;;;;;
20,38;1.611;1.611;0,565;0,6;0.0;;;;;;;
20,4;1.618;1.618;0,56;0,6;0.0;;;;;;;
20,42;1.622;1.622;0,555;0,6;0.0;;;;;;;
20,44;1.625;1.625;0,55;0,6;0.0;;;;;;;
20,46;1.617;1.617;0,546;0,6;0.0;;;;;;;
20,48;1.621;1.621;0,541;0,6;0.0;;;;;;;
20,5;1.623;1.623;0,536;0,6;0.0;;;;;;;
20,52;1.625;1.625;0,531;0,6;0.0;;;;;;;
20,54;1.616;1.616;0,527;0,6;0.0;;;;;;;
20,56;1.619;1.619;0,522;0,6;0.0;;;;;;;
20,58;1.613;1.613;0,518;0,6;0.0;;;;;;;
20,6;1.617;1.617;0,513;0,6;0.0;;;;;;;
20,62;1.611;1.611;0,51;0,6;0.0;;;;;;;
20,64;1.607;1.607;0,506;0,6;0.0;;;;;;;
20,66;1.604;1.604;0,503;0,6;0.0;;;;;;;
20,68;1.593;1.593;0,501;0,6;0.0;;;;;;;
20,7;1.595;1.595;0,497;0,6;0.0;;;;;;;
20,72;1.588;1.588;0,496;0,6;0.0;;;;;;;
20,74;1.583;1.583;0,494;0,6;0.0;;;;;;;
20,76;1.581;1.581;0,492;0,6;0.0;;;;;;;
20,78;1.579;1.579;0,49;0,6;0.0;;;;;;;
20,8;1.579;1.579;0,489;0,6;0.0;;;;;;;
20,82;1.571;1.571;0,489;0,6;0.0;;;;;;;
20,84;1.566;1.566;0,489;0,6;0.0;;;;;;;
20,86;1.563;1.563;0,489;0,6;0.0;;;;;;;
20,88;1.562;1.562;0,489;0,6;0.0;;;;;;;
20,9;1.562;1.562;0,489;0,6;0.0;;;;;;;
20,92;1.555;1.555;0,49;0,6;0.0;;;;;;;
20,94;1.559;1.559;0,49;0,6;0.0;;;;;;;
20,96;1.555;1.555;0,492;0,6;0.0;;;;;;;
20,98;1.553;1.553;0,494;0,6;0.0;;;;;;;
21;1.552;1.552;0,496;0,6;0.0;;;;;;;
21,02;1.544;1.544;0,499;0,6;0.0;;;;;;;
21,04;1.549;1.549;0,501;0,6;0.0;;;;;;;
21,06;1.554;1.554;0,503;0,6;0.0;;;;;;;
21,08;1.549;1.549;0,506;0,6;0.0;;;;;;;
21,1;1.557;1.557;0,508;0,6;0.0;;;;;;;
21,12;1.554;1.554;0,511;0,6;0.0;;;;;;;
21,14;1.553;1.553;0,515;0,6;0.0;;;;;;;
21,16;1.554;1.554;0,518;0,6;0.0;;;;;;;
21,18;1.565;1.565;0,52;0,6;0.0;;;;;;;
21,2;1.565;1.565;0,524;0,6;0.0;;;;;;;
21,22;1.567;1.567;0,527;0,6;0.0;;;;;;;
21,24;1.578;1.578;0,529;0,6;0.0;;;;;;;
21,26;1.578;1.578;0,532;0,6;0.0;;;;;;;
21,28;1.579;1.579;0,536;0,6;0.0;;;;;;;
21,3;1.581;1.581;0,539;0,6;0.0;;;;;;;
21,32;1.593;1.593;0,541;0,6;0.0;;;;;;;
21,34;1.593;1.593;0,545;0,6;0.0;;;;;;;
21,36;1.603;1.603;0,546;0,6;0.0;;;;;;;
21,38;1.602;1.602;0,55;0,6;0.0;;;;;;;
21,4;1.612;1.612;0,552;0,6;0.0;;;;;;;
21,42;1.619;1.619;0,553;0,6;0.0;;;;;;;
21,44;1.617;1.617;0,557;0,6;0.0;;;;;;;
21,46;1.624;1.624;0,559;0,6;0.0;;;;;;;
21,48;1.631;1.631;0,56;0,6;0.0;;;;;;;
21,5;1.636;1.636;0,562;0,6;0.0;;;;;;;
21,52;1.641;1.641;0,564;0,6;0.0;;;;;;;
21,54;1.645;1.645;0,565;0,6;0.0;;;;;;;
21,56;1.648;1.648;0,567;0,6;0.0;;;;;;;
21,58;1.651;1.651;0,569;0,6;0.0;;;;;;;
21,6;1.663;1.663;0,569;0,6;0.0;;;;;;;
21,62;1.663;1.663;0,571;0,6;0.0;;;;;;;
21,64;1.663;1.663;0,572;0,6;0.0;;;;;;;
21,66;1.673;1.673;0,572;0,6;0.0;;;;;;;
21,68;1.671;1.671;0,574;0,6;0.0;;;;;;;
21,7;1.671;1.671;0,576;0,6;0.0;;;;;;;
21,72;1.68;1.68;0,576;0,6;0.0;;;;;;;
21,74;1.677;1.677;0,578;0,6;0.0;;;;;;;
21,76;1.685;1.685;0,578;0,6;0.0;;;;;;;
21,78;1.691;1.691;0,578;0,6;0.0;;;;;;;
21,8;1.687;1.687;0,579;0,6;0.0;;;;;;;
21,82;1.693;1.693;0,579;0,6;0.0;;;;;;;
21,84;1.698;1.698;0,579;0,6;0.0;;;;;;;
21,86;1.692;1.692;0,581;0,6;0.0;;;;;;;
21,88;1.698;1.698;0,581;0,6;0.0;;;;;;;
21,9;1.702;1.702;0,581;0,6;0.0;;;;;;;
21,92;1.705;1.705;0,581;0,6;0.0;;;;;;;
21,94;1.708;1.708;0,581;0,6;0.0;;;;;;;
21,96;1.701;1.701;0,583;0,6;0.0;;;;;;;
21,98;1.705;1.705;0,583;0,6;0.0;;;;;;;
22;1.708;1.708;0,583;0,6;0.0;;;;;;;
22,02;1.711;1.711;0,583;0,6;0.0;;;;;;;
22,04;1.713;1.713;0,583;0,6;0.0;;;;;;;
22,06;1.715;1.715;0,583;0,6;0.0;;;;;;;
22,08;1.716;1.716;0,583;0,6;0.0;;;;;;;
22,1;1.717;1.717;0,583;0,6;0.0;;;;;;;
22,12;1.718;1.718;0,583;0,6;0.0;;;;;;;
22,14;1.719;1.719;0,583;0,6;0.0;;;;;;;
22,16;1.711;1.711;0,585;0,6;0.0;;;;;;;
22,18;1.714;1.714;0,585;0,6;0.0;;;;;;;
22,2;1.717;1.717;0,585;0,6;0.0;;;;;;;
22,22;1.719;1.719;0,585;0,6;0.0;;;;;;;
22,24;1.72;1.72;0,585;0,6;0.0;;;;;;;
22,26;1.722;1.722;0,585;0,6;0.0;;;;;;;
22,28;1.714;1.714;0,586;0,6;0.0;;;;;;;
22,3;1.717;1.717;0,586;0,6;0.0;;;;;;;
22,32;1.72;1.72;0,586;0,6;0.0;;;;;;;
22,34;1.713;1.713;0,588;0,6;0.0;;;;;;;
22,36;1.718;1.718;0,588;0,6;0.0;;;;;;;
22,38;1.721;1.721;0,588;0,6;0.0;;;;;;;
22,4;1.715;1.715;0,59;0,6;0.0;;;;;;;
22,42;1.719;1.719;0,59;0,6;0.0;;;;;;;
22,44;1.723;1.723;0,59;0,6;0.0;;;;;;;
22,46;1.716;1.716;0,592;0,6;0.0;;;;;;;
22,48;1.721;1.721;0,592;0,6;0.0;;;;;;;
22,5;1.716;1.716;0,593;0,6;0.0;;;;;;;
22,52;1.721;1.721;0,593;0,6;0.0;;;;;;;
22,54;1.716;1.716;0,595;0,6;0.0;;;;;;;
22,56;1.722;1.722;0,595;0,6;0.0;;;;;;;
22,58;1.717;1.717;0,597;0,6;0.0;;;;;;;
22,6;1.723;1.723;0,597;0,6;0.0;;;;;;;
22,62;1.718;1.718;0,599;0,6;0.0;;;;;;;
22,64;1.724;1.724;0,599;0,6;0.0;;;;;;;
22,66;1.728;1.728;0,599;0,6;0.0;;;;;;;
22,68;1.724;1.724;0,6;0,6;0.0;;;;;;;
22,7;1.729;1.729;0,6;0,6;0.0;;;;;;;
22,72;1.721;1.721;0,602;0,6;0.0;;;;;;;
22,74;1.726;1.726;0,602;0,6;0.0;;;;;;;
22,76;1.721;1.721;0,604;0,6;0.0;;;;;;;
22,78;1.727;1.727;0,604;0,6;0.0;;;;;;;
22,8;1.731;1.731;0,604;0,6;0.0;;;;;;;
22,82;1.725;1.725;0,606;0,6;0.0;;;;;;;
22,84;1.73;1.73;0,606;0,6;0.0;;;;;;;
22,86;1.733;1.733;0,606;0,6;0.0;;;;;;;
22,88;1.727;1.727;0,607;0,6;0.0;;;;;;;
22,9;1.731;1.731;0,607;0,6;0.0;;;;;;;
22,92;1.734;1.734;0,607;0,6;0.0;;;;;;;
22,94;1.737;1.737;0,607;0,6;0.0;;;;;;;
22,96;1.738;1.738;0,607;0,6;0.0;;;;;;;
22,98;1.739;1.739;0,607;0,6;0.0;;;;;;;
23;1.74;1.74;0,607;0,6;0.0;;;;;;;
23,02;1.74;1.74;0,607;0,6;0.0;;;;;;;
23,04;1.741;1.741;0,607;0,6;0.0;;;;;;;
23,06;1.741;1.741;0,607;0,6;0.0;;;;;;;
23,08;1.741;1.741;0,607;0,6;0.0;;;;;;;
23,1;1.741;1.741;0,607;0,6;0.0;;;;;;;
23,12;1.741;1.741;0,607;0,6;0.0;;;;;;;
23,14;1.741;1.741;0,607;0,6;0.0;;;;;;;
23,16;1.749;1.749;0,606;0,6;0.0;;;;;;;
23,18;1.746;1.746;0,606;0,6;0.0;;;;;;;
23,2;1.744;1.744;0,606;0,6;0.0;;;;;;;
23,22;1.752;1.752;0,604;0,6;0.0;;;;;;;
23,24;1.748;1.748;0,604;0,6;0.0;;;;;;;
23,26;1.745;1.745;0,604;0,6;0.0;;;;;;;
23,28;1.743;1.743;0,604;0,6;0.0;;;;;;;
23,3;1.75;1.75;0,602;0,6;0.0;;;;;;;
23,32;1.746;1.746;0,602;0,6;0.0;;;;;;;
23,34;1.743;1.743;0,602;0,6;0.0;;;;;;;
23,36;1.741;1.741;0,602;0,6;0.0;;;;;;;
23,38;1.739;1.739;0,602;0,6;0.0;;;;;;;
23,4;1.738;1.738;0,602;0,6;0.0;;;;;;;
23,42;1.737;1.737;0,602;0,6;0.0;;;;;;;
23,44;1.748;1.748;0,6;0,6;0.0;;;;;;;
23,46;1.744;1.744;0,6;0,6;0.0;;;;;;;
23,48;1.742;1.742;0,6;0,6;0.0;;;;;;;
23,5;1.74;1.74;0,6;0,6;0.0;;;;;;;
23,52;1.738;1.738;0,6;0,6;0.0;;;;;;;
23,54;1.737;1.737;0,6;0,6;0.0;;;;;;;
23,56;1.736;1.736;0,6;0,6;0.0;;;;;;;
23,58;1.736;1.736;0,6;0,6;0.0;;;;;;;
23,6;1.735;1.735;0,6;0,6;0.0;;;;;;;
23,62;1.735;1.735;0,6;0,6;0.0;;;;;;;
23,64;1.735;1.735;0,6;0,6;0.0;;;;;;;
23,66;1.735;1.735;0,6;0,6;0.0;;;;;;;
23,68;1.734;1.734;0,6;0,6;0.0;;;;;;;
23,7;1.734;1.734;0,6;0,6;0.0;;;;;;;
23,72;1.734;1.734;0,6;0,6;0.0;;;;;;;
23,74;1.734;1.734;0,6;0,6;0.0;;;;;;;
23,76;1.734;1.734;0,6;0,6;0.0;;;;;;;
23,78;1.734;1.734;0,6;0,6;0.0;;;;;;;
23,8;1.734;1.734;0,6;0,6;0.0;;;;;;;
23,82;1.734;1.734;0,6;0,6;0.0;;;;;;;
23,84;1.734;1.734;0,6;0,6;0.0;;;;;;;
23,86;1.734;1.734;0,6;0,6;0.0;;;;;;;
23,88;1.734;1.734;0,6;0,6;0.0;;;;;;;
23,9;1.734;1.734;0,6;0,6;0.0;;;;;;;
23,92;1.734;1.734;0,6;0,6;0.0;;;;;;;
23,94;1.734;1.734;0,6;0,6;0.0;;;;;;;
23,96;1.734;1.734;0,6;0,6;0.0;;;;;;;
23,98;1.734;1.734;0,6;0,6;0.0;;;;;;;
24;1.734;1.734;0,6;0,6;0.0;;;;;;;
24,02;1.734;1.734;0,6;0,6;0.0;;;;;;;
24,04;1.734;1.734;0,6;0,6;0.0;;;;;;;
24,06;1.734;1.734;0,6;0,6;0.0;;;;;;;
24,08;1.734;1.734;0,6;0,6;0.0;;;;;;;
24,1;1.734;1.734;0,6;0,6;0.0;;;;;;;
24,12;1.734;1.734;0,6;0,6;0.0;;;;;;;
24,14;1.734;1.734;0,6;0,6;0.0;;;;;;;
24,16;1.734;1.734;0,6;0,6;0.0;;;;;;;
24,18;1.734;1.734;0,6;0,6;0.0;;;;;;;
24,2;1.734;1.734;0,6;0,6;0.0;;;;;;;
24,22;1.734;1.734;0,6;0,6;0.0;;;;;;;
24,24;1.734;1.734;0,6;0,6;0.0;;;;;;;
24,26;1.734;1.734;0,6;0,6;0.0;;;;;;;
24,28;1.734;1.734;0,6;0,6;0.0;;;;;;;
24,3;1.734;1.734;0,6;0,6;0.0;;;;;;;
24,32;1.734;1.734;0,6;0,6;0.0;;;;;;;
24,34;1.734;1.734;0,6;0,6;0.0;;;;;;;
24,36;1.734;1.734;0,6;0,6;0.0;;;;;;;
24,38;1.734;1.734;0,6;0,6;0.0;;;;;;;
24,4;1.734;1.734;0,6;0,6;0.0;;;;;;;
24,42;1.734;1.734;0,6;0,6;0.0;;;;;;;
24,44;1.734;1.734;0,6;0,6;0.0;;;;;;;
24,46;1.734;1.734;0,6;0,6;0.0;;;;;;;
24,48;1.734;1.734;0,6;0,6;0.0;;;;;;;
24,5;1.734;1.734;0,6;0,6;0.0;;;;;;;
24,52;1.734;1.734;0,6;0,6;0.0;;;;;;;
24,54;1.734;1.734;0,6;0,6;0.0;;;;;;;
24,56;1.734;1.734;0,6;0,6;0.0;;;;;;;
24,58;1.734;1.734;0,6;0,6;0.0;;;;;;;
24,6;1.734;1.734;0,6;0,6;0.0;;;;;;;
24,62;1.734;1.734;0,6;0,6;0.0;;;;;;;
24,64;1.734;1.734;0,6;0,6;0.0;;;;;;;
24,66;1.734;1.734;0,6;0,6;0.0;;;;;;;
24,68;1.734;1.734;0,6;0,6;0.0;;;;;;;
24,7;1.734;1.734;0,6;0,6;0.0;;;;;;;
24,72;1.734;1.734;0,6;0,6;0.0;;;;;;;
24,74;1.734;1.734;0,6;0,6;0.0;;;;;;;
24,76;1.734;1.734;0,6;0,6;0.0;;;;;;;
24,78;1.734;1.734;0,6;0,6;0.0;;;;;;;
24,8;1.734;1.734;0,6;0,6;0.0;;;;;;;
24,82;1.734;1.734;0,6;0,6;0.0;;;;;;;
24,84;1.734;1.734;0,6;0,6;0.0;;;;;;;
24,86;1.734;1.734;0,6;0,6;0.0;;;;;;;
24,88;1.734;1.734;0,6;0,6;0.0;;;;;;;
24,9;1.734;1.734;0,6;0,6;0.0;;;;;;;
24,92;1.734;1.734;0,6;0,6;0.0;;;;;;;
24,94;1.734;1.734;0,6;0,6;0.0;;;;;;;
24,96;1.734;1.734;0,6;0,6;0.0;;;;;;;
24,98;1.734;1.734;0,6;0,6;0.0;;;;;;;
25;1.734;1.734;0,6;0,6;0.0;;;;;;;
25,02;1.734;1.734;0,6;0,6;0.0;;;;;;;
25,04;1.734;1.734;0,6;0,6;0.0;;;;;;;
25,06;1.734;1.734;0,6;0,6;0.0;;;;;;;
25,08;1.741;1.741;0,599;0,6;0.0;;;;;;;
25,1;1.739;1.739;0,599;0,6;0.0;;;;;;;
25,12;1.737;1.737;0,599;0,6;0.0;;;;;;;
25,14;1.736;1.736;0,599;0,6;0.0;;;;;;;
25,16;1.735;1.735;0,599;0,6;0.0;;;;;;;
25,18;1.735;1.735;0,599;0,6;0.0;;;;;;;
25,2;1.734;1.734;0,599;0,6;0.0;;;;;;;
25,22;1.743;1.743;0,597;0,6;0.0;;;;;;;
25,24;1.74;1.74;0,597;0,6;0.0;;;;;;;
25,26;1.738;1.738;0,597;0,6;0.0;;;;;;;
25,28;1.737;1.737;0,597;0,6;0.0;;;;;;;
25,3;1.745;1.745;0,595;0,6;0.0;;;;;;;
25,32;1.741;1.741;0,595;0,6;0.0;;;;;;;
25,34;1.739;1.739;0,595;0,6;0.0;;;;;;;
25,36;1.737;1.737;0,595;0,6;0.0;;;;;;;
25,38;1.736;1.736;0,595;0,6;0.0;;;;;;;
25,4;1.744;1.744;0,593;0,6;0.0;;;;;;;
25,42;1.74;1.74;0,593;0,6;0.0;;;;;;;
25,44;1.738;1.738;0,593;0,6;0.0;;;;;;;
25,46;1.736;1.736;0,593;0,6;0.0;;;;;;;
25,48;1.744;1.744;0,592;0,6;0.0;;;;;;;
25,5;1.741;1.741;0,592;0,6;0.0;;;;;;;
25,52;1.738;1.738;0,592;0,6;0.0;;;;;;;
25,54;1.737;1.737;0,592;0,6;0.0;;;;;;;
25,56;1.736;1.736;0,592;0,6;0.0;;;;;;;
25,58;1.744;1.744;0,59;0,6;0.0;;;;;;;
25,6;1.741;1.741;0,59;0,6;0.0;;;;;;;
25,62;1.738;1.738;0,59;0,6;0.0;;;;;;;
25,64;1.737;1.737;0,59;0,6;0.0;;;;;;;
25,66;1.736;1.736;0,59;0,6;0.0;;;;;;;
25,68;1.735;1.735;0,59;0,6;0.0;;;;;;;
25,7;1.735;1.735;0,59;0,6;0.0;;;;;;;
25,72;1.735;1.735;0,59;0,6;0.0;;;;;;;
25,74;1.734;1.734;0,59;0,6;0.0;;;;;;;
25,76;1.744;1.744;0,588;0,6;0.0;;;;;;;
25,78;1.741;1.741;0,588;0,6;0.0;;;;;;;
25,8;1.739;1.739;0,588;0,6;0.0;;;;;;;
25,82;1.738;1.738;0,588;0,6;0.0;;;;;;;
25,84;1.737;1.737;0,588;0,6;0.0;;;;;;;
25,86;1.737;1.737;0,588;0,6;0.0;;;;;;;
25,88;1.737;1.737;0,588;0,6;0.0;;;;;;;
25,9;1.727;1.727;0,59;0,6;0.0;;;;;;;
25,92;1.73;1.73;0,59;0,6;0.0;;;;;;;
25,94;1.732;1.732;0,59;0,6;0.0;;;;;;;
25,96;1.734;1.734;0,59;0,6;0.0;;;;;;;
25,98;1.735;1.735;0,59;0,6;0.0;;;;;;;
26;1.736;1.736;0,59;0,6;0.0;;;;;;;
26,02;1.737;1.737;0,59;0,6;0.0;;;;;;;
26,04;1.738;1.738;0,59;0,6;0.0;;;;;;;
26,06;1.73;1.73;0,592;0,6;0.0;;;;;;;
26,08;1.733;1.733;0,592;0,6;0.0;;;;;;;
26,1;1.735;1.735;0,592;0,6;0.0;;;;;;;
26,12;1.737;1.737;0,592;0,6;0.0;;;;;;;
26,14;1.729;1.729;0,593;0,6;0.0;;;;;;;
26,16;1.733;1.733;0,593;0,6;0.0;;;;;;;
26,18;1.736;1.736;0,593;0,6;0.0;;;;;;;
26,2;1.738;1.738;0,593;0,6;0.0;;;;;;;
26,22;1.731;1.731;0,595;0,6;0.0;;;;;;;
26,24;1.735;1.735;0,595;0,6;0.0;;;;;;;
26,26;1.738;1.738;0,595;0,6;0.0;;;;;;;
26,28;1.74;1.74;0,595;0,6;0.0;;;;;;;
26,3;1.733;1.733;0,597;0,6;0.0;;;;;;;
26,32;1.737;1.737;0,597;0,6;0.0;;;;;;;
26,34;1.739;1.739;0,597;0,6;0.0;;;;;;;
26,36;1.742;1.742;0,597;0,6;0.0;;;;;;;
26,38;1.743;1.743;0,597;0,6;0.0;;;;;;;
26,4;1.735;1.735;0,599;0,6;0.0;;;;;;;
26,42;1.739;1.739;0,599;0,6;0.0;;;;;;;
26,44;1.742;1.742;0,599;0,6;0.0;;;;;;;
26,46;1.744;1.744;0,599;0,6;0.0;;;;;;;
26,48;1.745;1.745;0,599;0,6;0.0;;;;;;;
26,5;1.746;1.746;0,599;0,6;0.0;;;;;;;
26,52;1.747;1.747;0,599;0,6;0.0;;;;;;;
26,54;1.741;1.741;0,6;0,6;0.0;;;;;;;
26,56;1.743;1.743;0,6;0,6;0.0;;;;;;;
26,58;1.745;1.745;0,6;0,6;0.0;;;;;;;
26,6;1.746;1.746;0,6;0,6;0.0;;;;;;;
26,62;1.747;1.747;0,6;0,6;0.0;;;;;;;
26,64;1.748;1.748;0,6;0,6;0.0;;;;;;;
26,66;1.749;1.749;0,6;0,6;0.0;;;;;;;
26,68;1.738;1.738;0,602;0,6;0.0;;;;;;;
26,7;1.741;1.741;0,602;0,6;0.0;;;;;;;
26,72;1.744;1.744;0,602;0,6;0.0;;;;;;;
26,74;1.746;1.746;0,602;0,6;0.0;;;;;;;
26,76;1.747;1.747;0,602;0,6;0.0;;;;;;;
26,78;1.739;1.739;0,604;0,6;0.0;;;;;;;
26,8;1.742;1.742;0,604;0,6;0.0;;;;;;;
26,82;1.745;1.745;0,604;0,6;0.0;;;;;;;
26,84;1.747;1.747;0,604;0,6;0.0;;;;;;;
26,86;1.748;1.748;0,604;0,6;0.0;;;;;;;
26,88;1.749;1.749;0,604;0,6;0.0;;;;;;;
26,9;1.74;1.74;0,606;0,6;0.0;;;;;;;
26,92;1.743;1.743;0,606;0,6;0.0;;;;;;;
26,94;1.746;1.746;0,606;0,6;0.0;;;;;;;
26,96;1.747;1.747;0,606;0,6;0.0;;;;;;;
26,98;1.748;1.748;0,606;0,6;0.0;;;;;;;
27;1.74;1.74;0,607;0,6;0.0;;;;;;;
27,02;1.743;1.743;0,607;0,6;0.0;;;;;;;
27,04;1.745;1.745;0,607;0,6;0.0;;;;;;;
27,06;1.747;1.747;0,607;0,6;0.0;;;;;;;
27,08;1.739;1.739;0,609;0,6;0.0;;;;;;;
27,1;1.743;1.743;0,609;0,6;0.0;;;;;;;
27,12;1.745;1.745;0,609;0,6;0.0;;;;;;;
27,14;1.747;1.747;0,609;0,6;0.0;;;;;;;
27,16;1.748;1.748;0,609;0,6;0.0;;;;;;;
27,18;1.749;1.749;0,609;0,6;0.0;;;;;;;
27,2;1.74;1.74;0,611;0,6;0.0;;;;;;;
27,22;1.743;1.743;0,611;0,6;0.0;;;;;;;
27,24;1.745;1.745;0,611;0,6;0.0;;;;;;;
27,26;1.746;1.746;0,611;0,6;0.0;;;;;;;
27,28;1.747;1.747;0,611;0,6;0.0;;;;;;;
27,3;1.748;1.748;0,611;0,6;0.0;;;;;;;
27,32;1.748;1.748;0,611;0,6;0.0;;;;;;;
27,34;1.748;1.748;0,611;0,6;0.0;;;;;;;
27,36;1.748;1.748;0,611;0,6;0.0;;;;;;;
27,38;1.748;1.748;0,611;0,6;0.0;;;;;;;
27,4;1.748;1.748;0,611;0,6;0.0;;;;;;;
27,42;1.748;1.748;0,611;0,6;0.0;;;;;;;
27,44;1.748;1.748;0,611;0,6;0.0;;;;;;;
27,46;1.747;1.747;0,611;0,6;0.0;;;;;;;
27,48;1.747;1.747;0,611;0,6;0.0;;;;;;;
27,5;1.747;1.747;0,611;0,6;0.0;;;;;;;
27,52;1.746;1.746;0,611;0,6;0.0;;;;;;;
27,54;1.746;1.746;0,611;0,6;0.0;;;;;;;
27,56;1.746;1.746;0,611;0,6;0.0;;;;;;;
27,58;1.745;1.745;0,611;0,6;0.0;;;;;;;
27,6;1.745;1.745;0,611;0,6;0.0;;;;;;;
27,62;1.745;1.745;0,611;0,6;0.0;;;;;;;
27,64;1.744;1.744;0,611;0,6;0.0;;;;;;;
27,66;1.744;1.744;0,611;0,6;0.0;;;;;;;
27,68;1.743;1.743;0,611;0,6;0.0;;;;;;;
27,7;1.743;1.743;0,611;0,6;0.0;;;;;;;
27,72;1.743;1.743;0,611;0,6;0.0;;;;;;;
27,74;1.742;1.742;0,611;0,6;0.0;;;;;;;
27,76;1.742;1.742;0,611;0,6;0.0;;;;;;;
27,78;1.742;1.742;0,611;0,6;0.0;;;;;;;
27,8;1.741;1.741;0,611;0,6;0.0;;;;;;;
27,82;1.75;1.75;0,609;0,6;0.0;;;;;;;
27,84;1.747;1.747;0,609;0,6;0.0;;;;;;;
27,86;1.745;1.745;0,609;0,6;0.0;;;;;;;
27,88;1.743;1.743;0,609;0,6;0.0;;;;;;;
27,9;1.75;1.75;0,607;0,6;0.0;;;;;;;
27,92;1.747;1.747;0,607;0,6;0.0;;;;;;;
27,94;1.744;1.744;0,607;0,6;0.0;;;;;;;
27,96;1.751;1.751;0,606;0,6;0.0;;;;;;;
27,98;1.746;1.746;0,606;0,6;0.0;;;;;;;
28;1.743;1.743;0,606;0,6;0.0;;;;;;;
28,02;1.75;1.75;0,604;0,6;0.0;;;;;;;
28,04;1.745;1.745;0,604;0,6;0.0;;;;;;;
28,06;1.742;1.742;0,604;0,6;0.0;;;;;;;
28,08;1.739;1.739;0,604;0,6;0.0;;;;;;;
28,1;1.747;1.747;0,602;0,6;0.0;;;;;;;
28,12;1.743;1.743;0,602;0,6;0.0;;;;;;;
28,14;1.74;1.74;0,602;0,6;0.0;;;;;;;
28,16;1.749;1.749;0,6;0,6;0.0;;;;;;;
28,18;1.744;1.744;0,6;0,6;0.0;;;;;;;
28,2;1.74;1.74;0,6;0,6;0.0;;;;;;;
28,22;1.737;1.737;0,6;0,6;0.0;;;;;;;
28,24;1.736;1.736;0,6;0,6;0.0;;;;;;;
28,26;1.741;1.741;0,599;0,6;0.0;;;;;;;
28,28;1.738;1.738;0,599;0,6;0.0;;;;;;;
28,3;1.736;1.736;0,599;0,6;0.0;;;;;;;
