Tiempo ;CONTROL;PID;ANGULO;REFERENCIA;PERTURBACION;;;;;;;
18,38;1,728;1,528;0,6;0,6;0,2;;;;;;;
18,4;1,727;1,527;0,6;0,6;0,2;;;;;;;
18,42;1,727;1,527;0,6;0,6;0,2;;;;;;;
18,44;1,727;1,527;0,6;0,6;0,2;;;;;;;
18,46;1,772;1,572;0,599;0,6;0,2;;;;;;;
18,48;1,76;1,56;0,599;0,6;0,2;;;;;;;
18,5;1,751;1,551;0,599;0,6;0,2;;;;;;;
18,52;1,744;1,544;0,599;0,6;0,2;;;;;;;
18,54;1,74;1,54;0,599;0,6;0,2;;;;;;;
18,56;1,692;1,492;0,6;0,6;0,2;;;;;;;
18,58;1,702;1,502;0,6;0,6;0,2;;;;;;;
18,6;1,709;1,509;0,6;0,6;0,2;;;;;;;
18,62;1,714;1,514;0,6;0,6;0,2;;;;;;;
18,64;1,718;1,518;0,6;0,6;0,2;;;;;;;
18,66;1,72;1,52;0,6;0,6;0,2;;;;;;;
18,68;1,722;1,522;0,6;0,6;0,2;;;;;;;
18,7;1,723;1,523;0,6;0,6;0,2;;;;;;;
18,72;1,724;1,524;0,6;0,6;0,2;;;;;;;
18,74;1,725;1,525;0,6;0,6;0,2;;;;;;;
18,76;1,726;1,526;0,6;0,6;0,2;;;;;;;
18,78;1,726;1,526;0,6;0,6;0,2;;;;;;;
18,8;1,726;1,526;0,6;0,6;0,2;;;;;;;
18,82;1,726;1,526;0,6;0,6;0,2;;;;;;;
18,84;1,726;1,526;0,6;0,6;0,2;;;;;;;
18,86;1,727;1,527;0,6;0,6;0,2;;;;;;;
18,88;1,727;1,527;0,6;0,6;0,2;;;;;;;
18,9;1,727;1,527;0,6;0,6;0,2;;;;;;;
18,92;1,772;1,572;0,599;0,6;0,2;;;;;;;
18,94;1,76;1,56;0,599;0,6;0,2;;;;;;;
18,96;1,751;1,551;0,599;0,6;0,2;;;;;;;
18,98;1,745;1,545;0,599;0,6;0,2;;;;;;;
19;1,74;1,54;0,599;0,6;0,2;;;;;;;
19,02;1,737;1,537;0,599;0,6;0,2;;;;;;;
19,04;1,735;1,535;0,599;0,6;0,2;;;;;;;
19,06;1,733;1,533;0,599;0,6;0,2;;;;;;;
19,08;1,732;1,532;0,599;0,6;0,2;;;;;;;
19,1;1,686;1,486;0,6;0,6;0,2;;;;;;;
19,12;1,698;1,498;0,6;0,6;0,2;;;;;;;
19,14;1,706;1,506;0,6;0,6;0,2;;;;;;;
19,16;1,712;1,512;0,6;0,6;0,2;;;;;;;
19,18;1,717;1,517;0,6;0,6;0,2;;;;;;;
19,2;1,72;1,52;0,6;0,6;0,2;;;;;;;
19,22;1,722;1,522;0,6;0,6;0,2;;;;;;;
19,24;1,723;1,523;0,6;0,6;0,2;;;;;;;
19,26;1,724;1,524;0,6;0,6;0,2;;;;;;;
19,28;1,725;1,525;0,6;0,6;0,2;;;;;;;
19,3;1,726;1,526;0,6;0,6;0,2;;;;;;;
19,32;1,726;1,526;0,6;0,6;0,2;;;;;;;
19,34;1,727;1,527;0,6;0,6;0,2;;;;;;;
19,36;1,727;1,527;0,6;0,6;0,2;;;;;;;
19,38;1,727;1,527;0,6;0,6;0,2;;;;;;;
19,4;1,727;1,527;0,6;0,6;0,2;;;;;;;
19,42;1,772;1,572;0,599;0,6;0,2;;;;;;;
19,44;1,76;1,56;0,599;0,6;0,2;;;;;;;
19,46;1,751;1,551;0,599;0,6;0,2;;;;;;;
19,48;1,745;1,545;0,599;0,6;0,2;;;;;;;
19,5;1,741;1,541;0,599;0,6;0,2;;;;;;;
19,52;1,737;1,537;0,599;0,6;0,2;;;;;;;
19,54;1,735;1,535;0,599;0,6;0,2;;;;;;;
19,56;1,734;1,534;0,599;0,6;0,2;;;;;;;
19,58;1,733;1,533;0,599;0,6;0,2;;;;;;;
19,6;1,732;1,532;0,599;0,6;0,2;;;;;;;
19,62;1,731;1,531;0,599;0,6;0,2;;;;;;;
19,64;1,731;1,531;0,599;0,6;0,2;;;;;;;
19,66;1,686;1,486;0,6;0,6;0,2;;;;;;;
19,68;1,698;1,498;0,6;0,6;0,2;;;;;;;
19,7;1,706;1,506;0,6;0,6;0,2;;;;;;;
19,72;1,712;1,512;0,6;0,6;0,2;;;;;;;
19,74;1,717;1,517;0,6;0,6;0,2;;;;;;;
19,76;1,72;1,52;0,6;0,6;0,2;;;;;;;
19,78;1,722;1,522;0,6;0,6;0,2;;;;;;;
19,8;1,724;1,524;0,6;0,6;0,2;;;;;;;
19,82;1,725;1,525;0,6;0,6;0,2;;;;;;;
19,84;1,726;1,526;0,6;0,6;0,2;;;;;;;
19,86;1,726;1,526;0,6;0,6;0,2;;;;;;;
19,88;1,727;1,527;0,6;0,6;0,2;;;;;;;
19,9;1,727;1,527;0,6;0,6;0,2;;;;;;;
19,92;1,727;1,527;0,6;0,6;0,2;;;;;;;
19,94;1,728;1,528;0,6;0,6;0,2;;;;;;;
19,96;1,728;1,528;0,6;0,6;0,2;;;;;;;
19,98;1,728;1,528;0,6;0,6;0,2;;;;;;;
20;1,728;1,528;0,6;0,6;0,2;;;;;;;
20,02;1,528;1,528;0,6;0,6;0;;;;;;;
20,04;1,528;1,528;0,6;0,6;0;;;;;;;
20,06;1,528;1,528;0,6;0,6;0;;;;;;;
20,08;1,573;1,573;0,599;0,6;0;;;;;;;
20,1;1,561;1,561;0,599;0,6;0;;;;;;;
20,12;1,552;1,552;0,599;0,6;0;;;;;;;
20,14;1,591;1,591;0,597;0,6;0;;;;;;;
20,16;1,619;1,619;0,595;0,6;0;;;;;;;
20,18;1,595;1,595;0,595;0,6;0;;;;;;;
20,2;1,668;1,668;0,592;0,6;0;;;;;;;
20,22;1,676;1,676;0,59;0,6;0;;;;;;;
20,24;1,683;1,683;0,588;0,6;0;;;;;;;
20,26;1,734;1,734;0,585;0,6;0;;;;;;;
20,28;1,726;1,726;0,583;0,6;0;;;;;;;
20,3;1,767;1,767;0,579;0,6;0;;;;;;;
20,32;1,752;1,752;0,578;0,6;0;;;;;;;
20,34;1,787;1,787;0,574;0,6;0;;;;;;;
20,36;1,769;1,769;0,572;0,6;0;;;;;;;
20,38;1,802;1,802;0,569;0,6;0;;;;;;;
20,4;1,782;1,782;0,567;0,6;0;;;;;;;
20,42;1,769;1,769;0,565;0,6;0;;;;;;;
20,44;1,76;1,76;0,564;0,6;0;;;;;;;
20,46;1,755;1,755;0,562;0,6;0;;;;;;;
20,48;1,753;1,753;0,56;0,6;0;;;;;;;
20,5;1,707;1,707;0,56;0,6;0;;;;;;;
20,52;1,675;1,675;0,56;0,6;0;;;;;;;
20,54;1,697;1,697;0,559;0,6;0;;;;;;;
20,56;1,624;1,624;0,56;0,6;0;;;;;;;
20,58;1,617;1,617;0,56;0,6;0;;;;;;;
20,6;1,612;1,612;0,56;0,6;0;;;;;;;
20,62;1,609;1,609;0,56;0,6;0;;;;;;;
20,64;1,562;1,562;0,562;0,6;0;;;;;;;
20,66;1,529;1,529;0,564;0,6;0;;;;;;;
20,68;1,55;1,55;0,564;0,6;0;;;;;;;
20,7;1,52;1,52;0,565;0,6;0;;;;;;;
20,72;1,544;1,544;0,565;0,6;0;;;;;;;
20,74;1,516;1,516;0,567;0,6;0;;;;;;;
20,76;1,541;1,541;0,567;0,6;0;;;;;;;
20,78;1,559;1,559;0,567;0,6;0;;;;;;;
20,8;1,573;1,573;0,567;0,6;0;;;;;;;
20,82;1,583;1,583;0,567;0,6;0;;;;;;;
20,84;1,59;1,59;0,567;0,6;0;;;;;;;
20,86;1,596;1,596;0,567;0,6;0;;;;;;;
20,88;1,646;1,646;0,565;0,6;0;;;;;;;
20,9;1,637;1,637;0,565;0,6;0;;;;;;;
20,92;1,676;1,676;0,564;0,6;0;;;;;;;
20,94;1,66;1,66;0,564;0,6;0;;;;;;;
20,96;1,694;1,694;0,562;0,6;0;;;;;;;
20,98;1,72;1,72;0,56;0,6;0;;;;;;;
21;1,694;1,694;0,56;0,6;0;;;;;;;
21,02;1,721;1,721;0,559;0,6;0;;;;;;;
21,04;1,741;1,741;0,557;0,6;0;;;;;;;
21,06;1,712;1,712;0,557;0,6;0;;;;;;;
21,08;1,736;1,736;0,555;0,6;0;;;;;;;
21,1;1,71;1,71;0,555;0,6;0;;;;;;;
21,12;1,692;1,692;0,555;0,6;0;;;;;;;
21,14;1,679;1,679;0,555;0,6;0;;;;;;;
21,16;1,671;1,671;0,555;0,6;0;;;;;;;
21,18;1,665;1,665;0,555;0,6;0;;;;;;;
21,2;1,662;1,662;0,555;0,6;0;;;;;;;
21,22;1,66;1,66;0,555;0,6;0;;;;;;;
21,24;1,614;1,614;0,557;0,6;0;;;;;;;
21,26;1,626;1,626;0,557;0,6;0;;;;;;;
21,28;1,59;1,59;0,559;0,6;0;;;;;;;
21,3;1,564;1,564;0,56;0,6;0;;;;;;;
21,32;1,591;1,591;0,56;0,6;0;;;;;;;
21,34;1,565;1,565;0,562;0,6;0;;;;;;;
21,36;1,547;1,547;0,564;0,6;0;;;;;;;
21,38;1,578;1,578;0,564;0,6;0;;;;;;;
21,4;1,556;1,556;0,565;0,6;0;;;;;;;
21,42;1,585;1,585;0,565;0,6;0;;;;;;;
21,44;1,561;1,561;0,567;0,6;0;;;;;;;
21,46;1,589;1,589;0,567;0,6;0;;;;;;;
21,48;1,61;1,61;0,567;0,6;0;;;;;;;
21,5;1,624;1,624;0,567;0,6;0;;;;;;;
21,52;1,635;1,635;0,567;0,6;0;;;;;;;
21,54;1,644;1,644;0,567;0,6;0;;;;;;;
21,56;1,65;1,65;0,567;0,6;0;;;;;;;
21,58;1,655;1,655;0,567;0,6;0;;;;;;;
21,6;1,659;1,659;0,567;0,6;0;;;;;;;
21,62;1,662;1,662;0,567;0,6;0;;;;;;;
21,64;1,664;1,664;0,567;0,6;0;;;;;;;
21,66;1,712;1,712;0,565;0,6;0;;;;;;;
21,68;1,701;1,701;0,565;0,6;0;;;;;;;
21,7;1,694;1,694;0,565;0,6;0;;;;;;;
21,72;1,69;1,69;0,565;0,6;0;;;;;;;
21,74;1,687;1,687;0,565;0,6;0;;;;;;;
21,76;1,685;1,685;0,565;0,6;0;;;;;;;
21,78;1,685;1,685;0,565;0,6;0;;;;;;;
21,8;1,684;1,684;0,565;0,6;0;;;;;;;
21,82;1,685;1,685;0,565;0,6;0;;;;;;;
21,84;1,685;1,685;0,565;0,6;0;;;;;;;
21,86;1,641;1,641;0,567;0,6;0;;;;;;;
21,88;1,654;1,654;0,567;0,6;0;;;;;;;
21,9;1,619;1,619;0,569;0,6;0;;;;;;;
21,92;1,639;1,639;0,569;0,6;0;;;;;;;
21,94;1,608;1,608;0,571;0,6;0;;;;;;;
21,96;1,631;1,631;0,571;0,6;0;;;;;;;
21,98;1,602;1,602;0,572;0,6;0;;;;;;;
22;1,627;1,627;0,572;0,6;0;;;;;;;
22,02;1,6;1,6;0,574;0,6;0;;;;;;;
22,04;1,625;1,625;0,574;0,6;0;;;;;;;
22,06;1,598;1,598;0,576;0,6;0;;;;;;;
22,08;1,624;1,624;0,576;0,6;0;;;;;;;
22,1;1,643;1,643;0,576;0,6;0;;;;;;;
22,12;1,611;1,611;0,578;0,6;0;;;;;;;
22,14;1,633;1,633;0,578;0,6;0;;;;;;;
22,16;1,65;1,65;0,578;0,6;0;;;;;;;
22,18;1,661;1,661;0,578;0,6;0;;;;;;;
22,2;1,67;1,67;0,578;0,6;0;;;;;;;
22,22;1,722;1,722;0,576;0,6;0;;;;;;;
22,24;1,714;1,714;0,576;0,6;0;;;;;;;
22,26;1,709;1,709;0,576;0,6;0;;;;;;;
22,28;1,706;1,706;0,576;0,6;0;;;;;;;
22,3;1,704;1,704;0,576;0,6;0;;;;;;;
22,32;1,703;1,703;0,576;0,6;0;;;;;;;
22,34;1,747;1,747;0,574;0,6;0;;;;;;;
22,36;1,735;1,735;0,574;0,6;0;;;;;;;
22,38;1,726;1,726;0,574;0,6;0;;;;;;;
22,4;1,72;1,72;0,574;0,6;0;;;;;;;
22,42;1,717;1,717;0,574;0,6;0;;;;;;;
22,44;1,714;1,714;0,574;0,6;0;;;;;;;
22,46;1,713;1,713;0,574;0,6;0;;;;;;;
22,48;1,667;1,667;0,576;0,6;0;;;;;;;
22,5;1,679;1,679;0,576;0,6;0;;;;;;;
22,52;1,688;1,688;0,576;0,6;0;;;;;;;
22,54;1,649;1,649;0,578;0,6;0;;;;;;;
22,56;1,666;1,666;0,578;0,6;0;;;;;;;
22,58;1,634;1,634;0,579;0,6;0;;;;;;;
22,6;1,655;1,655;0,579;0,6;0;;;;;;;
22,62;1,626;1,626;0,581;0,6;0;;;;;;;
22,64;1,65;1,65;0,581;0,6;0;;;;;;;
22,66;1,622;1,622;0,583;0,6;0;;;;;;;
22,68;1,646;1,646;0,583;0,6;0;;;;;;;
22,7;1,619;1,619;0,585;0,6;0;;;;;;;
22,72;1,644;1,644;0,585;0,6;0;;;;;;;
22,74;1,662;1,662;0,585;0,6;0;;;;;;;
22,76;1,63;1,63;0,586;0,6;0;;;;;;;
22,78;1,652;1,652;0,586;0,6;0;;;;;;;
22,8;1,668;1,668;0,586;0,6;0;;;;;;;
22,82;1,679;1,679;0,586;0,6;0;;;;;;;
22,84;1,688;1,688;0,586;0,6;0;;;;;;;
22,86;1,694;1,694;0,586;0,6;0;;;;;;;
22,88;1,698;1,698;0,586;0,6;0;;;;;;;
22,9;1,702;1,702;0,586;0,6;0;;;;;;;
22,92;1,704;1,704;0,586;0,6;0;;;;;;;
22,94;1,706;1,706;0,586;0,6;0;;;;;;;
22,96;1,708;1,708;0,586;0,6;0;;;;;;;
22,98;1,709;1,709;0,586;0,6;0;;;;;;;
23;1,71;1,71;0,586;0,6;0;;;;;;;
23,02;1,711;1,711;0,586;0,6;0;;;;;;;
23,04;1,712;1,712;0,586;0,6;0;;;;;;;
23,06;1,713;1,713;0,586;0,6;0;;;;;;;
23,08;1,713;1,713;0,586;0,6;0;;;;;;;
23,1;1,714;1,714;0,586;0,6;0;;;;;;;
23,12;1,715;1,715;0,586;0,6;0;;;;;;;
23,14;1,715;1,715;0,586;0,6;0;;;;;;;
23,16;1,716;1,716;0,586;0,6;0;;;;;;;
23,18;1,716;1,716;0,586;0,6;0;;;;;;;
23,2;1,717;1,717;0,586;0,6;0;;;;;;;
23,22;1,718;1,718;0,586;0,6;0;;;;;;;
23,24;1,718;1,718;0,586;0,6;0;;;;;;;
23,26;1,674;1,674;0,588;0,6;0;;;;;;;
23,28;1,686;1,686;0,588;0,6;0;;;;;;;
23,3;1,651;1,651;0,59;0,6;0;;;;;;;
23,32;1,67;1,67;0,59;0,6;0;;;;;;;
23,34;1,638;1,638;0,592;0,6;0;;;;;;;
23,36;1,66;1,66;0,592;0,6;0;;;;;;;
23,38;1,631;1,631;0,593;0,6;0;;;;;;;
23,4;1,655;1,655;0,593;0,6;0;;;;;;;
23,42;1,672;1,672;0,593;0,6;0;;;;;;;
23,44;1,639;1,639;0,595;0,6;0;;;;;;;
23,46;1,66;1,66;0,595;0,6;0;;;;;;;
23,48;1,675;1,675;0,595;0,6;0;;;;;;;
23,5;1,686;1,686;0,595;0,6;0;;;;;;;
23,52;1,694;1,694;0,595;0,6;0;;;;;;;
23,54;1,7;1,7;0,595;0,6;0;;;;;;;
23,56;1,704;1,704;0,595;0,6;0;;;;;;;
23,58;1,707;1,707;0,595;0,6;0;;;;;;;
23,6;1,709;1,709;0,595;0,6;0;;;;;;;
23,62;1,71;1,71;0,595;0,6;0;;;;;;;
23,64;1,712;1,712;0,595;0,6;0;;;;;;;
23,66;1,713;1,713;0,595;0,6;0;;;;;;;
23,68;1,758;1,758;0,593;0,6;0;;;;;;;
23,7;1,747;1,747;0,593;0,6;0;;;;;;;
23,72;1,738;1,738;0,593;0,6;0;;;;;;;
23,74;1,733;1,733;0,593;0,6;0;;;;;;;
23,76;1,728;1,728;0,593;0,6;0;;;;;;;
23,78;1,771;1,771;0,592;0,6;0;;;;;;;
23,8;1,757;1,757;0,592;0,6;0;;;;;;;
23,82;1,746;1,746;0,592;0,6;0;;;;;;;
23,84;1,739;1,739;0,592;0,6;0;;;;;;;
23,86;1,734;1,734;0,592;0,6;0;;;;;;;
23,88;1,686;1,686;0,593;0,6;0;;;;;;;
23,9;1,696;1,696;0,593;0,6;0;;;;;;;
23,92;1,703;1,703;0,593;0,6;0;;;;;;;
23,94;1,708;1,708;0,593;0,6;0;;;;;;;
23,96;1,667;1,667;0,595;0,6;0;;;;;;;
23,98;1,682;1,682;0,595;0,6;0;;;;;;;
24;1,693;1,693;0,595;0,6;0;;;;;;;
24,02;1,655;1,655;0,597;0,6;0;;;;;;;
24,04;1,673;1,673;0,597;0,6;0;;;;;;;
24,06;1,686;1,686;0,597;0,6;0;;;;;;;
24,08;1,695;1,695;0,597;0,6;0;;;;;;;
24,1;1,657;1,657;0,599;0,6;0;;;;;;;
24,12;1,674;1,674;0,599;0,6;0;;;;;;;
24,14;1,686;1,686;0,599;0,6;0;;;;;;;
24,16;1,694;1,694;0,599;0,6;0;;;;;;;
24,18;1,701;1,701;0,599;0,6;0;;;;;;;
24,2;1,705;1,705;0,599;0,6;0;;;;;;;
24,22;1,708;1,708;0,599;0,6;0;;;;;;;
24,24;1,756;1,756;0,597;0,6;0;;;;;;;
24,26;1,745;1,745;0,597;0,6;0;;;;;;;
24,28;1,738;1,738;0,597;0,6;0;;;;;;;
24,3;1,732;1,732;0,597;0,6;0;;;;;;;
24,32;1,774;1,774;0,595;0,6;0;;;;;;;
24,34;1,759;1,759;0,595;0,6;0;;;;;;;
24,36;1,748;1,748;0,595;0,6;0;;;;;;;
24,38;1,741;1,741;0,595;0,6;0;;;;;;;
24,4;1,78;1,78;0,593;0,6;0;;;;;;;
24,42;1,764;1,764;0,593;0,6;0;;;;;;;
24,44;1,753;1,753;0,593;0,6;0;;;;;;;
24,46;1,745;1,745;0,593;0,6;0;;;;;;;
24,48;1,739;1,739;0,593;0,6;0;;;;;;;
24,5;1,735;1,735;0,593;0,6;0;;;;;;;
24,52;1,733;1,733;0,593;0,6;0;;;;;;;
24,54;1,731;1,731;0,593;0,6;0;;;;;;;
24,56;1,684;1,684;0,595;0,6;0;;;;;;;
24,58;1,696;1,696;0,595;0,6;0;;;;;;;
24,6;1,704;1,704;0,595;0,6;0;;;;;;;
24,62;1,665;1,665;0,597;0,6;0;;;;;;;
24,64;1,681;1,681;0,597;0,6;0;;;;;;;
24,66;1,693;1,693;0,597;0,6;0;;;;;;;
24,68;1,702;1,702;0,597;0,6;0;;;;;;;
24,7;1,663;1,663;0,599;0,6;0;;;;;;;
24,72;1,679;1,679;0,599;0,6;0;;;;;;;
24,74;1,691;1,691;0,599;0,6;0;;;;;;;
24,76;1,7;1,7;0,599;0,6;0;;;;;;;
24,78;1,706;1,706;0,599;0,6;0;;;;;;;
24,8;1,71;1,71;0,599;0,6;0;;;;;;;
24,82;1,713;1,713;0,599;0,6;0;;;;;;;
24,84;1,716;1,716;0,599;0,6;0;;;;;;;
24,86;1,717;1,717;0,599;0,6;0;;;;;;;
24,88;1,718;1,718;0,599;0,6;0;;;;;;;
24,9;1,719;1,719;0,599;0,6;0;;;;;;;
24,92;1,72;1,72;0,599;0,6;0;;;;;;;
24,94;1,765;1,765;0,597;0,6;0;;;;;;;
24,96;1,754;1,754;0,597;0,6;0;;;;;;;
24,98;1,745;1,745;0,597;0,6;0;;;;;;;
25;1,739;1,739;0,597;0,6;0;;;;;;;
25,02;1,735;1,735;0,597;0,6;0;;;;;;;
25,04;1,777;1,777;0,595;0,6;0;;;;;;;
25,06;1,763;1,763;0,595;0,6;0;;;;;;;
25,08;1,752;1,752;0,595;0,6;0;;;;;;;
25,1;1,745;1,745;0,595;0,6;0;;;;;;;
25,12;1,74;1,74;0,595;0,6;0;;;;;;;
25,14;1,736;1,736;0,595;0,6;0;;;;;;;
25,16;1,734;1,734;0,595;0,6;0;;;;;;;
25,18;1,687;1,687;0,597;0,6;0;;;;;;;
25,2;1,698;1,698;0,597;0,6;0;;;;;;;
25,22;1,706;1,706;0,597;0,6;0;;;;;;;
25,24;1,712;1,712;0,597;0,6;0;;;;;;;
25,26;1,716;1,716;0,597;0,6;0;;;;;;;
25,28;1,719;1,719;0,597;0,6;0;;;;;;;
25,3;1,676;1,676;0,599;0,6;0;;;;;;;
25,32;1,69;1,69;0,599;0,6;0;;;;;;;
25,34;1,7;1,7;0,599;0,6;0;;;;;;;
25,36;1,707;1,707;0,599;0,6;0;;;;;;;
25,38;1,712;1,712;0,599;0,6;0;;;;;;;
25,4;1,715;1,715;0,599;0,6;0;;;;;;;
25,42;1,718;1,718;0,599;0,6;0;;;;;;;
25,44;1,72;1,72;0,599;0,6;0;;;;;;;
25,46;1,721;1,721;0,599;0,6;0;;;;;;;
25,48;1,722;1,722;0,599;0,6;0;;;;;;;
25,5;1,723;1,723;0,599;0,6;0;;;;;;;
25,52;1,724;1,724;0,599;0,6;0;;;;;;;
25,54;1,724;1,724;0,599;0,6;0;;;;;;;
25,56;1,724;1,724;0,599;0,6;0;;;;;;;
25,58;1,77;1,77;0,597;0,6;0;;;;;;;
25,6;1,758;1,758;0,597;0,6;0;;;;;;;
25,62;1,749;1,749;0,597;0,6;0;;;;;;;
25,64;1,743;1,743;0,597;0,6;0;;;;;;;
25,66;1,738;1,738;0,597;0,6;0;;;;;;;
25,68;1,735;1,735;0,597;0,6;0;;;;;;;
25,7;1,733;1,733;0,597;0,6;0;;;;;;;
25,72;1,732;1,732;0,597;0,6;0;;;;;;;
25,74;1,731;1,731;0,597;0,6;0;;;;;;;
25,76;1,73;1,73;0,597;0,6;0;;;;;;;
25,78;1,73;1,73;0,597;0,6;0;;;;;;;
25,8;1,729;1,729;0,597;0,6;0;;;;;;;
25,82;1,729;1,729;0,597;0,6;0;;;;;;;
25,84;1,729;1,729;0,597;0,6;0;;;;;;;
25,86;1,684;1,684;0,599;0,6;0;;;;;;;
25,88;1,696;1,696;0,599;0,6;0;;;;;;;
25,9;1,705;1,705;0,599;0,6;0;;;;;;;
25,92;1,711;1,711;0,599;0,6;0;;;;;;;
25,94;1,716;1,716;0,599;0,6;0;;;;;;;
25,96;1,719;1,719;0,599;0,6;0;;;;;;;
25,98;1,721;1,721;0,599;0,6;0;;;;;;;
26;1,768;1,768;0,597;0,6;0;;;;;;;
26,02;1,757;1,757;0,597;0,6;0;;;;;;;
26,04;1,749;1,749;0,597;0,6;0;;;;;;;
26,06;1,744;1,744;0,597;0,6;0;;;;;;;
26,08;1,74;1,74;0,597;0,6;0;;;;;;;
26,1;1,737;1,737;0,597;0,6;0;;;;;;;
26,12;1,735;1,735;0,597;0,6;0;;;;;;;
26,14;1,734;1,734;0,597;0,6;0;;;;;;;
26,16;1,733;1,733;0,597;0,6;0;;;;;;;
26,18;1,732;1,732;0,597;0,6;0;;;;;;;
26,2;1,732;1,732;0,597;0,6;0;;;;;;;
26,22;1,731;1,731;0,597;0,6;0;;;;;;;
26,24;1,731;1,731;0,597;0,6;0;;;;;;;
26,26;1,731;1,731;0,597;0,6;0;;;;;;;
26,28;1,731;1,731;0,597;0,6;0;;;;;;;
26,3;1,731;1,731;0,597;0,6;0;;;;;;;
26,32;1,731;1,731;0,597;0,6;0;;;;;;;
26,34;1,731;1,731;0,597;0,6;0;;;;;;;
26,36;1,731;1,731;0,597;0,6;0;;;;;;;
26,38;1,731;1,731;0,597;0,6;0;;;;;;;
26,4;1,732;1,732;0,597;0,6;0;;;;;;;
26,42;1,732;1,732;0,597;0,6;0;;;;;;;
26,44;1,732;1,732;0,597;0,6;0;;;;;;;
26,46;1,732;1,732;0,597;0,6;0;;;;;;;
26,48;1,687;1,687;0,599;0,6;0;;;;;;;
26,5;1,699;1,699;0,599;0,6;0;;;;;;;
26,52;1,708;1,708;0,599;0,6;0;;;;;;;
26,54;1,714;1,714;0,599;0,6;0;;;;;;;
26,56;1,719;1,719;0,599;0,6;0;;;;;;;
26,58;1,722;1,722;0,599;0,6;0;;;;;;;
26,6;1,725;1,725;0,599;0,6;0;;;;;;;
26,62;1,726;1,726;0,599;0,6;0;;;;;;;
26,64;1,728;1,728;0,599;0,6;0;;;;;;;
26,66;1,728;1,728;0,599;0,6;0;;;;;;;
26,68;1,729;1,729;0,599;0,6;0;;;;;;;
26,7;1,73;1,73;0,599;0,6;0;;;;;;;
26,72;1,73;1,73;0,599;0,6;0;;;;;;;
26,74;1,73;1,73;0,599;0,6;0;;;;;;;
26,76;1,73;1,73;0,599;0,6;0;;;;;;;
26,78;1,731;1,731;0,599;0,6;0;;;;;;;
26,8;1,731;1,731;0,599;0,6;0;;;;;;;
26,82;1,731;1,731;0,599;0,6;0;;;;;;;
26,84;1,731;1,731;0,599;0,6;0;;;;;;;
26,86;1,731;1,731;0,599;0,6;0;;;;;;;
26,88;1,731;1,731;0,599;0,6;0;;;;;;;
26,9;1,731;1,731;0,599;0,6;0;;;;;;;
26,92;1,686;1,686;0,6;0,6;0;;;;;;;
26,94;1,698;1,698;0,6;0,6;0;;;;;;;
26,96;1,707;1,707;0,6;0,6;0;;;;;;;
26,98;1,714;1,714;0,6;0,6;0;;;;;;;
27;1,718;1,718;0,6;0,6;0;;;;;;;
27,02;1,721;1,721;0,6;0,6;0;;;;;;;
27,04;1,724;1,724;0,6;0,6;0;;;;;;;
27,06;1,725;1,725;0,6;0,6;0;;;;;;;
27,08;1,726;1,726;0,6;0,6;0;;;;;;;
27,1;1,727;1,727;0,6;0,6;0;;;;;;;
27,12;1,728;1,728;0,6;0,6;0;;;;;;;
27,14;1,728;1,728;0,6;0,6;0;;;;;;;
27,16;1,729;1,729;0,6;0,6;0;;;;;;;
27,18;1,729;1,729;0,6;0,6;0;;;;;;;
27,2;1,729;1,729;0,6;0,6;0;;;;;;;
27,22;1,729;1,729;0,6;0,6;0;;;;;;;
27,24;1,729;1,729;0,6;0,6;0;;;;;;;
27,26;1,729;1,729;0,6;0,6;0;;;;;;;
27,28;1,729;1,729;0,6;0,6;0;;;;;;;
27,3;1,729;1,729;0,6;0,6;0;;;;;;;
27,32;1,729;1,729;0,6;0,6;0;;;;;;;
27,34;1,729;1,729;0,6;0,6;0;;;;;;;
27,36;1,729;1,729;0,6;0,6;0;;;;;;;
27,38;1,729;1,729;0,6;0,6;0;;;;;;;
27,4;1,729;1,729;0,6;0,6;0;;;;;;;
27,42;1,774;1,774;0,599;0,6;0;;;;;;;
27,44;1,762;1,762;0,599;0,6;0;;;;;;;
27,46;1,753;1,753;0,599;0,6;0;;;;;;;
27,48;1,702;1,702;0,6;0,6;0;;;;;;;
27,5;1,71;1,71;0,6;0,6;0;;;;;;;
27,52;1,715;1,715;0,6;0,6;0;;;;;;;
27,54;1,719;1,719;0,6;0,6;0;;;;;;;
27,56;1,722;1,722;0,6;0,6;0;;;;;;;
27,58;1,724;1,724;0,6;0,6;0;;;;;;;
27,6;1,726;1,726;0,6;0,6;0;;;;;;;
27,62;1,727;1,727;0,6;0,6;0;;;;;;;
27,64;1,728;1,728;0,6;0,6;0;;;;;;;
27,66;1,728;1,728;0,6;0,6;0;;;;;;;
27,68;1,683;1,683;0,602;0,6;0;;;;;;;
27,7;1,696;1,696;0,602;0,6;0;;;;;;;
27,72;1,705;1,705;0,602;0,6;0;;;;;;;
27,74;1,711;1,711;0,602;0,6;0;;;;;;;
27,76;1,716;1,716;0,602;0,6;0;;;;;;;
27,78;1,719;1,719;0,602;0,6;0;;;;;;;
27,8;1,721;1,721;0,602;0,6;0;;;;;;;
27,82;1,678;1,678;0,604;0,6;0;;;;;;;
27,84;1,691;1,691;0,604;0,6;0;;;;;;;
27,86;1,701;1,701;0,604;0,6;0;;;;;;;
27,88;1,707;1,707;0,604;0,6;0;;;;;;;
