Tiempo ;CONTROL;PID;ANGULO;REFERENCIA;PERTURBACION;;;;;;;
9,32;1,701;1,701;0,602;0,6;0;;;;;;;
9,34;1,703;1,703;0,602;0,6;0;;;;;;;
9,36;1,704;1,704;0,602;0,6;0;;;;;;;
9,38;1,705;1,705;0,602;0,6;0;;;;;;;
9,4;1,751;1,751;0,6;0,6;0;;;;;;;
9,42;1,74;1,74;0,6;0,6;0;;;;;;;
9,44;1,731;1,731;0,6;0,6;0;;;;;;;
9,46;1,725;1,725;0,6;0,6;0;;;;;;;
9,48;1,766;1,766;0,599;0,6;0;;;;;;;
9,5;1,751;1,751;0,599;0,6;0;;;;;;;
9,52;1,74;1,74;0,599;0,6;0;;;;;;;
9,54;1,732;1,732;0,599;0,6;0;;;;;;;
9,56;1,726;1,726;0,599;0,6;0;;;;;;;
9,58;1,722;1,722;0,599;0,6;0;;;;;;;
9,6;1,72;1,72;0,599;0,6;0;;;;;;;
9,62;1,718;1,718;0,599;0,6;0;;;;;;;
9,64;1,716;1,716;0,599;0,6;0;;;;;;;
9,66;1,715;1,715;0,599;0,6;0;;;;;;;
9,68;1,714;1,714;0,599;0,6;0;;;;;;;
9,7;1,714;1,714;0,599;0,6;0;;;;;;;
9,72;1,714;1,714;0,599;0,6;0;;;;;;;
9,74;1,713;1,713;0,599;0,6;0;;;;;;;
9,76;1,713;1,713;0,599;0,6;0;;;;;;;
9,78;1,713;1,713;0,599;0,6;0;;;;;;;
9,8;1,668;1,668;0,6;0,6;0;;;;;;;
9,82;1,68;1,68;0,6;0,6;0;;;;;;;
9,84;1,689;1,689;0,6;0,6;0;;;;;;;
9,86;1,695;1,695;0,6;0,6;0;;;;;;;
9,88;1,7;1,7;0,6;0,6;0;;;;;;;
9,9;1,703;1,703;0,6;0,6;0;;;;;;;
9,92;1,705;1,705;0,6;0,6;0;;;;;;;
9,94;1,662;1,662;0,602;0,6;0;;;;;;;
9,96;1,675;1,675;0,602;0,6;0;;;;;;;
9,98;1,685;1,685;0,602;0,6;0;;;;;;;
10;1,692;1,692;0,602;0,6;0;;;;;;;
10,02;1,696;1,696;0,602;0,6;0;;;;;;;
10,04;1,945;1,745;0,6;0,6;0,2;;;;;;;
10,06;1,935;1,735;0,6;0,6;0,2;;;;;;;
10,08;1,928;1,728;0,6;0,6;0,2;;;;;;;
10,1;1,923;1,723;0,6;0,6;0,2;;;;;;;
10,12;1,874;1,674;0,602;0,6;0,2;;;;;;;
10,14;1,884;1,684;0,602;0,6;0,2;;;;;;;
10,16;1,846;1,646;0,604;0,6;0,2;;;;;;;
10,18;1,818;1,618;0,606;0,6;0,2;;;;;;;
10,2;1,797;1,597;0,607;0,6;0,2;;;;;;;
10,22;1,782;1,582;0,609;0,6;0,2;;;;;;;
10,24;1,725;1,525;0,613;0,6;0,2;;;;;;;
10,26;1,728;1,528;0,614;0,6;0,2;;;;;;;
10,28;1,685;1,485;0,618;0,6;0,2;;;;;;;
10,3;1,652;1,452;0,621;0,6;0,2;;;;;;;
10,32;1,627;1,427;0,625;0,6;0,2;;;;;;;
10,34;1,608;1,408;0,628;0,6;0,2;;;;;;;
10,36;1,593;1,393;0,632;0,6;0,2;;;;;;;
10,38;1,626;1,426;0,634;0,6;0,2;;;;;;;
10,4;1,603;1,403;0,637;0,6;0,2;;;;;;;
10,42;1,63;1,43;0,639;0,6;0,2;;;;;;;
10,44;1,648;1,448;0,641;0,6;0,2;;;;;;;
10,46;1,66;1,46;0,642;0,6;0,2;;;;;;;
10,48;1,713;1,513;0,642;0,6;0,2;;;;;;;
10,5;1,705;1,505;0,644;0,6;0,2;;;;;;;
10,52;1,743;1,543;0,644;0,6;0,2;;;;;;;
10,54;1,77;1,57;0,644;0,6;0,2;;;;;;;
10,56;1,789;1,589;0,644;0,6;0,2;;;;;;;
10,58;1,847;1,647;0,642;0,6;0,2;;;;;;;
10,6;1,843;1,643;0,642;0,6;0,2;;;;;;;
10,62;1,885;1,685;0,641;0,6;0,2;;;;;;;
10,64;1,915;1,715;0,639;0,6;0,2;;;;;;;
10,66;1,892;1,692;0,639;0,6;0,2;;;;;;;
10,68;1,92;1,72;0,637;0,6;0,2;;;;;;;
10,7;1,895;1,695;0,637;0,6;0,2;;;;;;;
10,72;1,922;1,722;0,635;0,6;0,2;;;;;;;
10,74;1,896;1,696;0,635;0,6;0,2;;;;;;;
10,76;1,877;1,677;0,635;0,6;0,2;;;;;;;
10,78;1,863;1,663;0,635;0,6;0,2;;;;;;;
10,8;1,808;1,608;0,637;0,6;0,2;;;;;;;
10,82;1,812;1,612;0,637;0,6;0,2;;;;;;;
10,84;1,77;1,57;0,639;0,6;0,2;;;;;;;
10,86;1,784;1,584;0,639;0,6;0,2;;;;;;;
10,88;1,748;1,548;0,641;0,6;0,2;;;;;;;
10,9;1,722;1,522;0,642;0,6;0,2;;;;;;;
10,92;1,702;1,502;0,644;0,6;0,2;;;;;;;
10,94;1,731;1,531;0,644;0,6;0,2;;;;;;;
10,96;1,707;1,507;0,646;0,6;0,2;;;;;;;
10,98;1,688;1,488;0,648;0,6;0,2;;;;;;;
11;1,719;1,519;0,648;0,6;0,2;;;;;;;
11,02;1,695;1,495;0,649;0,6;0,2;;;;;;;
11,04;1,722;1,522;0,649;0,6;0,2;;;;;;;
11,06;1,741;1,541;0,649;0,6;0,2;;;;;;;
11,08;1,754;1,554;0,649;0,6;0,2;;;;;;;
11,1;1,762;1,562;0,649;0,6;0,2;;;;;;;
11,12;1,813;1,613;0,648;0,6;0,2;;;;;;;
11,14;1,804;1,604;0,648;0,6;0,2;;;;;;;
11,16;1,842;1,642;0,646;0,6;0,2;;;;;;;
11,18;1,825;1,625;0,646;0,6;0,2;;;;;;;
11,2;1,856;1,656;0,644;0,6;0,2;;;;;;;
11,22;1,879;1,679;0,642;0,6;0,2;;;;;;;
11,24;1,851;1,651;0,642;0,6;0,2;;;;;;;
11,26;1,875;1,675;0,641;0,6;0,2;;;;;;;
11,28;1,892;1,692;0,639;0,6;0,2;;;;;;;
11,3;1,86;1,66;0,639;0,6;0,2;;;;;;;
11,32;1,881;1,681;0,637;0,6;0,2;;;;;;;
11,34;1,852;1,652;0,637;0,6;0,2;;;;;;;
11,36;1,83;1,63;0,637;0,6;0,2;;;;;;;
11,38;1,814;1,614;0,637;0,6;0,2;;;;;;;
11,4;1,802;1,602;0,637;0,6;0,2;;;;;;;
11,42;1,794;1,594;0,637;0,6;0,2;;;;;;;
11,44;1,787;1,587;0,637;0,6;0,2;;;;;;;
11,46;1,782;1,582;0,637;0,6;0,2;;;;;;;
11,48;1,777;1,577;0,637;0,6;0,2;;;;;;;
11,5;1,729;1,529;0,639;0,6;0,2;;;;;;;
11,52;1,738;1,538;0,639;0,6;0,2;;;;;;;
11,54;1,745;1,545;0,639;0,6;0,2;;;;;;;
11,56;1,749;1,549;0,639;0,6;0,2;;;;;;;
11,58;1,706;1,506;0,641;0,6;0,2;;;;;;;
11,6;1,719;1,519;0,641;0,6;0,2;;;;;;;
11,62;1,729;1,529;0,641;0,6;0,2;;;;;;;
11,64;1,735;1,535;0,641;0,6;0,2;;;;;;;
11,66;1,739;1,539;0,641;0,6;0,2;;;;;;;
11,68;1,786;1,586;0,639;0,6;0,2;;;;;;;
11,7;1,775;1,575;0,639;0,6;0,2;;;;;;;
11,72;1,767;1,567;0,639;0,6;0,2;;;;;;;
11,74;1,805;1,605;0,637;0,6;0,2;;;;;;;
11,76;1,788;1,588;0,637;0,6;0,2;;;;;;;
11,78;1,82;1,62;0,635;0,6;0,2;;;;;;;
11,8;1,844;1,644;0,634;0,6;0,2;;;;;;;
11,82;1,815;1,615;0,634;0,6;0,2;;;;;;;
11,84;1,84;1,64;0,632;0,6;0,2;;;;;;;
11,86;1,858;1,658;0,63;0,6;0,2;;;;;;;
11,88;1,826;1,626;0,63;0,6;0,2;;;;;;;
11,9;1,847;1,647;0,628;0,6;0,2;;;;;;;
11,92;1,818;1,618;0,628;0,6;0,2;;;;;;;
11,94;1,842;1,642;0,627;0,6;0,2;;;;;;;
11,96;1,814;1,614;0,627;0,6;0,2;;;;;;;
11,98;1,794;1,594;0,627;0,6;0,2;;;;;;;
12;1,824;1,624;0,625;0,6;0,2;;;;;;;
12,02;1,801;1,601;0,625;0,6;0,2;;;;;;;
12,04;1,74;1,54;0,627;0,6;0,2;;;;;;;
12,06;1,74;1,54;0,627;0,6;0,2;;;;;;;
12,08;1,739;1,539;0,627;0,6;0,2;;;;;;;
12,1;1,739;1,539;0,627;0,6;0,2;;;;;;;
12,12;1,738;1,538;0,627;0,6;0,2;;;;;;;
12,14;1,737;1,537;0,627;0,6;0,2;;;;;;;
12,16;1,691;1,491;0,628;0,6;0,2;;;;;;;
12,18;1,703;1,503;0,628;0,6;0,2;;;;;;;
12,2;1,71;1,51;0,628;0,6;0,2;;;;;;;
12,22;1,716;1,516;0,628;0,6;0,2;;;;;;;
12,24;1,719;1,519;0,628;0,6;0,2;;;;;;;
12,26;1,721;1,521;0,628;0,6;0,2;;;;;;;
12,28;1,767;1,567;0,627;0,6;0,2;;;;;;;
12,3;1,756;1,556;0,627;0,6;0,2;;;;;;;
12,32;1,747;1,547;0,627;0,6;0,2;;;;;;;
12,34;1,785;1,585;0,625;0,6;0,2;;;;;;;
12,36;1,768;1,568;0,625;0,6;0,2;;;;;;;
12,38;1,801;1,601;0,623;0,6;0,2;;;;;;;
12,4;1,779;1,579;0,623;0,6;0,2;;;;;;;
12,42;1,809;1,609;0,621;0,6;0,2;;;;;;;
12,44;1,785;1,585;0,621;0,6;0,2;;;;;;;
12,46;1,813;1,613;0,62;0,6;0,2;;;;;;;
12,48;1,788;1,588;0,62;0,6;0,2;;;;;;;
12,5;1,77;1,57;0,62;0,6;0,2;;;;;;;
12,52;1,802;1,602;0,618;0,6;0,2;;;;;;;
12,54;1,78;1,58;0,618;0,6;0,2;;;;;;;
12,56;1,765;1,565;0,618;0,6;0,2;;;;;;;
12,58;1,798;1,598;0,616;0,6;0,2;;;;;;;
12,6;1,778;1,578;0,616;0,6;0,2;;;;;;;
12,62;1,763;1,563;0,616;0,6;0,2;;;;;;;
12,64;1,752;1,552;0,616;0,6;0,2;;;;;;;
12,66;1,744;1,544;0,616;0,6;0,2;;;;;;;
12,68;1,738;1,538;0,616;0,6;0,2;;;;;;;
12,7;1,734;1,534;0,616;0,6;0,2;;;;;;;
12,72;1,73;1,53;0,616;0,6;0,2;;;;;;;
12,74;1,728;1,528;0,616;0,6;0,2;;;;;;;
12,76;1,726;1,526;0,616;0,6;0,2;;;;;;;
12,78;1,724;1,524;0,616;0,6;0,2;;;;;;;
12,8;1,723;1,523;0,616;0,6;0,2;;;;;;;
12,82;1,722;1,522;0,616;0,6;0,2;;;;;;;
12,84;1,721;1,521;0,616;0,6;0,2;;;;;;;
12,86;1,72;1,52;0,616;0,6;0,2;;;;;;;
12,88;1,719;1,519;0,616;0,6;0,2;;;;;;;
12,9;1,718;1,518;0,616;0,6;0,2;;;;;;;
12,92;1,717;1,517;0,616;0,6;0,2;;;;;;;
12,94;1,762;1,562;0,614;0,6;0,2;;;;;;;
12,96;1,749;1,549;0,614;0,6;0,2;;;;;;;
12,98;1,739;1,539;0,614;0,6;0,2;;;;;;;
13;1,733;1,533;0,614;0,6;0,2;;;;;;;
13,02;1,773;1,573;0,613;0,6;0,2;;;;;;;
13,04;1,756;1,556;0,613;0,6;0,2;;;;;;;
13,06;1,745;1,545;0,613;0,6;0,2;;;;;;;
13,08;1,782;1,582;0,611;0,6;0,2;;;;;;;
13,1;1,763;1,563;0,611;0,6;0,2;;;;;;;
13,12;1,75;1,55;0,611;0,6;0,2;;;;;;;
13,14;1,74;1,54;0,611;0,6;0,2;;;;;;;
13,16;1,778;1,578;0,609;0,6;0,2;;;;;;;
13,18;1,761;1,561;0,609;0,6;0,2;;;;;;;
13,2;1,748;1,548;0,609;0,6;0,2;;;;;;;
13,22;1,739;1,539;0,609;0,6;0,2;;;;;;;
13,24;1,733;1,533;0,609;0,6;0,2;;;;;;;
13,26;1,728;1,528;0,609;0,6;0,2;;;;;;;
13,28;1,724;1,524;0,609;0,6;0,2;;;;;;;
13,3;1,722;1,522;0,609;0,6;0,2;;;;;;;
13,32;1,72;1,52;0,609;0,6;0,2;;;;;;;
13,34;1,718;1,518;0,609;0,6;0,2;;;;;;;
13,36;1,717;1,517;0,609;0,6;0,2;;;;;;;
13,38;1,716;1,516;0,609;0,6;0,2;;;;;;;
13,4;1,715;1,515;0,609;0,6;0,2;;;;;;;
13,42;1,715;1,515;0,609;0,6;0,2;;;;;;;
13,44;1,714;1,514;0,609;0,6;0,2;;;;;;;
13,46;1,714;1,514;0,609;0,6;0,2;;;;;;;
13,48;1,713;1,513;0,609;0,6;0,2;;;;;;;
13,5;1,713;1,513;0,609;0,6;0,2;;;;;;;
13,52;1,712;1,512;0,609;0,6;0,2;;;;;;;
13,54;1,712;1,512;0,609;0,6;0,2;;;;;;;
13,56;1,711;1,511;0,609;0,6;0,2;;;;;;;
13,58;1,711;1,511;0,609;0,6;0,2;;;;;;;
13,6;1,711;1,511;0,609;0,6;0,2;;;;;;;
13,62;1,755;1,555;0,607;0,6;0,2;;;;;;;
13,64;1,743;1,543;0,607;0,6;0,2;;;;;;;
13,66;1,734;1,534;0,607;0,6;0,2;;;;;;;
13,68;1,727;1,527;0,607;0,6;0,2;;;;;;;
13,7;1,722;1,522;0,607;0,6;0,2;;;;;;;
13,72;1,764;1,564;0,606;0,6;0,2;;;;;;;
13,74;1,749;1,549;0,606;0,6;0,2;;;;;;;
13,76;1,738;1,538;0,606;0,6;0,2;;;;;;;
13,78;1,731;1,531;0,606;0,6;0,2;;;;;;;
13,8;1,725;1,525;0,606;0,6;0,2;;;;;;;
13,82;1,766;1,566;0,604;0,6;0,2;;;;;;;
13,84;1,751;1,551;0,604;0,6;0,2;;;;;;;
13,86;1,74;1,54;0,604;0,6;0,2;;;;;;;
13,88;1,732;1,532;0,604;0,6;0,2;;;;;;;
13,9;1,726;1,526;0,604;0,6;0,2;;;;;;;
13,92;1,722;1,522;0,604;0,6;0,2;;;;;;;
13,94;1,719;1,519;0,604;0,6;0,2;;;;;;;
13,96;1,717;1,517;0,604;0,6;0,2;;;;;;;
13,98;1,716;1,516;0,604;0,6;0,2;;;;;;;
14;1,715;1,515;0,604;0,6;0,2;;;;;;;
14,02;1,714;1,514;0,604;0,6;0,2;;;;;;;
14,04;1,713;1,513;0,604;0,6;0,2;;;;;;;
14,06;1,712;1,512;0,604;0,6;0,2;;;;;;;
14,08;1,712;1,512;0,604;0,6;0,2;;;;;;;
14,1;1,712;1,512;0,604;0,6;0,2;;;;;;;
14,12;1,711;1,511;0,604;0,6;0,2;;;;;;;
14,14;1,711;1,511;0,604;0,6;0,2;;;;;;;
14,16;1,711;1,511;0,604;0,6;0,2;;;;;;;
14,18;1,711;1,511;0,604;0,6;0,2;;;;;;;
14,2;1,71;1,51;0,604;0,6;0,2;;;;;;;
14,22;1,71;1,51;0,604;0,6;0,2;;;;;;;
14,24;1,71;1,51;0,604;0,6;0,2;;;;;;;
14,26;1,71;1,51;0,604;0,6;0,2;;;;;;;
14,28;1,755;1,555;0,602;0,6;0,2;;;;;;;
14,3;1,742;1,542;0,602;0,6;0,2;;;;;;;
14,32;1,734;1,534;0,602;0,6;0,2;;;;;;;
14,34;1,772;1,572;0,6;0,6;0,2;;;;;;;
14,36;1,755;1,555;0,6;0,6;0,2;;;;;;;
14,38;1,743;1,543;0,6;0,6;0,2;;;;;;;
14,4;1,78;1,58;0,599;0,6;0,2;;;;;;;
14,42;1,762;1,562;0,599;0,6;0,2;;;;;;;
14,44;1,748;1,548;0,599;0,6;0,2;;;;;;;
14,46;1,784;1,584;0,597;0,6;0,2;;;;;;;
14,48;1,765;1,565;0,597;0,6;0,2;;;;;;;
14,5;1,752;1,552;0,597;0,6;0,2;;;;;;;
14,52;1,742;1,542;0,597;0,6;0,2;;;;;;;
14,54;1,735;1,535;0,597;0,6;0,2;;;;;;;
14,56;1,73;1,53;0,597;0,6;0,2;;;;;;;
14,58;1,727;1,527;0,597;0,6;0,2;;;;;;;
14,6;1,725;1,525;0,597;0,6;0,2;;;;;;;
14,62;1,723;1,523;0,597;0,6;0,2;;;;;;;
14,64;1,722;1,522;0,597;0,6;0,2;;;;;;;
14,66;1,721;1,521;0,597;0,6;0,2;;;;;;;
14,68;1,675;1,475;0,599;0,6;0,2;;;;;;;
14,7;1,687;1,487;0,599;0,6;0,2;;;;;;;
14,72;1,696;1,496;0,599;0,6;0,2;;;;;;;
14,74;1,702;1,502;0,599;0,6;0,2;;;;;;;
14,76;1,706;1,506;0,599;0,6;0,2;;;;;;;
14,78;1,709;1,509;0,599;0,6;0,2;;;;;;;
14,8;1,667;1,467;0,6;0,6;0,2;;;;;;;
14,82;1,68;1,48;0,6;0,6;0,2;;;;;;;
14,84;1,69;1,49;0,6;0,6;0,2;;;;;;;
14,86;1,698;1,498;0,6;0,6;0,2;;;;;;;
14,88;1,748;1,548;0,599;0,6;0,2;;;;;;;
14,9;1,739;1,539;0,599;0,6;0,2;;;;;;;
14,92;1,733;1,533;0,599;0,6;0,2;;;;;;;
14,94;1,728;1,528;0,599;0,6;0,2;;;;;;;
14,96;1,725;1,525;0,599;0,6;0,2;;;;;;;
14,98;1,723;1,523;0,599;0,6;0,2;;;;;;;
15;1,767;1,567;0,597;0,6;0,2;;;;;;;
15,02;1,753;1,553;0,597;0,6;0,2;;;;;;;
15,04;1,744;1,544;0,597;0,6;0,2;;;;;;;
15,06;1,737;1,537;0,597;0,6;0,2;;;;;;;
15,08;1,732;1,532;0,597;0,6;0,2;;;;;;;
15,1;1,729;1,529;0,597;0,6;0,2;;;;;;;
15,12;1,726;1,526;0,597;0,6;0,2;;;;;;;
15,14;1,77;1,57;0,595;0,6;0,2;;;;;;;
15,16;1,757;1,557;0,595;0,6;0,2;;;;;;;
15,18;1,747;1,547;0,595;0,6;0,2;;;;;;;
15,2;1,74;1,54;0,595;0,6;0,2;;;;;;;
15,22;1,69;1,49;0,597;0,6;0,2;;;;;;;
15,24;1,699;1,499;0,597;0,6;0,2;;;;;;;
15,26;1,706;1,506;0,597;0,6;0,2;;;;;;;
15,28;1,71;1,51;0,597;0,6;0,2;;;;;;;
15,3;1,714;1,514;0,597;0,6;0,2;;;;;;;
15,32;1,716;1,516;0,597;0,6;0,2;;;;;;;
15,34;1,718;1,518;0,597;0,6;0,2;;;;;;;
15,36;1,674;1,474;0,599;0,6;0,2;;;;;;;
15,38;1,687;1,487;0,599;0,6;0,2;;;;;;;
15,4;1,697;1,497;0,599;0,6;0,2;;;;;;;
15,42;1,703;1,503;0,599;0,6;0,2;;;;;;;
15,44;1,708;1,508;0,599;0,6;0,2;;;;;;;
15,46;1,712;1,512;0,599;0,6;0,2;;;;;;;
15,48;1,714;1,514;0,599;0,6;0,2;;;;;;;
15,5;1,716;1,516;0,599;0,6;0,2;;;;;;;
15,52;1,717;1,517;0,599;0,6;0,2;;;;;;;
15,54;1,718;1,518;0,599;0,6;0,2;;;;;;;
15,56;1,719;1,519;0,599;0,6;0,2;;;;;;;
15,58;1,765;1,565;0,597;0,6;0,2;;;;;;;
15,6;1,753;1,553;0,597;0,6;0,2;;;;;;;
15,62;1,744;1,544;0,597;0,6;0,2;;;;;;;
15,64;1,738;1,538;0,597;0,6;0,2;;;;;;;
15,66;1,734;1,534;0,597;0,6;0,2;;;;;;;
15,68;1,731;1,531;0,597;0,6;0,2;;;;;;;
15,7;1,774;1,574;0,595;0,6;0,2;;;;;;;
15,72;1,76;1,56;0,595;0,6;0,2;;;;;;;
15,74;1,751;1,551;0,595;0,6;0,2;;;;;;;
15,76;1,744;1,544;0,595;0,6;0,2;;;;;;;
15,78;1,739;1,539;0,595;0,6;0,2;;;;;;;
15,8;1,735;1,535;0,595;0,6;0,2;;;;;;;
15,82;1,733;1,533;0,595;0,6;0,2;;;;;;;
15,84;1,731;1,531;0,595;0,6;0,2;;;;;;;
15,86;1,685;1,485;0,597;0,6;0,2;;;;;;;
15,88;1,697;1,497;0,597;0,6;0,2;;;;;;;
15,9;1,705;1,505;0,597;0,6;0,2;;;;;;;
15,92;1,711;1,511;0,597;0,6;0,2;;;;;;;
15,94;1,715;1,515;0,597;0,6;0,2;;;;;;;
15,96;1,673;1,473;0,599;0,6;0,2;;;;;;;
15,98;1,688;1,488;0,599;0,6;0,2;;;;;;;
16;1,698;1,498;0,599;0,6;0,2;;;;;;;
16,02;1,705;1,505;0,599;0,6;0,2;;;;;;;
16,04;1,711;1,511;0,599;0,6;0,2;;;;;;;
16,06;1,714;1,514;0,599;0,6;0,2;;;;;;;
16,08;1,717;1,517;0,599;0,6;0,2;;;;;;;
16,1;1,719;1,519;0,599;0,6;0,2;;;;;;;
16,12;1,721;1,521;0,599;0,6;0,2;;;;;;;
16,14;1,722;1,522;0,599;0,6;0,2;;;;;;;
16,16;1,722;1,522;0,599;0,6;0,2;;;;;;;
16,18;1,723;1,523;0,599;0,6;0,2;;;;;;;
16,2;1,723;1,523;0,599;0,6;0,2;;;;;;;
16,22;1,724;1,524;0,599;0,6;0,2;;;;;;;
16,24;1,724;1,524;0,599;0,6;0,2;;;;;;;
16,26;1,724;1,524;0,599;0,6;0,2;;;;;;;
16,28;1,724;1,524;0,599;0,6;0,2;;;;;;;
16,3;1,724;1,524;0,599;0,6;0,2;;;;;;;
16,32;1,77;1,57;0,597;0,6;0,2;;;;;;;
16,34;1,757;1,557;0,597;0,6;0,2;;;;;;;
16,36;1,749;1,549;0,597;0,6;0,2;;;;;;;
16,38;1,743;1,543;0,597;0,6;0,2;;;;;;;
16,4;1,738;1,538;0,597;0,6;0,2;;;;;;;
16,42;1,735;1,535;0,597;0,6;0,2;;;;;;;
16,44;1,733;1,533;0,597;0,6;0,2;;;;;;;
16,46;1,777;1,577;0,595;0,6;0,2;;;;;;;
16,48;1,763;1,563;0,595;0,6;0,2;;;;;;;
16,5;1,754;1,554;0,595;0,6;0,2;;;;;;;
16,52;1,747;1,547;0,595;0,6;0,2;;;;;;;
16,54;1,742;1,542;0,595;0,6;0,2;;;;;;;
16,56;1,694;1,494;0,597;0,6;0,2;;;;;;;
16,58;1,704;1,504;0,597;0,6;0,2;;;;;;;
16,6;1,711;1,511;0,597;0,6;0,2;;;;;;;
16,62;1,716;1,516;0,597;0,6;0,2;;;;;;;
16,64;1,72;1,52;0,597;0,6;0,2;;;;;;;
16,66;1,723;1,523;0,597;0,6;0,2;;;;;;;
16,68;1,725;1,525;0,597;0,6;0,2;;;;;;;
16,7;1,681;1,481;0,599;0,6;0,2;;;;;;;
16,72;1,694;1,494;0,599;0,6;0,2;;;;;;;
16,74;1,704;1,504;0,599;0,6;0,2;;;;;;;
16,76;1,711;1,511;0,599;0,6;0,2;;;;;;;
16,78;1,715;1,515;0,599;0,6;0,2;;;;;;;
16,8;1,719;1,519;0,599;0,6;0,2;;;;;;;
16,82;1,721;1,521;0,599;0,6;0,2;;;;;;;
16,84;1,723;1,523;0,599;0,6;0,2;;;;;;;
16,86;1,68;1,48;0,6;0,6;0,2;;;;;;;
16,88;1,693;1,493;0,6;0,6;0,2;;;;;;;
16,9;1,702;1,502;0,6;0,6;0,2;;;;;;;
16,92;1,709;1,509;0,6;0,6;0,2;;;;;;;
16,94;1,714;1,514;0,6;0,6;0,2;;;;;;;
16,96;1,717;1,517;0,6;0,6;0,2;;;;;;;
16,98;1,765;1,565;0,599;0,6;0,2;;;;;;;
17;1,754;1,554;0,599;0,6;0,2;;;;;;;
17,02;1,747;1,547;0,599;0,6;0,2;;;;;;;
17,04;1,741;1,541;0,599;0,6;0,2;;;;;;;
17,06;1,738;1,538;0,599;0,6;0,2;;;;;;;
17,08;1,735;1,535;0,599;0,6;0,2;;;;;;;
17,1;1,733;1,533;0,599;0,6;0,2;;;;;;;
17,12;1,732;1,532;0,599;0,6;0,2;;;;;;;
17,14;1,731;1,531;0,599;0,6;0,2;;;;;;;
17,16;1,73;1,53;0,599;0,6;0,2;;;;;;;
17,18;1,73;1,53;0,599;0,6;0,2;;;;;;;
17,2;1,729;1,529;0,599;0,6;0,2;;;;;;;
17,22;1,729;1,529;0,599;0,6;0,2;;;;;;;
17,24;1,729;1,529;0,599;0,6;0,2;;;;;;;
17,26;1,729;1,529;0,599;0,6;0,2;;;;;;;
17,28;1,684;1,484;0,6;0,6;0,2;;;;;;;
17,3;1,696;1,496;0,6;0,6;0,2;;;;;;;
17,32;1,705;1,505;0,6;0,6;0,2;;;;;;;
17,34;1,711;1,511;0,6;0,6;0,2;;;;;;;
17,36;1,715;1,515;0,6;0,6;0,2;;;;;;;
17,38;1,719;1,519;0,6;0,6;0,2;;;;;;;
17,4;1,721;1,521;0,6;0,6;0,2;;;;;;;
17,42;1,723;1,523;0,6;0,6;0,2;;;;;;;
17,44;1,724;1,524;0,6;0,6;0,2;;;;;;;
17,46;1,725;1,525;0,6;0,6;0,2;;;;;;;
17,48;1,725;1,525;0,6;0,6;0,2;;;;;;;
17,5;1,726;1,526;0,6;0,6;0,2;;;;;;;
17,52;1,726;1,526;0,6;0,6;0,2;;;;;;;
17,54;1,726;1,526;0,6;0,6;0,2;;;;;;;
17,56;1,771;1,571;0,599;0,6;0,2;;;;;;;
17,58;1,759;1,559;0,599;0,6;0,2;;;;;;;
17,6;1,751;1,551;0,599;0,6;0,2;;;;;;;
17,62;1,744;1,544;0,599;0,6;0,2;;;;;;;
17,64;1,74;1,54;0,599;0,6;0,2;;;;;;;
17,66;1,737;1,537;0,599;0,6;0,2;;;;;;;
17,68;1,735;1,535;0,599;0,6;0,2;;;;;;;
17,7;1,733;1,533;0,599;0,6;0,2;;;;;;;
17,72;1,732;1,532;0,599;0,6;0,2;;;;;;;
17,74;1,731;1,531;0,599;0,6;0,2;;;;;;;
17,76;1,686;1,486;0,6;0,6;0,2;;;;;;;
17,78;1,697;1,497;0,6;0,6;0,2;;;;;;;
17,8;1,706;1,506;0,6;0,6;0,2;;;;;;;
17,82;1,712;1,512;0,6;0,6;0,2;;;;;;;
17,84;1,716;1,516;0,6;0,6;0,2;;;;;;;
17,86;1,719;1,519;0,6;0,6;0,2;;;;;;;
17,88;1,722;1,522;0,6;0,6;0,2;;;;;;;
17,9;1,723;1,523;0,6;0,6;0,2;;;;;;;
17,92;1,724;1,524;0,6;0,6;0,2;;;;;;;
17,94;1,725;1,525;0,6;0,6;0,2;;;;;;;
17,96;1,726;1,526;0,6;0,6;0,2;;;;;;;
17,98;1,726;1,526;0,6;0,6;0,2;;;;;;;
18;1,726;1,526;0,6;0,6;0,2;;;;;;;
18,02;1,682;1,482;0,602;0,6;0,2;;;;;;;
18,04;1,694;1,494;0,602;0,6;0,2;;;;;;;
18,06;1,703;1,503;0,602;0,6;0,2;;;;;;;
18,08;1,709;1,509;0,602;0,6;0,2;;;;;;;
18,1;1,714;1,514;0,602;0,6;0,2;;;;;;;
18,12;1,717;1,517;0,602;0,6;0,2;;;;;;;
18,14;1,719;1,519;0,602;0,6;0,2;;;;;;;
18,16;1,72;1,52;0,602;0,6;0,2;;;;;;;
18,18;1,767;1,567;0,6;0,6;0,2;;;;;;;
18,2;1,755;1,555;0,6;0,6;0,2;;;;;;;
18,22;1,747;1,547;0,6;0,6;0,2;;;;;;;
18,24;1,741;1,541;0,6;0,6;0,2;;;;;;;
18,26;1,737;1,537;0,6;0,6;0,2;;;;;;;
18,28;1,734;1,534;0,6;0,6;0,2;;;;;;;
18,3;1,732;1,532;0,6;0,6;0,2;;;;;;;
18,32;1,73;1,53;0,6;0,6;0,2;;;;;;;
18,34;1,729;1,529;0,6;0,6;0,2;;;;;;;
18,36;1,728;1,528;0,6;0,6;0,2;;;;;;;
